"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0032321",1,10960443,10982093,406,58,166,-0.80887,0.79071,0.70259,0.78477
"FBgn0020370",2,13142885,13169141,545,75,166,-0.80905,0.79076,0.83186,0.62806
"FBgn0259143",6,12453528,12488431,285,56,166,-0.8094,0.79086,0.62868,0.85545
"FBgn0031574",1,3852668,3877507,743,107,166,-0.80974,0.79095,0.74169,0.71231
"FBgn0031258",1,448876,482200,248,31,166,-0.8103,0.79112,0.69789,0.80003
"FBgn0031896",1,7184908,7214264,770,89,166,-0.81058,0.7912,0.63686,0.83922
"FBgn0082598",3,7359843,7383711,241,45,166,-0.8107,0.79123,0.92007,0.59851
"FBgn0038834",4,20840516,20861427,311,58,166,-0.81151,0.79146,0.83359,0.64837
"FBgn0265178",2,16187042,16209555,440,73,166,-0.8117,0.79152,0.67556,0.77732
"FBgn0015586",3,19040757,19062026,332,43,166,-0.81216,0.79165,0.70029,0.7717
"FBgn0261859",4,15085957,15141926,1037,114,166,-0.81219,0.79166,0.72512,0.72217
"FBgn0037931",4,11664920,11688116,203,41,166,-0.81296,0.79188,0.72836,0.76204
"FBgn0039265",4,25037706,25059455,343,54,166,-0.81309,0.79192,0.69622,0.80619
"FBgn0051788",1,18247494,18267978,356,30,166,-0.81322,0.79195,0.66993,0.82753
"FBgn0260869",6,20517631,20538043,266,41,166,-0.81321,0.79195,0.6407,0.83421
"FBgn0036497",3,15474396,15495402,433,71,166,-0.81327,0.79197,0.6454,0.85774
"FBgn0263390",4,22971459,23008528,927,77,166,-0.8134,0.792,0.61223,0.86117
"FBgn0031830",1,6547800,6569308,481,65,166,-0.81393,0.79216,0.68547,0.79009
"FBgn0032336",1,11066165,11091399,571,66,166,-0.81438,0.79229,0.63315,0.87001
"FBgn0025612",6,4631269,4654868,377,90,166,-0.81516,0.79251,0.74032,0.71113
"FBgn0034084",2,16159600,16180861,520,53,166,-0.81522,0.79253,0.85485,0.65778
"FBgn0053207",4,15656183,15700513,630,76,166,-0.81538,0.79257,0.77043,0.72629
"FBgn0035409",3,3161614,3182545,254,43,166,-0.81544,0.79259,0.89257,0.6306
"FBgn0034087",2,16176584,16204277,567,89,166,-0.81559,0.79263,0.75922,0.69341
"FBgn0038425",4,16424899,16446066,316,44,166,-0.81558,0.79263,0.65393,0.87039
"FBgn0031554",1,3611110,3631704,626,72,166,-0.81639,0.79286,0.75159,0.72274
"FBgn0033661",2,11857876,11895585,683,83,166,-0.81672,0.79296,0.82895,0.67117
"FBgn0011290",4,11668386,11689690,213,43,166,-0.81712,0.79307,0.72732,0.76549
"FBgn0031597",1,4370722,4392735,455,60,166,-0.81721,0.79309,0.63921,0.88019
"FBgn0260011",1,14037582,14058863,475,77,166,-0.81751,0.79318,0.77623,0.70573
"FBgn0031757",1,5958566,5979761,614,66,166,-0.8177,0.79324,0.78283,0.69746
"FBgn0036116",3,11044035,11069659,824,79,166,-0.81772,0.79324,0.83717,0.64727
"FBgn0037563",4,8279395,8300578,51,16,166,-0.81785,0.79328,0.94499,0.60029
"FBgn0032780",1,19414050,19440270,420,42,166,-0.81795,0.79331,0.68687,0.84951
"FBgn0259878",2,15213560,15251589,663,70,166,-0.81886,0.79357,0.71144,0.73544
"FBgn0053494",4,25483481,25505161,662,63,166,-0.81912,0.79364,0.67468,0.82919
"FBgn0030938",6,18518683,18539593,130,17,166,-0.81989,0.79386,0.82393,0.66736
"FBgn0038702",4,19383360,19405188,246,47,166,-0.81995,0.79388,0.74994,0.75367
"FBgn0030629",6,15330373,15352117,213,37,166,-0.82077,0.79411,0.77955,0.69257
"FBgn0030196",6,10373353,10395861,299,35,166,-0.82121,0.79424,0.55839,0.95121
"FBgn0028858",1,15969486,15991455,281,54,166,-0.8214,0.79429,0.81184,0.68033
"FBgn0029518",6,255724,277028,75,10,166,-0.82144,0.7943,0.95928,0.60718
"FBgn0010825",3,8439922,8482669,729,80,166,-0.82146,0.79431,0.65971,0.83159
"FBgn0035443",3,3364282,3386649,339,34,166,-0.82206,0.79448,0.74172,0.77712
"FBgn0030742",6,16318437,16340759,165,30,166,-0.82237,0.79457,0.77501,0.71689
"FBgn0032192",1,10197085,10219744,470,73,166,-0.82274,0.79467,0.62664,0.89168
"FBgn0033861",2,13598673,13619178,354,67,166,-0.82337,0.79485,0.68709,0.77569
"FBgn0031832",1,6549426,6572289,516,74,166,-0.82356,0.79491,0.66451,0.80686
"FBgn0024733",3,23083190,23105471,164,25,166,-0.82368,0.79494,0.88343,0.64572
"FBgn0030816",6,17081854,17108488,245,46,166,-0.82399,0.79503,0.80786,0.69522
"FBgn0039085",4,23522945,23544767,357,49,166,-0.82407,0.79505,0.64518,0.88629
"FBgn0262881",2,14628538,14648935,425,54,166,-0.82419,0.79508,0.70846,0.72379
"FBgn0033716",2,12327797,12349544,625,79,166,-0.82509,0.79534,0.74774,0.69082
"FBgn0051119",4,24844496,24866243,189,50,166,-0.82508,0.79534,0.84346,0.65371
"FBgn0038088",4,12845544,12869246,340,24,166,-0.82654,0.79575,0.76223,0.75297
"FBgn0036804",3,18671037,18691836,381,49,166,-0.82662,0.79577,0.61371,0.92956
"FBgn0038396",4,16039670,16060693,449,60,166,-0.82693,0.79586,0.70598,0.77488
"FBgn0050049",2,12345671,12369087,639,85,166,-0.8271,0.79591,0.69661,0.75774
"FBgn0031561",1,3686218,3706658,656,94,166,-0.82756,0.79604,0.65323,0.80753
"FBgn0001565",6,21375518,21397946,276,25,166,-0.82762,0.79606,0.80289,0.68107
"FBgn0032713",1,18813548,18836716,308,40,166,-0.82851,0.79631,0.73813,0.7567
"FBgn0085309",4,17393272,17413718,247,48,166,-0.82863,0.79634,0.76611,0.73441
"FBgn0260233",3,14737929,14767962,325,56,166,-0.8292,0.79651,0.63528,0.81474
"FBgn0051634",1,6615138,6642407,512,80,166,-0.82947,0.79658,0.61159,0.90616
"FBgn0263998",2,13132834,13162677,660,74,166,-0.82959,0.79661,0.75825,0.71163
"FBgn0029905",6,6808178,6830919,322,87,166,-0.82962,0.79662,0.66691,0.80846
"FBgn0033137",2,7044405,7067548,575,94,166,-0.82974,0.79666,0.7135,0.76786
"FBgn0086442",1,19024444,19051541,220,32,166,-0.83002,0.79674,0.71275,0.78755
"FBgn0264903",4,14566331,14586611,240,30,166,-0.83058,0.7969,0.67427,0.837
"FBgn0003378",3,11498967,11519394,350,68,166,-0.83067,0.79692,0.66602,0.82033
"FBgn0030941",6,18614042,18644908,390,70,166,-0.83093,0.79699,0.61479,0.87953
"FBgn0001120",3,14792380,14813360,273,54,166,-0.83106,0.79703,0.79565,0.70952
"FBgn0031442",1,2643046,2663926,463,54,166,-0.83109,0.79704,0.85107,0.63644
"FBgn0259229",1,1209293,1239802,524,76,166,-0.83177,0.79723,0.61178,0.87908
"FBgn0011674",2,20811262,20846028,153,21,166,-0.83177,0.79723,0.77136,0.73044
"FBgn0250825",3,12117979,12138461,400,44,166,-0.83218,0.79735,0.73962,0.71989
"FBgn0053281",1,3314237,3336637,534,64,166,-0.83222,0.79736,0.57031,0.91607
"FBgn0015558",6,21318613,21349676,421,51,166,-0.83253,0.79744,0.77045,0.72349
"FBgn0052177",3,17637442,17664280,228,31,166,-0.83277,0.79751,0.70484,0.79803
"FBgn0052103",3,12392295,12424842,807,97,166,-0.83331,0.79767,0.82722,0.66145
"FBgn0085471",2,14356798,14377874,593,67,166,-0.83343,0.7977,0.62411,0.88538
"FBgn0015663",1,3609097,3631573,672,76,166,-0.83355,0.79773,0.72101,0.77289
"FBgn0035896",3,8433042,8459377,522,92,166,-0.83417,0.79791,0.69164,0.79046
"FBgn0037755",4,9777816,9801221,418,81,166,-0.8342,0.79791,0.80597,0.69155
"FBgn0036460",3,14972835,14994486,352,57,166,-0.83456,0.79802,0.87791,0.64254
"FBgn0034110",2,16284400,16307232,458,91,166,-0.83476,0.79807,0.60759,0.88949
"FBgn0039518",4,27454189,27477080,357,41,166,-0.83507,0.79816,0.63023,0.87855
"FBgn0038732",4,19768750,19790727,409,69,166,-0.83516,0.79819,0.69832,0.79097
"FBgn0029931",6,7030603,7051769,26,15,166,-0.83544,0.79826,0.72517,0.79917
"FBgn0031489",1,3006441,3028308,392,51,166,-0.83545,0.79827,0.79294,0.70191
"FBgn0260964",2,13503132,13544251,1074,112,166,-0.83601,0.79843,0.69838,0.72202
"FBgn0033929",2,14353048,14375473,736,73,166,-0.83661,0.79859,0.58881,0.94056
"FBgn0026136",2,20279545,20300550,218,28,166,-0.83665,0.79861,0.78886,0.70844
"FBgn0085213",2,14355656,14376658,647,70,166,-0.83698,0.7987,0.61219,0.91208
"FBgn0036986",3,20414424,20436071,127,25,166,-0.83714,0.79874,0.73695,0.78847
"FBgn0038901",4,21759518,21780279,342,36,166,-0.83729,0.79879,0.62355,0.88952
"FBgn0031741",1,5795395,5819063,591,69,166,-0.83742,0.79882,0.70398,0.77838
"FBgn0030541",6,14171028,14193315,246,42,166,-0.83755,0.79886,0.61848,0.90175
"FBgn0034472",2,19704076,19724868,528,61,166,-0.83787,0.79895,0.60946,0.87054
"FBgn0032202",1,10254125,10275229,368,66,166,-0.83798,0.79898,0.67977,0.76547
"FBgn0262999",1,5801574,5821925,537,68,166,-0.8381,0.79901,0.68779,0.7902
"FBgn0015600",1,3058345,3154786,2258,100,166,-0.83882,0.79921,0.73974,0.72457
"FBgn0030999",6,19203254,19224938,193,67,166,-0.83899,0.79926,0.72577,0.74795
"FBgn0031004",6,19235158,19257250,280,83,166,-0.8399,0.79952,0.74756,0.71728
"FBgn0039152",4,24103286,24138193,664,69,166,-0.8403,0.79963,0.66525,0.82677
"FBgn0041100",3,21184754,21206853,174,27,166,-0.84039,0.79965,0.80479,0.72077
"FBgn0034218",2,17430297,17452483,552,94,166,-0.84107,0.79985,0.80853,0.67359
"FBgn0039386",4,25885822,25907174,590,65,166,-0.84183,0.80006,0.84642,0.67329
"FBgn0286929",1,11832828,11853661,515,57,166,-0.84263,0.80028,0.65058,0.85886
"FBgn0015583",1,8382456,8403222,517,59,166,-0.84265,0.80029,0.88378,0.63969
"FBgn0036348",3,13339033,13364940,588,70,166,-0.84287,0.80035,0.63268,0.87879
"FBgn0051773",1,3901796,3924288,474,57,166,-0.84339,0.8005,0.92012,0.5952
"FBgn0038427",4,16426880,16451661,348,43,166,-0.84358,0.80055,0.66655,0.87823
"FBgn0051477",4,10111773,10132320,482,73,166,-0.84435,0.80076,0.72909,0.72887
"FBgn0027358",6,19606663,19628537,287,60,166,-0.84474,0.80087,0.55781,0.96494
"FBgn0031041",6,19606663,19628537,287,60,166,-0.84474,0.80087,0.55781,0.96494
"FBgn0035518",3,4245991,4269152,190,29,166,-0.84498,0.80094,0.79837,0.72957
"FBgn0033817",2,13229729,13251013,311,56,166,-0.84502,0.80095,0.7123,0.75
"FBgn0031240",1,259088,281626,142,27,166,-0.84529,0.80102,0.66973,0.87662
"FBgn0030543",6,14179516,14200755,294,44,166,-0.84533,0.80104,0.61686,0.93386
"FBgn0262030",3,1993109,2015651,480,53,166,-0.84552,0.80109,0.68059,0.80818
"FBgn0020497",1,8393573,8418853,413,51,166,-0.84564,0.80112,0.90953,0.61599
"FBgn0033774",2,12752113,12773825,485,59,166,-0.84571,0.80114,0.65314,0.85325
"FBgn0038536",4,17672669,17693773,413,72,166,-0.84603,0.80123,0.69689,0.80754
"FBgn0032196",1,10214457,10236808,391,58,166,-0.84608,0.80125,0.70455,0.81096
"FBgn0035449",3,3458023,3481309,370,63,166,-0.8463,0.80131,0.6503,0.85573
"FBgn0286203",2,5403744,5466095,552,78,166,-0.84638,0.80133,0.65671,0.88581
"FBgn0032783",1,19425850,19452727,336,38,166,-0.84659,0.80139,0.73678,0.80709
"FBgn0023169",6,1365536,1388896,97,17,166,-0.84685,0.80146,0.67592,0.8836
"FBgn0001321",4,10112365,10135664,543,72,166,-0.84706,0.80152,0.71786,0.75198
"FBgn0034002",2,15208379,15234795,403,50,166,-0.84726,0.80157,0.75169,0.72778
"FBgn0086785",3,13501646,13523112,184,33,166,-0.84727,0.80158,0.67107,0.86531
"FBgn0051105",4,24847585,24869801,203,47,166,-0.84769,0.80169,0.86658,0.65008
"FBgn0039347",4,25608414,25631838,521,86,166,-0.84768,0.80169,0.76689,0.71897
"FBgn0045063",2,12477451,12517333,662,88,166,-0.84773,0.80171,0.61436,0.90577
"FBgn0037185",3,22718111,22743446,64,21,166,-0.84793,0.80176,0.70299,0.83148
"FBgn0002723",6,11606124,11631280,182,38,166,-0.84794,0.80176,0.70939,0.78312
"FBgn0035788",3,7461559,7482514,602,73,166,-0.84814,0.80182,0.74953,0.73938
"FBgn0260482",6,14233686,14256514,419,59,166,-0.8484,0.80189,0.8804,0.65539
"FBgn0037371",4,5728178,5752476,293,47,166,-0.84843,0.8019,0.68769,0.82982
"FBgn0035187",3,1180384,1203173,641,66,166,-0.8487,0.80198,0.57775,0.94018
"FBgn0001247",3,20361672,20385896,161,28,166,-0.8487,0.80198,0.78754,0.74314
"FBgn0031036",6,19589803,19611851,323,63,166,-0.84932,0.80215,0.77663,0.69632
"FBgn0031061",6,19691927,19714259,173,38,166,-0.84942,0.80218,0.65334,0.86415
"FBgn0034499",2,20278371,20301945,262,31,166,-0.84955,0.80221,0.81891,0.6847
"FBgn0033727",2,12383483,12404842,558,72,166,-0.85072,0.80254,0.69363,0.78892
"FBgn0259139",4,11805206,11829420,317,50,166,-0.85097,0.80261,0.70156,0.81254
"FBgn0031836",1,6601011,6627117,657,81,166,-0.85102,0.80262,0.61522,0.90546
"FBgn0262607",6,18119585,18140178,184,19,166,-0.8519,0.80286,0.73427,0.78529
"FBgn0030974",6,18878978,18903636,374,70,166,-0.8519,0.80286,0.64041,0.85929
"FBgn0052319",3,1460850,1482060,536,86,166,-0.85207,0.80291,0.71319,0.76424
"FBgn0030508",6,13659699,13686232,376,87,166,-0.85279,0.80311,0.769,0.70129
"FBgn0266647",6,21136281,21157041,280,34,166,-0.85301,0.80317,0.61637,0.91456
"FBgn0033815",2,13225980,13247055,322,57,166,-0.85321,0.80323,0.73747,0.74442
"FBgn0039438",4,26615932,26636738,401,59,166,-0.85322,0.80323,0.77587,0.74385
"FBgn0050062",2,13435700,13456309,238,43,166,-0.85384,0.8034,0.65741,0.87824
"FBgn0040299",1,7656047,7699459,1174,74,166,-0.85429,0.80353,0.90364,0.63414
"FBgn0041092",1,9156778,9260211,2631,169,166,-0.85442,0.80356,0.78054,0.69674
"FBgn0033907",2,14162986,14183596,466,61,166,-0.85441,0.80356,0.68306,0.82381
"FBgn0039296",4,25223636,25245529,561,75,166,-0.85443,0.80357,0.62111,0.88923
"FBgn0085374",1,6613112,6635359,493,78,166,-0.85454,0.8036,0.65299,0.86457
"FBgn0288833",6,11605097,11625840,115,25,166,-0.85474,0.80365,0.75435,0.75762
"FBgn0003983",1,13401141,13421631,243,54,166,-0.85481,0.80367,0.84892,0.68133
"FBgn0030370",6,12045338,12066635,231,59,166,-0.85513,0.80376,0.79904,0.67611
"FBgn0039235",4,24846383,24867559,179,45,166,-0.85528,0.8038,0.87926,0.65039
"FBgn0039551",4,27835950,27857260,130,18,166,-0.85542,0.80384,0.90866,0.6371
"FBgn0031002",6,19226059,19251840,323,96,166,-0.8558,0.80395,0.69387,0.78754
"FBgn0037475",4,7126206,7151972,412,52,166,-0.85592,0.80398,0.74752,0.76491
"FBgn0031738",1,5757002,5810253,1163,92,166,-0.85597,0.80399,0.76139,0.6854
"FBgn0039170",4,24217023,24238538,385,61,166,-0.85653,0.80415,0.86715,0.6625
"FBgn0015336",6,16650898,16674455,402,91,166,-0.85684,0.80423,0.8186,0.65832
"FBgn0032195",1,10212657,10234447,380,64,166,-0.8569,0.80425,0.69143,0.82554
"FBgn0043578",3,16717299,16737989,553,70,166,-0.85692,0.80425,0.67005,0.85668
"FBgn0026479",1,2571281,2595430,535,56,166,-0.85719,0.80433,0.81872,0.71837
"FBgn0038429",4,16433207,16455010,267,35,166,-0.85749,0.80441,0.70989,0.83494
"FBgn0043577",3,16716541,16737288,559,71,166,-0.85879,0.80477,0.67063,0.84626
"FBgn0052179",3,17639562,17664280,204,29,166,-0.85881,0.80478,0.73124,0.78433
"FBgn0040153",6,14193961,14221457,332,44,166,-0.85912,0.80486,0.83249,0.69699
"FBgn0031080",6,19948393,19969403,228,36,166,-0.85972,0.80503,0.77599,0.73455
"FBgn0284236",3,5654121,5759599,1750,164,166,-0.85982,0.80506,0.68872,0.77812
"FBgn0040398",6,1041525,1062631,238,27,166,-0.85996,0.80509,0.71914,0.84024
"FBgn0003227",4,15813019,15842632,569,50,166,-0.86003,0.80511,0.77249,0.72947
"FBgn0262531",3,17635486,17656737,210,25,166,-0.86004,0.80512,0.71396,0.8229
"FBgn0033316",2,8617900,8640186,603,79,166,-0.86058,0.80527,0.9177,0.60346
"FBgn0038377",4,15850196,15871478,346,36,166,-0.86077,0.80532,0.7237,0.79864
"FBgn0031497",1,3025493,3047403,272,27,166,-0.86083,0.80533,0.65863,0.90437
"FBgn0033862",2,13651495,13673598,348,46,166,-0.86101,0.80538,0.80002,0.71851
"FBgn0032782",1,19422574,19445841,362,36,166,-0.86119,0.80543,0.74003,0.81039
"FBgn0260942",4,22540680,22566494,406,50,166,-0.86178,0.8056,0.62349,0.89256
"FBgn0259737",2,15192193,15212987,376,51,166,-0.86229,0.80574,0.87511,0.63912
"FBgn0037770",4,9972816,9996060,488,64,166,-0.86257,0.80581,0.77326,0.72699
"FBgn0038947",4,22346685,22370711,386,60,166,-0.86269,0.80585,0.67678,0.84599
"FBgn0029942",6,7276358,7298117,114,28,166,-0.86273,0.80586,0.80422,0.70863
"FBgn0000117",6,1881401,1910646,134,34,166,-0.86294,0.80592,0.87081,0.66131
"FBgn0261477",2,18430965,18455526,701,108,166,-0.86414,0.80625,0.722,0.7343
"FBgn0020638",3,6124697,6145274,193,37,166,-0.86427,0.80628,0.84617,0.66795
"FBgn0038686",4,19168085,19190538,602,58,166,-0.86425,0.80628,0.79148,0.7374
"FBgn0032194",1,10201143,10223721,428,65,166,-0.86461,0.80637,0.6964,0.83528
"FBgn0031668",1,4999931,5020834,299,66,166,-0.86464,0.80638,0.73313,0.76366
"FBgn0265968",1,4999931,5020834,299,66,166,-0.86464,0.80638,0.73313,0.76366
"FBgn0262871",4,17369944,17400265,566,73,166,-0.86474,0.80641,0.61176,0.90921
"FBgn0033268",2,8124170,8145315,521,31,166,-0.86512,0.80651,0.76144,0.76677
"FBgn0030853",6,17622089,17643509,250,62,166,-0.86567,0.80666,0.73767,0.74635
"FBgn0022959",3,12111274,12135150,426,47,166,-0.86601,0.80676,0.75327,0.72413
"FBgn0085447",3,5647913,5759599,1868,165,166,-0.86616,0.8068,0.73618,0.73572
"FBgn0036451",3,14779935,14811089,346,57,166,-0.86641,0.80687,0.81624,0.69213
"FBgn0038948",4,22350782,22372371,363,57,166,-0.86645,0.80688,0.69334,0.82398
"FBgn0085427",1,8888786,8943594,1297,72,166,-0.86653,0.8069,0.69288,0.79912
"FBgn0259149",6,5763023,5786647,86,29,166,-0.86671,0.80695,0.75198,0.75102
"FBgn0020637",3,6122990,6143593,202,36,166,-0.86681,0.80698,0.8217,0.68854
"FBgn0038285",4,15068530,15089285,419,71,166,-0.86687,0.80699,0.62226,0.89603
"FBgn0003941",1,4217699,4238561,610,81,166,-0.86723,0.80709,0.68879,0.78837
"FBgn0265974",2,14516267,14597917,1838,135,166,-0.86764,0.8072,0.60406,0.86605
"FBgn0029552",6,1002035,1022624,139,28,166,-0.86795,0.80729,0.78681,0.76809
"FBgn0020640",3,6127583,6148118,196,41,166,-0.86807,0.80732,0.86944,0.65537
"FBgn0032136",1,9624179,9666026,1233,85,166,-0.86809,0.80733,0.98416,0.57865
"FBgn0027074",1,18809344,18832573,343,42,166,-0.86846,0.80743,0.75594,0.75487
"FBgn0031908",1,7395227,7418600,718,65,166,-0.86852,0.80744,0.82164,0.68612
"FBgn0037933",4,11669743,11690976,236,46,166,-0.86891,0.80755,0.75937,0.7591
"FBgn0036496",3,15462197,15484110,381,76,166,-0.86895,0.80756,0.60989,0.91948
"FBgn0039413",4,26116659,26137868,620,74,166,-0.86914,0.80762,0.78572,0.6929
"FBgn0031670",1,5000922,5022127,302,69,166,-0.86933,0.80767,0.75255,0.72866
"FBgn0061196",6,4949929,4971128,213,47,166,-0.86945,0.8077,0.77757,0.72396
"FBgn0046296",3,12122146,12143834,408,41,166,-0.86982,0.8078,0.77442,0.71012
"FBgn0039078",4,23398684,23482278,1697,97,166,-0.87005,0.80786,0.90287,0.59593
"FBgn0033904",2,14156982,14178233,409,60,166,-0.87074,0.80805,0.65354,0.85326
"FBgn0029148",3,14791328,14812168,267,54,166,-0.87108,0.80814,0.79207,0.72648
"FBgn0028848",1,13698215,13720583,497,82,166,-0.87112,0.80816,0.61952,0.88765
"FBgn0002570",2,8439664,8461904,537,59,166,-0.87116,0.80817,0.58254,0.94495
"FBgn0029860",6,6284517,6305345,203,73,166,-0.87186,0.80836,0.73974,0.74187
"FBgn0031909",1,7398533,7419809,648,61,166,-0.87206,0.80841,0.7785,0.69723
"FBgn0032078",1,8933455,8961216,609,46,166,-0.87242,0.80851,0.6596,0.90633
"FBgn0000723",4,9357603,9404546,775,61,166,-0.87245,0.80852,0.64595,0.90005
"FBgn0040342",6,920931,942475,77,19,166,-0.87269,0.80858,0.82757,0.72536
"FBgn0030593",6,14891844,14915549,416,41,166,-0.87365,0.80884,0.86526,0.68605
"FBgn0051357",4,24818279,24839959,538,69,166,-0.87373,0.80887,0.72569,0.75926
"FBgn0261822",1,8073420,8126531,920,99,166,-0.87418,0.80899,0.72525,0.76403
"FBgn0286833",3,9888626,9909387,477,70,166,-0.87426,0.80901,0.69398,0.80135
"FBgn0002863",4,24218975,24239279,363,59,166,-0.87427,0.80901,0.89897,0.64551
"FBgn0085472",2,14357979,14379067,543,63,166,-0.87431,0.80903,0.65833,0.8784
"FBgn0035858",3,8208232,8228983,458,81,166,-0.8748,0.80916,0.76834,0.73923
"FBgn0037955",4,11810381,11832493,295,51,166,-0.87496,0.8092,0.70038,0.82385
"FBgn0000078",2,17114764,17136369,597,113,166,-0.87499,0.80921,0.70711,0.76844
"FBgn0259200",3,2642088,2665455,614,71,166,-0.87537,0.80931,0.78219,0.71569
"FBgn0259199",3,2642088,2665455,614,71,166,-0.87537,0.80931,0.78219,0.71569
"FBgn0013765",2,13429314,13460475,364,47,166,-0.87546,0.80934,0.66245,0.87575
"FBgn0003204",6,10734502,10759097,177,51,166,-0.87554,0.80936,0.64137,0.87969
"FBgn0250823",4,16262452,16314768,860,79,166,-0.87564,0.80939,0.79729,0.6813
"FBgn0053632",2,12512023,12532731,401,64,166,-0.87572,0.80941,0.83095,0.69025
"FBgn0263647",3,12034579,12055356,715,94,166,-0.87593,0.80947,0.64372,0.89379
"FBgn0266084",3,8743619,8808719,1492,104,166,-0.87618,0.80953,0.69372,0.79983
"FBgn0032330",1,11003206,11076998,1448,99,166,-0.87634,0.80958,0.75335,0.78425
"FBgn0038912",4,21865293,21887788,334,40,166,-0.87663,0.80966,0.65771,0.83641
"FBgn0031026",6,19521032,19541742,150,22,166,-0.8768,0.8097,0.87686,0.67669
"FBgn0035799",3,7573454,7597248,459,79,166,-0.87702,0.80976,0.62401,0.85189
"FBgn0036532",3,15799485,15819977,156,32,166,-0.87716,0.8098,0.7777,0.75933
"FBgn0031116",6,20423950,20455599,500,94,166,-0.87741,0.80987,0.75494,0.75454
"FBgn0033864",2,13657736,13681594,337,50,166,-0.87746,0.80988,0.79161,0.71448
"FBgn0052703",6,9251376,9277698,224,65,166,-0.87748,0.80989,0.75054,0.74554
"FBgn0264605",3,16666406,16721677,811,82,166,-0.87763,0.80993,0.68002,0.79045
"FBgn0063485",3,16666406,16721677,811,82,166,-0.87763,0.80993,0.68002,0.79045
"FBgn0017551",1,6842315,6863866,546,80,166,-0.87803,0.81004,0.6348,0.90475
"FBgn0261401",3,17810493,17832834,358,41,166,-0.87835,0.81012,0.65094,0.87941
"FBgn0037181",3,22702155,22723660,59,18,166,-0.87853,0.81017,0.81027,0.74306
"FBgn0030544",6,14181220,14202018,291,44,166,-0.87887,0.81026,0.62527,0.93948
"FBgn0029573",6,1359249,1380176,104,16,166,-0.87893,0.81028,0.66442,0.91272
"FBgn0032785",1,19444256,19467723,205,30,166,-0.87927,0.81037,0.73243,0.83102
"FBgn0033010",2,5134733,5164756,384,46,166,-0.8795,0.81044,0.76713,0.75083
"FBgn0053056",3,21188261,21213232,187,27,166,-0.87985,0.81053,0.81694,0.72621
"FBgn0036459",3,14969620,14992432,395,63,166,-0.88043,0.81069,0.88435,0.65929
"FBgn0260776",3,15707819,15730073,350,59,166,-0.88089,0.81081,0.80773,0.72859
"FBgn0052054",3,10082768,10104738,589,56,166,-0.88111,0.81087,0.88431,0.65792
"FBgn0011020",4,7141367,7164219,277,45,166,-0.88155,0.81099,0.73814,0.7881
"FBgn0030542",6,14177253,14197841,297,45,166,-0.88161,0.811,0.63368,0.92406
"FBgn0040098",1,8383489,8404280,518,58,166,-0.88171,0.81103,0.89155,0.65289
"FBgn0004513",3,6230500,6255746,521,50,166,-0.88208,0.81113,0.6376,0.86338
"FBgn0031144",6,21018652,21041950,126,33,166,-0.8823,0.81119,0.95707,0.6142
"FBgn0266111",2,12334983,12361325,748,85,166,-0.88276,0.81132,0.67358,0.80522
"FBgn0003557",1,2027714,2054372,452,49,166,-0.88289,0.81135,0.76303,0.73996
"FBgn0033784",2,12924234,12946535,178,24,166,-0.88349,0.81151,0.88423,0.66638
"FBgn0033598",2,11245167,11265983,254,48,166,-0.88349,0.81152,0.68551,0.8497
"FBgn0003377",3,11499861,11520247,371,74,166,-0.88373,0.81158,0.6967,0.8137
"FBgn0039223",4,24774552,24797421,426,68,166,-0.88462,0.81182,0.64228,0.86721
"FBgn0052267",3,3461555,3482113,356,61,166,-0.88537,0.81202,0.67002,0.85058
"FBgn0032781",1,19420643,19442444,348,37,166,-0.88544,0.81204,0.79918,0.76666
"FBgn0002734",4,25987621,26008633,514,39,166,-0.88549,0.81205,0.67314,0.88085
"FBgn0039091",4,23577120,23599819,393,45,166,-0.88607,0.81221,0.76456,0.71087
"FBgn0014024",6,5308928,5332696,363,90,166,-0.88608,0.81221,0.64732,0.84483
"FBgn0031491",1,3011309,3033141,370,41,166,-0.88632,0.81228,0.6524,0.91257
"FBgn0030990",6,19166109,19189830,352,77,166,-0.88643,0.81231,0.86486,0.66039
"FBgn0035795",3,7529060,7549836,373,54,166,-0.8871,0.81249,0.71539,0.80731
"FBgn0039993",2,1580484,1606457,274,48,166,-0.88717,0.81251,0.74631,0.75908
"FBgn0035430",3,3281459,3309000,704,84,166,-0.88726,0.81253,0.70378,0.79512
"FBgn0036749",3,17730540,17752540,302,33,166,-0.88853,0.81287,0.70489,0.82562
"FBgn0036078",3,10233320,10254706,646,64,166,-0.88882,0.81295,0.647,0.8968
"FBgn0024222",4,16036347,16059421,553,65,166,-0.88994,0.81325,0.73443,0.78743
"FBgn0040967",1,11024795,11045308,359,49,166,-0.89001,0.81327,0.78233,0.73996
"FBgn0260870",6,20564282,20584693,329,57,166,-0.89004,0.81328,0.71565,0.81381
"FBgn0036250",3,12115487,12137394,413,46,166,-0.89169,0.81372,0.73154,0.76209
"FBgn0033951",2,14635270,14656344,487,56,166,-0.89179,0.81375,0.73487,0.76518
"FBgn0027498",6,11082492,11104947,220,61,166,-0.89222,0.81386,0.75721,0.76984
"FBgn0259989",1,11833137,11854063,520,54,166,-0.89227,0.81388,0.6455,0.89385
