"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0004584",1,2959773,2982508,257,44,166,-1.3754,0.9155,0.94414,0.80676
"FBgn0030997",6,19186058,19211979,251,71,166,-1.376,0.91558,0.94407,0.76946
"FBgn0026398",1,1510491,1532156,497,39,166,-1.377,0.91575,0.82412,0.96798
"FBgn0034537",2,20634036,20655865,102,23,166,-1.3771,0.91576,0.88272,0.89279
"FBgn0032455",1,12703276,12731843,566,65,166,-1.3776,0.91584,0.90097,0.8554
"FBgn0051220",4,19638487,19660586,325,65,166,-1.3778,0.91587,0.86567,0.86725
"FBgn0032256",1,10467073,10492975,773,91,166,-1.3796,0.91614,0.85101,0.87523
"FBgn0058045",3,24018515,24045859,157,21,166,-1.3797,0.91616,0.85897,0.90759
"FBgn0036833",3,18910430,18932108,483,51,166,-1.38,0.9162,0.82736,0.91095
"FBgn0037128",3,21731534,21752441,111,21,166,-1.38,0.9162,0.84352,0.9466
"FBgn0032124",1,9530523,9552480,603,56,166,-1.3803,0.91626,0.75017,0.97971
"FBgn0036350",3,13367957,13390380,576,66,166,-1.3808,0.91633,0.84327,0.88586
"FBgn0052204",3,18912419,18956038,945,71,166,-1.3808,0.91633,0.84413,0.8932
"FBgn0031473",1,2838989,2865778,838,88,166,-1.3809,0.91635,0.98802,0.78058
"FBgn0030792",6,16790930,16812000,412,62,166,-1.381,0.91636,0.90821,0.82231
"FBgn0266175",4,21345692,21369768,501,78,166,-1.3817,0.91647,0.79081,0.93067
"FBgn0266173",4,21345692,21369768,501,78,166,-1.3817,0.91647,0.79081,0.93067
"FBgn0266177",4,21345692,21369768,501,78,166,-1.3817,0.91647,0.79081,0.93067
"FBgn0266176",4,21345692,21369768,501,78,166,-1.3817,0.91647,0.79081,0.93067
"FBgn0266174",4,21345692,21369768,501,78,166,-1.3817,0.91647,0.79081,0.93067
"FBgn0014010",1,2349142,2375273,642,50,166,-1.3822,0.91655,0.79962,0.95561
"FBgn0052071",3,11093421,11113873,502,56,166,-1.3822,0.91655,0.85864,0.88591
"FBgn0017418",6,18120392,18147784,253,27,166,-1.3826,0.91661,0.86469,0.89997
"FBgn0037399",4,6066804,6088283,106,23,166,-1.3832,0.9167,0.81769,0.96098
"FBgn0284230",1,21304360,21329527,275,31,166,-1.3842,0.91686,0.92933,0.8547
"FBgn0031327",1,1230036,1253018,583,78,166,-1.3851,0.91699,0.82767,0.91361
"FBgn0263763",3,15042998,15063351,451,79,166,-1.3854,0.91703,0.89193,0.81937
"FBgn0025820",3,1792008,1812856,258,47,166,-1.386,0.91713,0.88868,0.85479
"FBgn0033798",2,13153363,13173948,368,70,166,-1.387,0.91728,0.80239,0.91603
"FBgn0036468",3,15041931,15062490,461,78,166,-1.3871,0.91729,0.87901,0.83514
"FBgn0029826",6,5938160,5960208,187,46,166,-1.3873,0.91732,0.92284,0.82372
"FBgn0052278",3,3159286,3181767,279,44,166,-1.3876,0.91737,0.85198,0.92017
"FBgn0029765",6,5417517,5438217,236,62,166,-1.3879,0.91741,0.90719,0.84344
"FBgn0000964",1,19454267,19477758,287,38,166,-1.3885,0.91751,0.91714,0.84844
"FBgn0034467",2,19675614,19698078,484,79,166,-1.3892,0.91761,0.87436,0.83475
"FBgn0033778",2,12862787,12885012,517,79,166,-1.3903,0.91778,0.76121,0.95645
"FBgn0036698",3,17045613,17068533,228,42,166,-1.3905,0.91781,0.80296,0.93206
"FBgn0003545",2,17735500,17758078,633,83,166,-1.391,0.91788,0.92801,0.82004
"FBgn0024510",3,1779631,1805328,256,43,166,-1.392,0.91803,0.90226,0.84625
"FBgn0031381",1,1978290,1998940,559,56,166,-1.3921,0.91805,0.87695,0.87248
"FBgn0036374",3,13492707,13521541,241,44,166,-1.3928,0.91816,0.81668,0.94086
"FBgn0031947",1,7772865,7796061,648,51,166,-1.3937,0.91829,0.78736,0.97434
"FBgn0261627",1,8771799,8792500,569,55,166,-1.3948,0.91846,0.88846,0.85744
"FBgn0037252",4,4427387,4451328,146,47,166,-1.3953,0.91853,0.93864,0.81677
"FBgn0039067",4,23245070,23268087,414,57,166,-1.3954,0.91856,0.86072,0.89764
"FBgn0029963",6,7842481,7864244,131,42,166,-1.3958,0.91861,0.95037,0.80192
"FBgn0036832",3,18909224,18930319,469,49,166,-1.3962,0.91868,0.84212,0.90027
"FBgn0011227",2,12747133,12767529,364,44,166,-1.3963,0.91869,0.88078,0.89956
"FBgn0035409",3,3161614,3182545,254,41,166,-1.3965,0.91872,0.90019,0.88226
"FBgn0265605",2,16097440,16120017,532,80,166,-1.3969,0.91878,0.91346,0.84701
"FBgn0036831",3,18907581,18929259,476,51,166,-1.3969,0.91878,0.82503,0.91867
"FBgn0026397",1,1512697,1534257,483,40,166,-1.3971,0.91881,0.85274,0.94534
"FBgn0085224",2,17723238,17744483,701,82,166,-1.3989,0.91908,0.89497,0.85607
"FBgn0250836",3,7120874,7141505,461,53,166,-1.399,0.91909,0.85634,0.88096
"FBgn0036759",3,17828650,17851427,169,26,166,-1.4002,0.91927,0.97538,0.8232
"FBgn0026577",1,21211312,21242059,162,24,166,-1.4006,0.91933,0.97631,0.80691
"FBgn0000564",4,17436642,17458858,207,37,166,-1.4009,0.91938,0.83232,0.94074
"FBgn0028669",2,18898961,18921895,595,79,166,-1.4012,0.91943,0.82187,0.93334
"FBgn0028694",1,5048404,5069790,339,53,166,-1.4022,0.91958,0.8346,0.88738
"FBgn0264978",1,2478197,2502671,490,55,166,-1.4028,0.91966,0.9777,0.79604
"FBgn0052280",3,3155181,3179080,293,45,166,-1.4034,0.91976,0.85685,0.91812
"FBgn0022069",1,13353308,13376189,288,45,166,-1.4052,0.92002,0.91981,0.84532
"FBgn0026619",2,12743026,12766414,379,46,166,-1.406,0.92013,0.88962,0.89846
"FBgn0030824",6,17193112,17213925,372,56,166,-1.407,0.92029,0.8357,0.92446
"FBgn0030483",6,13391839,13412863,179,48,166,-1.4073,0.92033,0.90608,0.83207
"FBgn0029861",6,6285389,6308970,232,77,166,-1.4075,0.92037,0.83835,0.89054
"FBgn0002789",2,13236670,13258880,315,57,166,-1.4078,0.9204,0.95376,0.80083
"FBgn0036310",3,12768750,12791097,449,73,166,-1.4078,0.92041,0.87208,0.89704
"FBgn0032193",1,10199853,10220681,417,71,166,-1.4094,0.92064,0.86508,0.87641
"FBgn0063649",4,16144982,16181766,510,61,166,-1.4095,0.92066,0.8582,0.90849
"FBgn0002869",4,20493102,20513746,376,60,166,-1.4097,0.92068,0.83883,0.91328
"FBgn0030794",6,16793650,16815754,384,63,166,-1.4101,0.92075,0.94137,0.80666
"FBgn0036639",3,16546823,16567958,286,61,166,-1.4106,0.92082,0.97493,0.79462
"FBgn0037121",3,21718932,21739694,126,23,166,-1.4113,0.92093,0.8506,0.95097
"FBgn0087012",4,4602870,4643304,302,41,166,-1.4119,0.92101,0.88374,0.90173
"FBgn0032891",1,20822849,20845840,286,38,166,-1.4126,0.92111,0.8241,0.95328
"FBgn0067864",3,1788803,1812184,288,44,166,-1.4126,0.92111,0.87331,0.87807
"FBgn0030823",6,17190726,17212598,384,55,166,-1.4127,0.92113,0.86905,0.9007
"FBgn0011288",3,24064180,24309205,1232,35,166,-1.4129,0.92116,0.87318,0.87315
"FBgn0032935",1,21202322,21230572,130,21,166,-1.4135,0.92124,0.90374,0.87401
"FBgn0287423",3,13346376,13367223,483,64,166,-1.4135,0.92125,0.87113,0.85681
"FBgn0054031",3,23164446,23195750,141,32,166,-1.4144,0.92137,0.97743,0.78872
"FBgn0037514",4,7748122,7769677,289,39,166,-1.4147,0.92142,0.89793,0.87251
"FBgn0031410",1,2278503,2299416,352,40,166,-1.4148,0.92143,0.84871,0.91776
"FBgn0031785",1,6129382,6155010,627,74,166,-1.4149,0.92144,0.89725,0.84508
"FBgn0025709",2,9068721,9092374,466,66,166,-1.4165,0.92169,0.8753,0.88593
"FBgn0037123",3,21720725,21741550,135,25,166,-1.4172,0.92179,0.85423,0.94923
"FBgn0014417",1,8398888,8421868,324,42,166,-1.4176,0.92184,0.85848,0.90722
"FBgn0032499",1,13276777,13299556,465,67,166,-1.419,0.92205,0.79402,0.96036
"FBgn0030707",6,15911955,15934558,18,8,166,-1.419,0.92205,0.89422,0.90761
"FBgn0042132",6,19731224,19754335,329,52,166,-1.4209,0.92232,0.91736,0.84959
"FBgn0031033",6,19577348,19600170,267,43,166,-1.4216,0.92243,0.9448,0.84659
"FBgn0036677",3,16913914,16937434,470,60,166,-1.4234,0.9227,0.83339,0.95548
"FBgn0036353",3,13375946,13397907,586,70,166,-1.4244,0.92284,0.83409,0.90467
"FBgn0036248",3,12108257,12129789,434,52,166,-1.4253,0.92296,0.83487,0.96382
"FBgn0040385",6,2399365,2420901,292,71,166,-1.4264,0.92312,0.86733,0.89154
"FBgn0029152",3,21519959,21543713,95,18,166,-1.4266,0.92315,0.93366,0.82581
"FBgn0260452",1,6298819,6319475,519,84,166,-1.4271,0.92323,0.86101,0.88592
"FBgn0031693",1,5254001,5275899,483,61,166,-1.4287,0.92345,0.88504,0.86222
"FBgn0262487",6,17057304,17078523,310,29,166,-1.4288,0.92347,0.91615,0.88023
"FBgn0003462",3,11102281,11123740,601,59,166,-1.4293,0.92354,0.90867,0.83513
"FBgn0030973",6,18874513,18898860,382,65,166,-1.4293,0.92354,0.83005,0.93053
"FBgn0037129",3,21733248,21754269,104,22,166,-1.4294,0.92356,0.86818,0.93231
"FBgn0032770",1,19354375,19375470,392,42,166,-1.4296,0.92359,0.85212,0.92165
"FBgn0032069",1,8767661,8791252,687,58,166,-1.4307,0.92375,0.85554,0.89776
"FBgn0036829",3,18898260,18921182,397,48,166,-1.4315,0.92385,0.93382,0.82474
"FBgn0001084",1,8391476,8413280,424,53,166,-1.4326,0.92401,0.85129,0.90741
"FBgn0085317",4,22436763,22457263,463,56,166,-1.4351,0.92437,0.85101,0.9168
"FBgn0051626",1,21222495,21246733,126,21,166,-1.4352,0.92439,0.9829,0.81614
"FBgn0031467",1,2828411,2849547,716,82,166,-1.4355,0.92442,0.86822,0.89859
"FBgn0037125",3,21724099,21744788,131,23,166,-1.4358,0.92447,0.86362,0.9452
"FBgn0031681",1,5062170,5103592,943,76,166,-1.4359,0.92449,0.86224,0.88346
"FBgn0085261",2,12154909,12175812,504,70,166,-1.4361,0.92451,0.81038,0.95994
"FBgn0024920",1,2958293,2979638,250,44,166,-1.4366,0.92458,0.977,0.79638
"FBgn0002938",1,7367702,7394344,756,56,166,-1.4369,0.92462,0.93673,0.82872
"FBgn0029518",6,255724,277028,75,10,166,-1.4369,0.92463,0.94098,0.87078
"FBgn0259975",4,12263126,12283521,178,23,166,-1.4374,0.92469,0.92162,0.86609
"FBgn0052557",6,17842958,17866129,151,41,166,-1.4373,0.92469,0.8313,0.95896
"FBgn0034583",2,21060368,21082789,399,29,166,-1.4392,0.92496,0.89734,0.88191
"FBgn0032516",1,13375848,13397312,195,44,166,-1.4394,0.92499,0.85132,0.93123
"FBgn0266170",4,21352968,21375290,454,74,166,-1.44,0.92507,0.8194,0.92864
"FBgn0266171",4,21352968,21375290,454,74,166,-1.44,0.92507,0.8194,0.92864
"FBgn0030905",6,18248551,18269517,389,42,166,-1.4401,0.92509,0.88183,0.8958
"FBgn0013263",3,14737929,14771049,389,61,166,-1.4402,0.9251,0.8833,0.85813
"FBgn0036377",3,13506273,13529605,196,38,166,-1.4406,0.92515,0.80706,0.97405
"FBgn0263083",2,19020009,19040250,390,83,166,-1.4413,0.92524,0.85031,0.88688
"FBgn0037126",3,21727706,21748430,116,22,166,-1.4417,0.9253,0.8648,0.94415
"FBgn0263762",3,15040856,15061425,470,79,166,-1.4418,0.92532,0.89896,0.83763
"FBgn0011335",3,12106101,12128055,501,56,166,-1.4426,0.92544,0.84648,0.94427
"FBgn0010223",3,16652557,16677934,405,51,166,-1.4438,0.9256,0.91041,0.85919
"FBgn0031417",1,2360152,2381524,410,37,166,-1.4441,0.92564,0.89224,0.89937
"FBgn0036004",3,9467038,9496530,691,75,166,-1.4446,0.92572,0.78333,0.97109
"FBgn0032042",1,8402144,8425256,285,42,166,-1.4448,0.92574,0.81659,0.96648
"FBgn0261975",2,13954653,13975455,423,67,166,-1.445,0.92577,0.85975,0.9087
"FBgn0011648",1,3136056,3169643,787,72,166,-1.4451,0.92578,0.92365,0.86055
"FBgn0013305",2,12867094,12890230,525,73,166,-1.4452,0.9258,0.84029,0.91384
"FBgn0034499",2,20278371,20301945,262,31,166,-1.4457,0.92587,0.92882,0.87203
"FBgn0013563",3,14061892,14086123,779,76,166,-1.4461,0.92592,0.88483,0.88396
"FBgn0034483",2,20201585,20222619,515,73,166,-1.4462,0.92594,0.89152,0.86462
"FBgn0013301",1,14872101,14893721,358,50,166,-1.4488,0.92631,0.91042,0.88972
"FBgn0003655",6,6353418,6375708,132,58,166,-1.4488,0.92631,0.79679,0.96371
"FBgn0034455",2,19493068,19514594,737,105,166,-1.4497,0.92643,0.80462,0.92504
"FBgn0015872",2,11401203,11439645,675,53,166,-1.4498,0.92645,0.85084,0.93625
"FBgn0033942",2,14502559,14525211,518,61,166,-1.4503,0.92652,0.91567,0.86131
"FBgn0030573",6,14573677,14594616,156,45,166,-1.4507,0.92657,0.86471,0.90251
"FBgn0264543",1,6298377,6318751,530,87,166,-1.4512,0.92664,0.85799,0.90127
"FBgn0052072",3,11091875,11113030,516,60,166,-1.4512,0.92664,0.89417,0.87544
"FBgn0013300",1,14869050,14891652,383,51,166,-1.4516,0.9267,0.88718,0.90183
"FBgn0020497",1,8393573,8418853,413,51,166,-1.4524,0.9268,0.84802,0.9111
"FBgn0000038",3,4419349,4445993,545,67,166,-1.4537,0.92699,0.87724,0.89556
"FBgn0005677",1,16456512,16495998,849,114,166,-1.454,0.92702,0.79805,0.93522
"FBgn0032454",1,12698792,12722952,437,55,166,-1.455,0.92716,0.92376,0.88001
"FBgn0033354",2,8924576,8949789,818,104,166,-1.4554,0.92722,0.82558,0.93577
"FBgn0037094",3,21513186,21538163,110,19,166,-1.4556,0.92724,0.95008,0.83429
"FBgn0000581",2,11442043,11475270,827,83,166,-1.4558,0.92728,0.89121,0.87655
"FBgn0267648",4,21344445,21369768,523,77,166,-1.4583,0.92762,0.78899,0.95392
"FBgn0266178",4,21344445,21369768,523,77,166,-1.4583,0.92762,0.78899,0.95392
"FBgn0267649",4,21344445,21369768,523,77,166,-1.4583,0.92762,0.78899,0.95392
"FBgn0038888",4,21397445,21418324,444,68,166,-1.4593,0.92776,0.84154,0.9484
"FBgn0031627",1,4724592,4804044,1919,101,166,-1.4597,0.92781,0.81992,0.94131
"FBgn0035164",3,826667,847821,742,73,166,-1.4604,0.92791,0.94762,0.80437
"FBgn0035167",3,831451,853701,763,83,166,-1.461,0.92799,0.966,0.77777
"FBgn0037124",3,21722806,21743487,135,25,166,-1.4611,0.928,0.8714,0.94532
"FBgn0003275",4,5361795,5382397,146,35,166,-1.4618,0.9281,0.92711,0.85905
"FBgn0029722",6,4695309,4717504,308,64,166,-1.4619,0.92812,0.90933,0.88228
"FBgn0004427",3,1200717,1221196,411,48,166,-1.4626,0.92822,0.86778,0.91101
"FBgn0034225",2,17468158,17492118,479,91,166,-1.4627,0.92823,0.90927,0.85047
"FBgn0260755",3,824093,845515,780,75,166,-1.4633,0.92831,0.95327,0.79855
"FBgn0031409",1,2275163,2295926,425,42,166,-1.465,0.92854,0.86116,0.91703
"FBgn0000640",1,9416784,9437917,688,66,166,-1.466,0.92868,0.87587,0.91262
"FBgn0028514",1,15913395,15936287,281,47,166,-1.4661,0.92869,0.89575,0.88939
"FBgn0011741",6,15725774,15747120,150,42,166,-1.4672,0.92883,0.92865,0.85957
"FBgn0036278",3,12329116,12361544,882,97,166,-1.4676,0.92889,0.90812,0.84755
"FBgn0051681",1,2275925,2296873,407,41,166,-1.4689,0.92907,0.87021,0.90982
"FBgn0051092",4,25688727,25750465,1274,79,166,-1.4701,0.92923,0.85173,0.93787
"FBgn0031065",6,19725570,19750456,319,50,166,-1.4708,0.92933,0.94361,0.85176
"FBgn0031775",1,6057668,6078594,361,53,166,-1.4711,0.92937,0.86443,0.93283
"FBgn0262351",3,18915090,18936108,455,54,166,-1.4717,0.92945,0.86121,0.90717
"FBgn0051898",1,8390421,8411592,414,52,166,-1.4729,0.92961,0.86015,0.91182
"FBgn0033033",2,5666750,5701723,737,53,166,-1.4729,0.92961,0.86332,0.93115
"FBgn0264340",1,8472374,8493005,415,60,166,-1.4731,0.92964,0.85635,0.92985
"FBgn0288690",6,10000481,10024279,394,85,166,-1.4744,0.92982,0.80855,0.98215
"FBgn0085212",1,9880061,9900772,499,69,166,-1.475,0.9299,0.79897,0.99229
"FBgn0037122",3,21719675,21740454,131,24,166,-1.4761,0.93004,0.86301,0.95939
"FBgn0023510",6,1898920,1926825,79,20,166,-1.4768,0.93013,0.91687,0.90133
"FBgn0028848",1,13698215,13720583,497,82,166,-1.4771,0.93017,0.83047,0.94844
"FBgn0034076",2,16107109,16129149,569,69,166,-1.4775,0.93023,0.95393,0.84737
"FBgn0004510",4,26900775,26922886,304,32,166,-1.4776,0.93024,0.97828,0.82278
"FBgn0031440",1,2599994,2621283,486,69,166,-1.4781,0.9303,0.8499,0.91204
"FBgn0260756",3,825683,846770,740,74,166,-1.4782,0.93032,0.96346,0.79626
"FBgn0035423",3,3213341,3234650,185,31,166,-1.4783,0.93034,0.95247,0.84917
"FBgn0036443",3,14722589,14743517,354,58,166,-1.479,0.93042,0.90405,0.86438
"FBgn0038285",4,15068530,15089285,419,70,166,-1.4796,0.93052,0.87723,0.89646
"FBgn0000071",4,6752593,6775261,254,40,166,-1.4798,0.93054,0.86848,0.92479
"FBgn0030215",6,10555842,10576591,116,34,166,-1.4809,0.93069,0.85212,0.93122
"FBgn0026666",6,15724270,15745780,151,43,166,-1.4809,0.93069,0.92612,0.87101
"FBgn0266172",4,21352968,21375488,460,75,166,-1.4813,0.93074,0.82625,0.93659
"FBgn0262894",3,16294282,16314662,486,60,166,-1.4831,0.93098,0.95814,0.83085
"FBgn0032515",1,13372652,13395671,193,41,166,-1.4838,0.93107,0.87637,0.92299
"FBgn0032192",1,10197085,10219744,470,75,166,-1.4841,0.9311,0.84468,0.9224
"FBgn0036348",3,13339033,13364940,588,69,166,-1.484,0.9311,0.84094,0.93447
"FBgn0043539",1,1981381,2002160,569,56,166,-1.4849,0.93122,0.91859,0.87036
"FBgn0031127",6,20651917,20679669,212,25,166,-1.4852,0.93125,0.92093,0.8701
"FBgn0031304",1,1119316,1142411,485,73,166,-1.4861,0.93137,0.80601,0.95288
"FBgn0027550",1,10751116,10774971,397,53,166,-1.4871,0.9315,0.88769,0.90126
"FBgn0023531",6,1663110,1702768,214,21,166,-1.4872,0.93152,0.85638,0.95467
"FBgn0266918",3,3045908,3080839,447,50,166,-1.489,0.93175,0.89238,0.90004
"FBgn0035165",3,827861,849931,768,78,166,-1.4895,0.93182,0.96781,0.79356
"FBgn0040308",3,3032359,3054174,406,48,166,-1.4899,0.93187,0.90561,0.89804
"FBgn0052532",6,19521851,19557482,276,36,166,-1.4901,0.9319,0.91666,0.88181
"FBgn0030035",6,8394535,8417263,344,81,166,-1.4903,0.93193,0.84638,0.90954
"FBgn0029676",6,3779969,3802477,402,64,166,-1.4913,0.93206,0.83353,0.94645
"FBgn0050103",2,17483695,17505998,315,61,166,-1.4917,0.93211,0.83149,0.95992
"FBgn0035168",3,833926,861080,857,97,166,-1.4922,0.93218,0.95905,0.79878
"FBgn0288745",6,22226565,22247440,264,32,166,-1.4925,0.93222,0.87495,0.91713
"FBgn0028986",1,20826621,20847985,258,41,166,-1.4928,0.93226,0.85837,0.94546
"FBgn0259229",1,1209293,1239802,524,76,166,-1.4938,0.93238,0.86558,0.89505
"FBgn0259714",1,6367771,6421326,1199,98,166,-1.495,0.93254,0.89407,0.87061
"FBgn0031882",1,7020493,7042606,425,76,166,-1.4954,0.9326,0.86219,0.89319
"FBgn0031948",1,7776160,7800557,630,49,166,-1.4956,0.93262,0.80996,0.97715
"FBgn0283658",1,7416866,7440329,567,61,166,-1.4961,0.93268,0.85777,0.9413
"FBgn0036372",3,13473533,13496280,325,46,166,-1.4961,0.93269,0.87101,0.93388
"FBgn0032021",1,8311280,8335409,877,85,166,-1.4963,0.93271,0.91574,0.86459
"FBgn0259712",1,9915161,9940378,727,79,166,-1.4981,0.93295,0.92282,0.833
"FBgn0035390",3,3034113,3056812,438,50,166,-1.4994,0.93312,0.93072,0.88683
"FBgn0033371",2,9072395,9095717,438,58,166,-1.5044,0.93376,0.91567,0.88253
"FBgn0033247",2,7978462,8001283,305,40,166,-1.5046,0.93379,0.8749,0.94877
"FBgn0050197",2,14504030,14524992,488,59,166,-1.5056,0.93392,0.9145,0.88327
"FBgn0034272",2,17734101,17756005,642,85,166,-1.5067,0.93406,0.92141,0.85653
"FBgn0031331",1,1324128,1345514,503,56,166,-1.5071,0.93411,0.84788,0.95858
"FBgn0036134",3,11104169,11130783,710,71,166,-1.5082,0.93425,0.89888,0.8713
"FBgn0037282",4,4807980,4831432,175,38,166,-1.5087,0.93431,0.94496,0.86422
"FBgn0025642",6,1277290,1298945,89,15,166,-1.5093,0.93439,0.94685,0.8638
"FBgn0036128",3,11090675,11111698,506,60,166,-1.5098,0.93445,0.90892,0.88189
"FBgn0034380",2,18698152,18720865,609,73,166,-1.51,0.93448,0.85916,0.89878
"FBgn0038798",4,20494788,20516186,393,65,166,-1.5112,0.93463,0.84446,0.93823
"FBgn0029573",6,1359249,1380176,104,16,166,-1.5119,0.93471,0.94242,0.88303
"FBgn0036599",3,16292490,16313178,477,59,166,-1.5133,0.9349,0.94738,0.85007
"FBgn0066101",4,25731348,25773105,938,56,166,-1.5135,0.93492,0.84277,0.95708
"FBgn0032914",1,21081227,21104864,172,33,166,-1.5143,0.93502,0.87396,0.94965
"FBgn0033690",2,12167430,12188553,552,80,166,-1.5144,0.93504,0.88709,0.90543
"FBgn0035166",3,829980,851360,752,79,166,-1.5146,0.93506,0.96578,0.80039
"FBgn0035975",3,9324332,9348336,761,88,166,-1.5153,0.93515,0.84503,0.93193
"FBgn0030207",6,10467260,10488493,167,52,166,-1.5162,0.93526,0.9236,0.86976
"FBgn0033355",2,8930415,8951136,656,96,166,-1.5166,0.93531,0.92822,0.85551
"FBgn0287599",1,9538258,9575438,899,70,166,-1.5171,0.93538,0.81589,0.98045
"FBgn0034454",2,19487752,19510372,813,105,166,-1.5198,0.93571,0.82234,0.95398
"FBgn0032753",1,19061131,19084149,294,41,166,-1.5234,0.93617,0.91685,0.89516
"FBgn0036376",3,13503254,13526276,178,33,166,-1.5245,0.93631,0.84972,0.95515
"FBgn0040388",6,2434167,2480043,652,93,166,-1.5253,0.93641,0.87326,0.88917
"FBgn0041621",4,4246972,4268444,232,43,166,-1.5274,0.93666,0.92224,0.89811
"FBgn0032507",1,13349901,13371565,340,49,166,-1.5278,0.93671,0.89269,0.89634
"FBgn0038082",4,12729642,12751417,464,54,166,-1.528,0.93674,0.8857,0.88578
"FBgn0035964",3,9124560,9145916,314,69,166,-1.5285,0.9368,0.83231,0.98203
"FBgn0029957",6,7718755,7741729,262,72,166,-1.5288,0.93685,0.83033,0.96362
"FBgn0040950",1,6141969,6163701,434,66,166,-1.5293,0.93691,0.92638,0.87166
"FBgn0259219",2,13250101,13276336,391,64,166,-1.5298,0.93696,0.85434,0.92246
"FBgn0032153",1,9880885,9901336,486,66,166,-1.5302,0.93701,0.81534,0.9919
"FBgn0031032",6,19573617,19597057,277,41,166,-1.5305,0.93705,0.93146,0.89286
"FBgn0002775",3,7113213,7135533,441,47,166,-1.531,0.93711,0.88367,0.93482
"FBgn0035756",3,7256192,7322896,1543,160,166,-1.5318,0.93721,0.76873,0.96737
"FBgn0037313",4,5345092,5366748,145,33,166,-1.5335,0.93743,0.8819,0.91947
"FBgn0262794",4,17620717,17655262,699,87,166,-1.5337,0.93745,0.84962,0.94906
"FBgn0263113",2,17529322,17554353,401,63,166,-1.5341,0.9375,0.89267,0.90149
"FBgn0052036",3,9478050,9499233,552,84,166,-1.5343,0.93752,0.80428,0.97298
"FBgn0261266",1,11978735,11999882,182,39,166,-1.5351,0.93762,0.8574,0.94093
"FBgn0052681",6,10366651,10391352,293,34,166,-1.5372,0.93788,0.86555,0.93594
"FBgn0038151",4,13395109,13416998,370,63,166,-1.5388,0.93807,0.89611,0.90719
"FBgn0037127",3,21729479,21750309,113,23,166,-1.5389,0.93809,0.89181,0.9486
"FBgn0036828",3,18895372,18918974,395,47,166,-1.5392,0.93812,0.93615,0.85899
"FBgn0032178",1,10050816,10073925,693,88,166,-1.5397,0.93818,0.79489,0.94883
"FBgn0030793",6,16791929,16813344,399,64,166,-1.5404,0.93827,0.93941,0.84272
"FBgn0052756",6,5935682,5958353,205,44,166,-1.5413,0.93838,0.95746,0.84157
"FBgn0261015",4,8764286,8811176,639,47,166,-1.5415,0.9384,0.8403,0.97733
"FBgn0046874",4,8764286,8811176,639,47,166,-1.5415,0.9384,0.8403,0.97733
"FBgn0085468",2,13148666,13170190,435,71,166,-1.5416,0.93841,0.84279,0.93638
"FBgn0040228",1,14995733,15016607,433,71,166,-1.5437,0.93867,0.89928,0.8774
"FBgn0023167",2,12158731,12180003,583,79,166,-1.5445,0.93876,0.87904,0.92232
"FBgn0262528",3,15651867,15672279,350,53,166,-1.5444,0.93876,0.8627,0.94186
"FBgn0032593",1,16653454,16686701,464,45,166,-1.5456,0.93889,0.91234,0.89616
"FBgn0052602",6,14267735,14298161,420,55,166,-1.5455,0.93889,0.92942,0.86779
"FBgn0029898",6,6737544,6765752,202,43,166,-1.5463,0.93899,0.94706,0.84753
"FBgn0260632",1,17426830,17460364,545,66,166,-1.5467,0.93904,0.88073,0.90759
"FBgn0000212",3,15960082,15992869,385,62,166,-1.5475,0.93913,0.92372,0.90152
"FBgn0250746",4,5347012,5368364,142,31,166,-1.5479,0.93918,0.89027,0.91475
"FBgn0004242",1,2762327,2809979,989,94,166,-1.5487,0.93927,0.93784,0.85883
"FBgn0035969",3,9201880,9225256,535,87,166,-1.5487,0.93927,0.92498,0.88256
"FBgn0011818",1,2482955,2508846,626,65,166,-1.5493,0.93934,0.95897,0.85045
"FBgn0035909",3,8524977,8548013,544,82,166,-1.5521,0.93969,0.90503,0.87669
"FBgn0250789",3,1768485,1805328,381,51,166,-1.5523,0.93971,0.92792,0.89178
"FBgn0032536",1,13904725,13966188,1698,108,166,-1.5528,0.93976,0.94197,0.85098
"FBgn0053543",1,1987102,2016313,764,70,166,-1.553,0.93979,0.88297,0.92152
"FBgn0266000",6,4916664,4948105,340,80,166,-1.553,0.93979,0.87654,0.89265
"FBgn0288746",6,22231572,22252446,278,32,166,-1.5541,0.93992,0.88782,0.92612
"FBgn0004428",3,1202827,1223406,371,45,166,-1.5548,0.94,0.87875,0.92953
"FBgn0051867",1,11134579,11155417,558,64,166,-1.5551,0.94004,0.86146,0.94147
"FBgn0031773",1,6053562,6075953,358,57,166,-1.5562,0.94017,0.86265,0.96314
"FBgn0051438",4,21399123,21419924,455,67,166,-1.5568,0.94024,0.87694,0.93332
"FBgn0085279",3,17466222,17487103,293,45,166,-1.5578,0.94037,0.90667,0.8854
"FBgn0027106",6,6981612,7003612,232,21,166,-1.5593,0.94053,0.85254,0.91353
"FBgn0041180",1,19538507,19566451,384,38,166,-1.5611,0.94075,0.82958,0.97988
"FBgn0000018",1,10963443,10985293,389,60,166,-1.5612,0.94076,0.86722,0.90727
"FBgn0010387",3,7121863,7143463,515,61,166,-1.5615,0.9408,0.87798,0.91266
