ontology,GO_ID,GO_term_name,term_size
BP,GO:0001709,cell fate determination,12
BP,GO:0006152,purine nucleoside catabolic process,12
BP,GO:0006163,purine nucleotide metabolic process,12
BP,GO:0006555,methionine metabolic process,12
BP,GO:0006572,L-tyrosine catabolic process,12
BP,GO:0006611,protein export from nucleus,12
BP,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",12
BP,GO:0006829,zinc ion transport,12
BP,GO:0006995,cellular response to nitrogen starvation,12
BP,GO:0007020,microtubule nucleation,12
BP,GO:0007052,mitotic spindle organization,12
BP,GO:0007140,male meiotic nuclear division,12
BP,GO:0007389,pattern specification process,12
BP,GO:0009773,photosynthetic electron transport in photosystem I,12
BP,GO:0009785,blue light signaling pathway,12
BP,GO:0009959,negative gravitropism,12
BP,GO:0010104,regulation of ethylene-activated signaling pathway,12
BP,GO:0010208,pollen wall assembly,12
BP,GO:0015718,monocarboxylic acid transport,12
BP,GO:0016024,CDP-diacylglycerol biosynthetic process,12
BP,GO:0016125,sterol metabolic process,12
BP,GO:0016131,brassinosteroid metabolic process,12
BP,GO:0016554,cytidine to uridine editing,12
BP,GO:0019509,L-methionine salvage from methylthioadenosine,12
BP,GO:0019674,NAD+ metabolic process,12
BP,GO:0030388,"fructose 1,6-bisphosphate metabolic process",12
BP,GO:0030865,cortical cytoskeleton organization,12
BP,GO:0031122,cytoplasmic microtubule organization,12
BP,GO:0031204,"post-translational protein targeting to membrane, translocation",12
BP,GO:0032509,endosome transport via multivesicular body sorting pathway,12
BP,GO:0033014,tetrapyrrole biosynthetic process,12
BP,GO:0033320,UDP-D-xylose biosynthetic process,12
BP,GO:0034440,lipid oxidation,12
BP,GO:0040008,regulation of growth,12
BP,GO:0042138,meiotic DNA double-strand break formation,12
BP,GO:0043622,cortical microtubule organization,12
BP,GO:0045047,protein targeting to ER,12
BP,GO:0045165,cell fate commitment,12
BP,GO:0051156,glucose 6-phosphate metabolic process,12
BP,GO:0051607,defense response to virus,12
BP,GO:0061723,glycophagy,12
BP,GO:0098734,macromolecule depalmitoylation,12
BP,GO:1905039,carboxylic acid transmembrane transport,12
BP,GO:2000024,regulation of leaf development,12
BP,GO:0000027,ribosomal large subunit assembly,11
BP,GO:0006021,inositol biosynthetic process,11
BP,GO:0006354,DNA-templated transcription elongation,11
BP,GO:0006405,RNA export from nucleus,11
BP,GO:0006657,CDP-choline pathway,11
BP,GO:0006661,phosphatidylinositol biosynthetic process,11
BP,GO:0006672,ceramide metabolic process,11
BP,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,11
BP,GO:0006790,sulfur compound metabolic process,11
BP,GO:0006828,manganese ion transport,11
BP,GO:0006873,intracellular monoatomic ion homeostasis,11
BP,GO:0007019,microtubule depolymerization,11
BP,GO:0007035,vacuolar acidification,11
BP,GO:0007062,sister chromatid cohesion,11
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,11
BP,GO:0007163,establishment or maintenance of cell polarity,11
BP,GO:0008356,asymmetric cell division,11
BP,GO:0009051,"pentose-phosphate shunt, oxidative branch",11
BP,GO:0009088,threonine biosynthetic process,11
BP,GO:0009407,toxin catabolic process,11
BP,GO:0009435,NAD+ biosynthetic process,11
BP,GO:0009584,detection of visible light,11
BP,GO:0009753,response to jasmonic acid,11
BP,GO:0009826,unidimensional cell growth,11
BP,GO:0009845,seed germination,11
BP,GO:0010026,trichome differentiation,11
BP,GO:0010073,meristem maintenance,11
BP,GO:0010087,phloem or xylem histogenesis,11
BP,GO:0010960,magnesium ion homeostasis,11
BP,GO:0015969,guanosine tetraphosphate metabolic process,11
BP,GO:0017183,protein histidyl modification to diphthamide,11
BP,GO:0018216,peptidyl-arginine methylation,11
BP,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",11
BP,GO:0031120,snRNA pseudouridine synthesis,11
BP,GO:0031349,positive regulation of defense response,11
BP,GO:0032875,regulation of DNA endoreduplication,11
BP,GO:0034063,stress granule assembly,11
BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,11
BP,GO:0045332,phospholipid translocation,11
BP,GO:0046294,formaldehyde catabolic process,11
BP,GO:0046470,phosphatidylcholine metabolic process,11
BP,GO:0048527,lateral root development,11
BP,GO:0060255,regulation of macromolecule metabolic process,11
BP,GO:0070534,protein K63-linked ubiquitination,11
BP,GO:0070973,protein localization to endoplasmic reticulum exit site,11
BP,GO:0072344,rescue of stalled ribosome,11
BP,GO:0080143,regulation of amino acid export,11
BP,GO:0097352,autophagosome maturation,11
BP,GO:1902074,response to salt,11
BP,GO:0000105,L-histidine biosynthetic process,10
BP,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,10
BP,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",10
BP,GO:0000492,box C/D snoRNP assembly,10
BP,GO:0000712,resolution of meiotic recombination intermediates,10
BP,GO:0001678,intracellular glucose homeostasis,10
BP,GO:0001731,formation of translation preinitiation complex,10
BP,GO:0005982,starch metabolic process,10
BP,GO:0005986,sucrose biosynthetic process,10
BP,GO:0006011,UDP-alpha-D-glucose metabolic process,10
BP,GO:0006101,citrate metabolic process,10
BP,GO:0006107,oxaloacetate metabolic process,10
BP,GO:0006166,purine ribonucleoside salvage,10
BP,GO:0006183,GTP biosynthetic process,10
BP,GO:0006297,"nucleotide-excision repair, DNA gap filling",10
BP,GO:0006574,L-valine catabolic process,10
BP,GO:0006591,ornithine metabolic process,10
BP,GO:0006607,NLS-bearing protein import into nucleus,10
BP,GO:0006621,protein retention in ER lumen,10
BP,GO:0006656,phosphatidylcholine biosynthetic process,10
BP,GO:0006862,nucleotide transport,10
BP,GO:0009098,L-leucine biosynthetic process,10
BP,GO:0009099,L-valine biosynthetic process,10
BP,GO:0009143,nucleoside triphosphate catabolic process,10
BP,GO:0009228,thiamine biosynthetic process,10
BP,GO:0009298,GDP-mannose biosynthetic process,10
BP,GO:0009314,response to radiation,10
BP,GO:0009411,response to UV,10
BP,GO:0009644,response to high light intensity,10
BP,GO:0009688,abscisic acid biosynthetic process,10
BP,GO:0009693,ethylene biosynthetic process,10
BP,GO:0009695,jasmonic acid biosynthetic process,10
BP,GO:0009741,response to brassinosteroid,10
BP,GO:0010021,amylopectin biosynthetic process,10
BP,GO:0010105,negative regulation of ethylene-activated signaling pathway,10
BP,GO:0010167,response to nitrate,10
BP,GO:0010182,sugar mediated signaling pathway,10
BP,GO:0010193,response to ozone,10
BP,GO:0010215,cellulose microfibril organization,10
BP,GO:0010305,leaf vascular tissue pattern formation,10
BP,GO:0010506,regulation of autophagy,10
BP,GO:0015790,UDP-xylose transmembrane transport,10
BP,GO:0015867,ATP transport,10
BP,GO:0015908,fatty acid transport,10
BP,GO:0015936,coenzyme A metabolic process,10
BP,GO:0016556,mRNA modification,10
BP,GO:0019856,pyrimidine nucleobase biosynthetic process,10
BP,GO:0019915,lipid storage,10
BP,GO:0030833,regulation of actin filament polymerization,10
BP,GO:0033314,mitotic DNA replication checkpoint signaling,10
BP,GO:0034204,lipid translocation,10
BP,GO:0035825,homologous recombination,10
BP,GO:0036444,calcium import into the mitochondrion,10
BP,GO:0042450,L-arginine biosynthetic process via ornithine,10
BP,GO:0042752,regulation of circadian rhythm,10
BP,GO:0042773,ATP synthesis coupled electron transport,10
BP,GO:0042853,L-alanine catabolic process,10
BP,GO:0044205,'de novo' UMP biosynthetic process,10
BP,GO:0044210,'de novo' CTP biosynthetic process,10
BP,GO:0048316,seed development,10
BP,GO:0051014,actin filament severing,10
BP,GO:0070483,detection of hypoxia,10
BP,GO:0071816,tail-anchored membrane protein insertion into ER membrane,10
BP,GO:0072699,protein localization to cortical microtubule cytoskeleton,10
BP,GO:0080156,mitochondrial mRNA modification,10
BP,GO:0080162,endoplasmic reticulum to cytosol auxin transport,10
BP,GO:0098754,detoxification,10
BP,GO:0098838,folate transmembrane transport,10
BP,GO:0001682,tRNA 5'-leader removal,9
BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",9
BP,GO:0006121,"mitochondrial electron transport, succinate to ubiquinone",9
BP,GO:0006283,transcription-coupled nucleotide-excision repair,9
BP,GO:0006312,mitotic recombination,9
BP,GO:0006335,DNA replication-dependent chromatin assembly,9
BP,GO:0006450,regulation of translational fidelity,9
BP,GO:0006659,phosphatidylserine biosynthetic process,9
BP,GO:0006825,copper ion transport,9
BP,GO:0007032,endosome organization,9
BP,GO:0007129,homologous chromosome pairing at meiosis,9
BP,GO:0007219,Notch signaling pathway,9
BP,GO:0008283,cell population proliferation,9
BP,GO:0008285,negative regulation of cell population proliferation,9
BP,GO:0009245,lipid A biosynthetic process,9
BP,GO:0009247,glycolipid biosynthetic process,9
BP,GO:0009396,folic acid-containing compound biosynthetic process,9
BP,GO:0009415,response to water,9
BP,GO:0009553,embryo sac development,9
BP,GO:0009556,microsporogenesis,9
BP,GO:0009620,response to fungus,9
BP,GO:0009627,systemic acquired resistance,9
BP,GO:0009646,response to absence of light,9
BP,GO:0009648,photoperiodism,9
BP,GO:0009685,gibberellin metabolic process,9
BP,GO:0009800,cinnamic acid biosynthetic process,9
BP,GO:0009850,auxin metabolic process,9
BP,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",9
BP,GO:0010044,response to aluminum ion,9
BP,GO:0010099,regulation of photomorphogenesis,9
BP,GO:0015996,chlorophyll catabolic process,9
BP,GO:0016558,protein import into peroxisome matrix,9
BP,GO:0016973,poly(A)+ mRNA export from nucleus,9
BP,GO:0019240,citrulline biosynthetic process,9
BP,GO:0019375,galactolipid biosynthetic process,9
BP,GO:0019464,glycine decarboxylation via glycine cleavage system,9
BP,GO:0019538,protein metabolic process,9
BP,GO:0019748,secondary metabolic process,9
BP,GO:0030418,nicotianamine biosynthetic process,9
BP,GO:0031222,arabinan catabolic process,9
BP,GO:0031640,killing of cells of another organism,9
BP,GO:0032012,regulation of ARF protein signal transduction,9
BP,GO:0032786,"positive regulation of DNA-templated transcription, elongation",9
BP,GO:0033356,UDP-L-arabinose metabolic process,9
BP,GO:0033619,membrane protein proteolysis,9
BP,GO:0035435,phosphate ion transmembrane transport,9
BP,GO:0035436,triose phosphate transmembrane transport,9
BP,GO:0035821,modulation of process of another organism,9
BP,GO:0042797,tRNA transcription by RNA polymerase III,9
BP,GO:0043248,proteasome assembly,9
BP,GO:0044804,nucleophagy,9
BP,GO:0045040,protein insertion into mitochondrial outer membrane,9
BP,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,9
BP,GO:0045740,positive regulation of DNA replication,9
BP,GO:0046373,L-arabinose metabolic process,9
BP,GO:0046486,glycerolipid metabolic process,9
BP,GO:0046621,negative regulation of organ growth,9
BP,GO:0046654,tetrahydrofolate biosynthetic process,9
BP,GO:0048573,"photoperiodism, flowering",9
BP,GO:0051258,protein polymerization,9
BP,GO:0051302,regulation of cell division,9
BP,GO:0051762,sesquiterpene biosynthetic process,9
BP,GO:0052324,plant-type cell wall cellulose biosynthetic process,9
BP,GO:0060236,regulation of mitotic spindle organization,9
BP,GO:0070192,chromosome organization involved in meiotic cell cycle,9
BP,GO:0080119,ER body organization,9
BP,GO:0090114,COPII-coated vesicle budding,9
BP,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,9
BP,GO:0098719,sodium ion import across plasma membrane,9
BP,GO:0000041,transition metal ion transport,8
BP,GO:0000056,ribosomal small subunit export from nucleus,8
BP,GO:0000244,spliceosomal tri-snRNP complex assembly,8
BP,GO:0000375,"RNA splicing, via transesterification reactions",8
BP,GO:0000455,enzyme-directed rRNA pseudouridine synthesis,8
BP,GO:0001172,RNA-templated transcription,8
BP,GO:0006013,mannose metabolic process,8
BP,GO:0006228,UTP biosynthetic process,8
BP,GO:0006308,DNA catabolic process,8
BP,GO:0006541,glutamine metabolic process,8
BP,GO:0007097,nuclear migration,8
BP,GO:0007143,female meiotic nuclear division,8
BP,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,8
BP,GO:0009094,L-phenylalanine biosynthetic process,8
BP,GO:0009102,biotin biosynthetic process,8
BP,GO:0009251,glucan catabolic process,8
BP,GO:0009615,response to virus,8
BP,GO:0009638,phototropism,8
BP,GO:0010019,chloroplast-nucleus signaling pathway,8
BP,GO:0010089,xylem development,8
BP,GO:0010119,regulation of stomatal movement,8
BP,GO:0010154,fruit development,8
BP,GO:0010206,photosystem II repair,8
BP,GO:0010224,response to UV-B,8
BP,GO:0010332,response to gamma radiation,8
BP,GO:0010405,arabinogalactan protein metabolic process,8
BP,GO:0010492,maintenance of shoot apical meristem identity,8
BP,GO:0015780,nucleotide-sugar transmembrane transport,8
BP,GO:0015833,peptide transport,8
BP,GO:0015866,ADP transport,8
BP,GO:0016559,peroxisome fission,8
BP,GO:0016560,"protein import into peroxisome matrix, docking",8
BP,GO:0019363,pyridine nucleotide biosynthetic process,8
BP,GO:0019563,glycerol catabolic process,8
BP,GO:0031573,mitotic intra-S DNA damage checkpoint signaling,8
BP,GO:0031929,TOR signaling,8
BP,GO:0031930,mitochondria-nucleus signaling pathway,8
BP,GO:0032147,activation of protein kinase activity,8
BP,GO:0032469,endoplasmic reticulum calcium ion homeostasis,8
BP,GO:0032544,plastid translation,8
BP,GO:0032784,regulation of DNA-templated transcription elongation,8
BP,GO:0033481,galacturonate biosynthetic process,8
BP,GO:0033499,"galactose catabolic process via UDP-galactose, Leloir pathway",8
BP,GO:0034244,negative regulation of transcription elongation by RNA polymerase II,8
BP,GO:0042176,regulation of protein catabolic process,8
BP,GO:0042372,phylloquinone biosynthetic process,8
BP,GO:0043001,Golgi to plasma membrane protein transport,8
BP,GO:0044209,AMP salvage,8
BP,GO:0046907,intracellular transport,8
BP,GO:0048015,phosphatidylinositol-mediated signaling,8
BP,GO:0048443,stamen development,8
BP,GO:0048507,meristem development,8
BP,GO:0048829,root cap development,8
BP,GO:0051231,spindle elongation,8
BP,GO:0051252,regulation of RNA metabolic process,8
BP,GO:0051260,protein homooligomerization,8
BP,GO:0051276,chromosome organization,8
BP,GO:0051923,sulfation,8
BP,GO:0055070,copper ion homeostasis,8
BP,GO:0055088,lipid homeostasis,8
BP,GO:0061709,reticulophagy,8
BP,GO:0070828,heterochromatin organization,8
BP,GO:0071423,malate transmembrane transport,8
BP,GO:0071472,cellular response to salt stress,8
BP,GO:0072318,clathrin coat disassembly,8
BP,GO:1900034,regulation of cellular response to heat,8
BP,GO:1901701,cellular response to oxygen-containing compound,8
BP,GO:2000067,regulation of root morphogenesis,8
BP,GO:2000142,regulation of DNA-templated transcription initiation,8
BP,GO:0000055,ribosomal large subunit export from nucleus,7
BP,GO:0000076,DNA replication checkpoint signaling,7
BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,7
BP,GO:0000338,protein deneddylation,7
BP,GO:0000902,cell morphogenesis,7
BP,GO:0000965,mitochondrial RNA 3'-end processing,7
BP,GO:0005996,monosaccharide metabolic process,7
BP,GO:0006007,glucose catabolic process,7
BP,GO:0006072,glycerol-3-phosphate metabolic process,7
BP,GO:0006081,aldehyde metabolic process,7
BP,GO:0006085,acetyl-CoA biosynthetic process,7
BP,GO:0006144,purine nucleobase metabolic process,7
BP,GO:0006225,UDP biosynthetic process,7
BP,GO:0006362,transcription elongation by RNA polymerase I,7
BP,GO:0006370,7-methylguanosine mRNA capping,7
BP,GO:0006474,N-terminal protein amino acid acetylation,7
BP,GO:0006538,L-glutamate catabolic process,7
BP,GO:0006542,glutamine biosynthetic process,7
BP,GO:0006597,spermine biosynthetic process,7
BP,GO:0006598,polyamine catabolic process,7
BP,GO:0006750,glutathione biosynthetic process,7
BP,GO:0006788,heme oxidation,7
BP,GO:0007051,spindle organization,7
BP,GO:0007142,male meiosis II,7
BP,GO:0008361,regulation of cell size,7
BP,GO:0009072,aromatic amino acid metabolic process,7
BP,GO:0009225,nucleotide-sugar metabolic process,7
BP,GO:0009229,thiamine diphosphate biosynthetic process,7
BP,GO:0009306,protein secretion,7
BP,GO:0009630,gravitropism,7
BP,GO:0009807,lignan biosynthetic process,7
BP,GO:0009835,fruit ripening,7
BP,GO:0009944,polarity specification of adaxial/abaxial axis,7
