Pathway_name,Pathyway_ID,Gene_ID
,,AT1G70820
,,AT1G70730
,,AT1G23190
,,HXK1
,,HXK2
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G62573
,,AT1G47845
L-alanine biosynthesis II,ALANINE-SYN2-PWY,AOAT2
,,AOAT4
,,AOAT1
,,TAA1
,,AT1G72330
,,AT1G17300
choline biosynthesis II,PWY-3542,AT1G43710
allantoin degradation to ureidoglycolate II (ammonia producing),PWY-5698,AT4G04955
,,AtAAH
,,UGlyAH
farnesylcysteine salvage pathway,PWY-6577,FCLY
,,AT2G22650
,,AT5G58560
glycine degradation,PWY0-1608,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
,,AT2G35120
,,AT2G35370
,,AT4G33010
,,AT1G32470
,,AT1G11860
,,AT4G11640
superpathway of glyoxylate cycle and fatty acid degradation,PWY-561,AT3G05970
,,AT5G27600
,,AT4G16800
,,AT3G06860
,,AT3G15290
,,AIM1
,,KAT2
,,AACT2
,,AACT1
,,KAT1
,,KAT5
,,ACX1
,,AT5G65110
,,AT1G06290
,,AT3G51840
,,AT3G06690
,,AT1G06310
,,ACX5
,,MLS
,,AT3G21720
,,AT2G42790
,,AT3G58750
,,AT2G44350
,,AT3G58740
,,AT3G60100
,,AT2G11270
,,AT5G54950
,,ACO3
,,ACO2
,,ACO1
,,FUM2
,,AT2G47510
,,PCK1
,,AT5G65690
,,AT3G04530
,,NAD-ME1
,,NAD-ME2
,,PMDH2
,,pNAD-MDH
,,mMDH2
,,PMDH1
,,mMDH1
,,c-NAD-MDH3
,,c-NAD-MDH1
,,AT5G43330
,,AT3G53910
,,SDH8
,,SDH7A
,,SDH6
,,SDH5
,,SDH4
,,SDH3-2
,,SDH2-2
,,SDH1-1
,,AT5G62575
,,SDH1-2
,,SDH2-1
,,SDH3-1
,,SDH2-3
luteolin glycosides biosynthesis,PWY-6239,UGT89C1
,,UGT73B1
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,PWY-6147,HPPK/DHPS2
,,AT4G30000
,,AT2G19180
,,AT3G11750
,,AT5G62980
,,AT3G21730
,,AT1G68760
,,AT3G07270
L-methionine biosynthesis II,PWY-702,HSK
,,AT4G35295
,,AT3G01120
,,AT5G20980
,,AT5G17920
,,AT3G03780
,,AT4G23600
,,AT3G57050
,,AT4G23590
,,AT2G20610
,,AT3G20390
phosphatidylethanolamine biosynthesis II,PWY4FS-6,AT2G26830
,,AT2G38670
,,ATAAPT2
,,AT1G13560
,,AT1G43710
indole-3-acetate biosynthesis II,PWY-581,TAA1
,,TAR1
,,TAR2
,,AT1G80360
,,NIT4
,,AT1G08980
,,NIT1
,,NIT2
,,NIT3
,,AT1G58265
,,CYP79B3
,,CYP79B2
,,YUC2
,,YUC1
,,YUC6
,,YUC5
,,YUC8
,,YUC7
,,YUC3
,,AT5G11320
,,AT1G48910
,,AT1G21430
,,AT1G04180
,,AT5G42590
,,AT5G24960
,,AT5G24950
,,AT4G20240
,,AT4G20235
,,AT4G13310
,,AT4G13290
,,AT3G48320
,,AT3G48310
,,AT3G48300
,,AT3G48290
,,AT3G48280
,,AT3G48270
,,AT2G30750
,,AT1G11610
,,CYP71A13
S-adenosyl-L-methionine biosynthesis,SAM-PWY,SAM-1
,,AT4G01850
,,AT3G17390
,,AT2G36880
luteolinidin 5-O-glucoside biosynthesis,PWY-7252,UGT88A1
"(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II",PWY-6007,AT4G15340
,,AT5G42580
,,AT4G15360
,,AT4G15330
,,AT3G32047
,,AT3G20130
,,AT3G20110
,,AT3G20090
,,AT2G14100
,,AT1G28430
methylglyoxal degradation IX,PWY-8458,AT4G34020
,,AT3G54600
,,AT3G14990
,,AT2G38860
,,AT1G53280
mannitol biosynthesis,PWY-3881,AT2G21250
,,AT2G21260
,,AT1G67070
,,AT3G02570
trehalose biosynthesis I,TRESYN-PWY,TPS1
,,TPS3
,,TPS2
,,TPS4
,,TPS11
,,TPS10
,,TPS9
,,AT4G17770
,,AT1G70290
,,AT1G06410
,,TPS6
,,TPPB
,,TPPA
,,AT5G65140
,,AT5G10100
,,AT4G39770
,,AT4G22590
,,AT4G12430
,,AT2G22190
,,AT1G35910
,,AT1G22210
formaldehyde oxidation II (glutathione-dependent),PWY-1801,AT2G41530
,,AT5G43940
4-aminobutanoate degradation IV,PWY-6473,POP2
,,AT1G79440
,,AT5G63620
,,AT3G25530
,,AT2G04137
thiazole component of thiamine diphosphate biosynthesis III,PWY-6909,AT4G30720
,,THI1
UDP-β-L-arabinose biosynthesis II (from β-L-arabinose),PWY-82,AT5G52560
,,ARA1
,,AT3G42850
selenate reduction,PWY-6932,APS1
L-ornithine biosynthesis I,GLUTORN-PWY,AT5G67430
,,AT4G37670
,,AT2G37500
,,AT2G22910
,,AT2G22905
,,AT1G60000
,,AT3G57560
,,AT2G19940
,,AT1G80600
,,AT4G17830
triacylglycerol degradation,LIPAS-PWY,AT1G06800
,,AT1G05800
,,AT1G51440
,,AT2G30550
,,AT2G31690
,,AT5G04040
,,AT2G15230
,,AT4G16820
,,AT5G67050
,,AT5G42930
,,AT1G30370
,,AT1G61850
,,AT5G37710
,,AT4G16070
,,AT4G00500
,,AT3G49050
,,AT3G14075
,,AT2G42450
,,AT1G05790
,,AT5G43590
,,AT5G38360
,,AT5G11650
,,AT4G37060
,,AT4G37050
,,AT4G36610
,,AT4G29800
,,AT4G19420
,,AT4G18550
,,AT4G17150
,,AT4G09900
,,AT3G63200
,,AT3G54950
,,AT3G44510
,,AT2G39220
,,AT2G31100
,,AT2G26560
,,AT2G18360
,,AT1G78210
,,AT1G76980
,,AT1G33990
,,AT1G21390
,,AT1G18360
,,AT1G08310
,,AT1G06250
,,AtPLA IVA
inosine-5'-phosphate biosynthesis II,PWY-6124,AT2G37690
,,AT2G05140
,,AT3G21110
,,AT4G18440
,,AT1G36280
,,AT2G35040
gibberellin inactivation I (2β-hydroxylation),PWY-102,AT5G58660
,,AT3G47190
,,AT3G46500
,,AT3G21420
,,AT3G11150
,,AT2G38500
,,AT1G14130
,,GA20ox3
,,GA20ox1
,,GA2ox1
,,GA2ox4
,,GA2ox6
,,GA2ox3
,,GA2ox2
,,GA2ox7
,,GA2ox8
L-tryptophan degradation VI (via tryptamine),PWY-3181,AO1
,,AAO3
,,AT1G50780
,,AT1G02590
,,AAO4
,,AT3G43600
L-glutamine biosynthesis I,GLNSYN-PWY,GLN1;5
,,GLN1;4
,,GLN1;3
,,GLN1;2
,,GLN1;1
,,GLN2
salidroside biosynthesis,PWY-6802,AT5G14860
,,AT2G16890
,,TYRDC1
,,AT2G20340
jasmonic acid biosynthesis,PWY-735,AT1G13280
,,AT3G25760
,,AT3G25780
,,AT3G25770
,,OPR3
,,AT1G76690
,,AT1G18020
,,AT1G17990
,,AT1G09400
,,CYP74A1
,,HPL1
,,LOX2
,,LOX3
,,LOX4
,,LOX6
,,OPCL1
,,AIM1
,,KAT2
,,ACX5
,,ACX1
"(7Z,10Z,13Z)-hexadecatrienoate biosynthesis",PWY-7590,fad5
,,AT3G15870
,,fad8
,,fad7
,,fad3
,,AT4G14890
glycolysis I (from glucose 6-phosphate),GLYCOLYSIS,PKp2
,,PKp3
,,PKp1
,,AT5G63680
,,AT5G56350
,,AT5G08570
,,AT4G26390
,,AT3G55810
,,AT3G55650
,,AT3G52990
,,AT3G49160
,,AT3G25960
,,AT3G04050
,,AT2G36580
,,AT1G74030
,,AT2G36530
,,AT2G29560
,,AT4G09520
,,AT3G30841
,,AT3G08590
,,AT1G09780
,,PGK
,,AT3G12780
,,AT1G56190
,,GapCp-2
,,GapCp-1
,,AT1G13440
,,AT2G21170
,,AT3G55440
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,AT4G26270
,,AT4G32840
,,AT4G29220
,,AT5G61580
,,AT5G56630
,,AT5G47810
,,AT4G27600
,,AT2G22480
,,AT1G19600
,,AT1G06730
,,PGI1
,,AT5G42740
,,FINS1
,,HCEF1
,,AT5G64380
,,AT3G05170
,,AT1G08940
,,AT5G62840
,,AT3G26780
,,AT1G78050
,,AT1G22170
pentose phosphate pathway (non-oxidative branch) I,NONOXIPENT-PWY,AT5G13420
,,AT1G12230
,,AT3G60750
,,AT2G45290
,,AT5G61410
,,AT3G01850
,,AT1G63290
,,AT2G01290
,,AT5G44520
,,AT3G04880
,,AT3G04790
,,AT1G71100
neurosporene biosynthesis,PWY-6287,ZDS
,,PDS
,,PSY
phosphate acquisition,PWY-6348,AT5G24770
,,AT4G13700
,,PAP26
,,PAP12
,,AT3G17790
,,AT2G01890
,,AT2G01880
,,AT1G14700
,,AT5G51260
,,AT5G50400
,,AT5G44020
,,AT5G24780
,,AT5G08260
,,AT4G36350
,,AT4G29270
,,AT4G29260
,,AT4G25150
,,AT4G24890
,,AT3G52820
,,AT3G52810
,,AT3G52780
,,AT3G46120
,,AT3G20500
,,AT3G07130
,,AT3G05170
,,AT2G38600
,,AT2G32770
,,AT2G18130
,,AT2G16430
,,AT1G56360
,,AT1G54780
,,AT1G52940
,,AT1G25230
,,AT1G08940
,,AT1G04040
tetrahydrofolate biosynthesis II,PWY-3742,AT3G07270
,,AT1G68760
,,AT3G11750
,,AT5G62980
,,AT3G21730
,,HPPK/DHPS2
,,AT4G30000
,,AT2G19180
,,AT5G65400
,,AT4G24380
,,AT2G21550
,,AT2G16370
,,AT4G34570
,,ADCS
,,ADCL
,,AT3G54970
,,AT5G05980
,,AT3G55630
,,AT3G10160
,,DFA
,,AT1G50480
,,AT2G12280
,,AT2G12200
,,AT4G00620
,,AT4G00600
,,AT3G12290
,,AT2G38660
phosphatidylcholine biosynthesis III,PWY4FS-3,AT3G18000
,,AT5G14430
,,AT5G06050
,,AT5G04060
,,AT1G73600
,,AT1G48600
,,AT1G04430
,,PLMT
superpathway of pantothenate and coenzymeA biosynthesis,PWY-4221ARA,AtCoaD
,,AtCoaE
,,AtCoaC
,,AT1G48605
,,ATCoaB
,,AT5G02080
,,PANC
,,AT5G34780
,,PANB2
,,PANB1
,,AT4G32180
,,AtCoaA
,,AT4G35360
,,AT2G17340
,,AT2G17320
NAD de novo biosynthesis I,PYRIDNUCSYN-PWY,AT5G55810
,,AT1G55090
,,AT2G01350
,,AT5G50210
,,AT5G14760
L-arginine degradation I (arginase pathway),ARGASEDEG-PWY,ARGAH1
,,ARGAH2
,,δ-OAT
,,AT5G62530
D-serine degradation,PWY0-1535,AT4G11640
,,AT3G20390
4-aminobenzoate biosynthesis I,PWY-6543,ADCS
,,ADCL
,,AT3G54970
lanosterol biosynthesis,PWY-6132,LAS1
geranyl diphosphate biosynthesis,PWY-5122,GPPS
,,FPS1
,,FPS2
,,AT4G38460
,,AT3G14530
,,AT3G14510
,,GGPS6
,,AT2G18620
,,GGPS4
,,GGPS2
,,GGPS3
,,AT3G20160
,,AT3G29430
,,AT3G32040
,,GGPS1
phosphopantothenate biosynthesis I,PANTO-PWY,PANC
,,AT5G34780
,,PANB2
,,PANB1
,,AT4G32180
,,AtCoaA
,,AT4G35360
,,AT2G17340
,,AT2G17320
glycolate and glyoxylate degradation II,GLYOXDEG-PWY,MLS
,,GDH
UDP-α-D-xylose biosynthesis,PWY-4821,AT2G47650
,,AT3G46440
,,UXS3
,,AT3G62830
,,UXS1
,,AT2G28760
,,AT2G28755
,,AT1G08200
,,AXS1
,,AT5G39320
,,AT5G15490
,,AT3G29360
,,AT3G01010
,,AT1G26570
chrysoeriol biosynthesis,PWY-6232,AT4G26220
,,AT5G37170
superpathway of guanosine nucleotides degradation (plants),PWY-6595,AT5G28050
,,AT3G05300
,,AT1G72880
,,AT1G75210
,,AT2G23890
,,AT2G38680
,,AT4G14930
,,AT4G29260
,,AT5G48960
,,NSH3
,,URH1
,,AT5G18870
,,AT5G18890
,,AT4G34890
,,AT4G37500
,,AT4G34900
,,AT4G31196
,,AT4G02180
,,AT3G04390
L-leucine biosynthesis,LEUSYN-PWY,AT1G80555
,,AT1G68490
,,AtIMD3
,,AtIMD2
,,AtIMD1
,,Atbact-5
,,Atbcat-2
,,Atbcat-3
,,AT5G27410
,,AT3G05190
,,AT1G50110
,,AT1G50090
,,AT3G19710
,,IPMS2
,,IPMS1
,,AT3G58990
,,AT2G43100
,,AT4G13430
,,AT2G43090
"L-ascorbate biosynthesis II (plants, L-gulose pathway)",PWY4FS-11,GME
,,AT3G47930
,,AT5G11540
,,AT2G46740
nonaprenyl diphosphate biosynthesis I,PWY-5805,SPS1
,,SPS2
,,AT1G36623
"phospholipid remodeling (phosphatidate, yeast)",PWY-7417,AT1G64670
,,AT1G75020
,,AT1G80950
,,AT3G18850
,,AT3G47170
,,AT4G24160
,,AT5G23110
,,AT1G51260
,,AT3G57650
,,ATS2
NAD salvage (plants),PWY-5381,AT5G45940
,,AT5G47240
,,AT5G20070
,,AT2G33980
,,AT2G04440
,,AT2G04430
,,AT2G01670
,,AT1G73540
,,AT1G28960
,,AT1G18300
,,AT1G14860
,,AT2G04450
,,NUDT7
,,NUDT10
,,NUDX2
,,AT1G68760
,,AtNIC1
,,AT5G23220
,,AT1G08980
,,AT5G23230
,,AT4G36940
,,AT2G23420
,,AT5G55810
,,AT1G55090
L-asparagine degradation III (mammalian),ASPARAGINE-DEG1-PWY-1,AT5G61540
,,NIT4
,,AT3G16150
,,AT5G08100
,,AT4G00590
,,PDX2
,,ASP1
,,ASP5
,,ASP2
,,ACS10
,,ACS12
,,AT5G11520
,,AT1G62800
,,AT2G22250
,,TAA1
anthocyanidin modification (Arabidopsis),PWY-7450,UGT78D3
,,AT2G18560
,,AT2G18570
,,AT4G36770
,,AT5G17040
,,UGT78D2
,,AT5G54060
,,AT5G54010
,,AT5G53990
,,AT4G27570
,,AT4G27560
,,AT4G09500
,,AT3G29630
,,AT2G22930
,,AT1G64920
,,AT1G64910
,,AT1G50580
,,AT1G03940
,,AT1G03495
,,AT4G14090
,,AT3G29590
,,AT2G23000
thalianol and derivatives biosynthesis,PWY-5992,THAS1
,,THAD
,,AT4G15380
,,AT4G15350
,,AT3G20960
,,AT3G20950
,,AT3G20940
,,AT3G20935
,,AT3G20140
,,AT3G20120
,,AT3G20110
,,AT3G20100
,,AT3G20090
,,AT3G20080
,,AT2G27010
,,AT2G27000
,,AT2G05180
,,AT1G50560
,,AT1G50520
,,THAH
,,AT4G15396
,,AT4G15393
,,AT4G15310
,,AT4G15300
,,AT3G44970
,,AT3G30290
,,AT1G78490
,,AT1G65670
anthocyanin biosynthesis (pelargonidin 3-O-glucoside),PWY-7267,AT4G22880
,,UGT78D2
dTMP de novo biosynthesis (mitochondrial),PWY66-385,AT5G65400
,,AT4G24380
,,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
,,AT4G34570
,,AT2G21550
,,AT2G16370
α-linolenate metabolites biosynthesis,PWY-8398,LOX1
,,LOX5
,,LOX2
,,LOX3
,,LOX4
,,LOX6
CDP-diacylglycerol biosynthesis IV,PWYQT-4482,ATS2
,,ATCG01010
,,AT3G47630
,,CDS5
,,CDS4
,,ATS1
,,pgps1
nitric oxide biosynthesis II (mammals),PWY-4983,AT3G47450
,,AT4G24830
,,AT5G10920
γ-glutamyl cycle (plant pathway),PWYQT-4470,AT5G37830
,,AT4G23100
,,AT5G27380
superpathway of fatty acid biosynthesis II (plant),PWY-5156,AT2G30200
,,AT1G62640
,,AT5G15530
,,AT3G15690
,,AT1G52670
,,AT2G38040
,,ATCG00130
,,AT5G16240
,,AT5G16230
,,AT3G02630
,,AT3G02620
,,AT3G02610
,,AT1G43800
,,FAB2
,,AT4G13050
,,AT2G04540
,,KASII
,,AT5G46290
,,AT1G07440
,,AT1G10310
,,AT1G62610
,,AT1G63380
,,AT2G17845
,,AT3G46170
,,AT3G55290
,,AT3G55310
,,AT1G24360
,,AT2G05990
,,AT5G64250
,,AT1G66550
,,AT1G68280
,,AT1G68260
,,AT1G35250
,,AT1G35290
,,AT1G08510
,,AT3G25110
,,AT5G10160
,,AT5G60335
,,AT2G22230
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT5G27600
,,AT3G05970
,,AT4G14890
superpathway of polyamine biosynthesis II,POLYAMINSYN3-PWY,SPDS2
,,SPDS1
,,SAMDC
,,AT5G18930
,,AT5G15950
,,AT3G25570
,,AT3G17717
,,ARGAH1
,,ARGAH2
,,ADC2
,,AT2G16500
,,AIH
,,NLP1
,,ACL5
,,SPDS3
superpathway of L-threonine biosynthesis,THRESYN-PWY,AT3G02020
,,AT5G13280
,,AT5G14060
,,AK-HSDH1
,,AK-HSDH2
,,AT5G21060
,,AT1G14810
,,HSK
,,AT4G35295
,,MTO2
,,AT1G72810
,,ASP1
,,ASP5
,,ASP2
,,ACS10
,,ACS12
,,AT5G11520
,,AT1G62800
,,AT2G22250
,,TAA1
tetrahydrofolate biosynthesis I,PWY-6614,HPPK/DHPS2
,,AT4G30000
,,AT2G19180
,,DFA
,,AT5G65400
,,AT4G24380
,,AT2G21550
,,AT2G16370
,,AT4G34570
spermine and spermidine degradation III,PWY-6441,PAO3
,,PAO4
,,PAO1
,,AT4G29720
,,AT2G43020
pyrimidine deoxyribonucleotides de novo biosynthesis I,PWY-7184,DUT1
,,AT5G59440
,,AT4G09320
,,AT3G27060
,,RNR2A
,,RNR1
,,RNR2B
,,AT5G17760
,,AT5G66005
,,AT4G34570
,,AT2G21550
,,AT2G16370
L-valine biosynthesis,VALSYN-PWY,AT3G23940
,,Atbact-5
,,Atbcat-2
,,Atbcat-3
,,AT3G58610
,,AT3G48560
superpathway of plastoquinol biosynthesis,PWY-5864,PDS1
,,PDS2
,,AT3G11950
,,VTE3
,,SPS1
,,SPS2
,,AT1G36623
,,AT1G80360
,,ACS12
,,AT5G53970
,,TAA1
,,AT5G36160
,,AT4G28420
dipyrromethane cofactor biosynthesis,PWY-8159,HEMC
mannitol degradation II,PWY-3861,AT1G67070
,,AT3G02570
L-glutamate biosynthesis IV,GLUGLNSYN-PWY,AT5G53460
indole-3-acetate inactivation IX,PWY-1741,UGT84B1
,,UGT74D1
,,AT2G26790
,,UGT75B2
,,UGT75B1
pentose phosphate pathway,PENTOSE-P-PWY,AT5G13420
,,AT1G12230
,,AT3G60750
,,AT2G45290
,,AT5G61410
,,AT3G01850
,,AT1G63290
,,AT2G01290
,,AT5G44520
,,AT3G04880
,,AT3G04790
,,AT1G71100
,,AT5G24420
,,AT5G24410
,,AT5G24400
,,AT3G49360
,,AT1G13700
,,AT5G41670
,,AT3G02360
,,AT1G64190
,,G6PD3
,,G6PD5
,,G6PD6
,,G6PD2
,,G6PD1
,,AT1G09420
chlorophyll cycle,PWY-5068,G4
,,AT4G25650
,,CAO
,,AT5G04900
,,AT4G13250
,,HCAR
,,AT4G14890
flavonol biosynthesis,PWY-3101,AT1G01190
,,AT2G46660
,,AT3G61880
,,CYP75B1
,,FLS
,,AT2G06960
,,AT3G19000
,,AT3G19010
,,AT5G43935
,,AT5G48020
,,AT5G63580
,,AT5G63590
,,AT5G63595
,,AT5G63600
glycerol-3-phosphate shuttle,PWY-6118,GPDHp
,,AT2G41540
,,SFD1
,,AT3G07690
,,SDP6
glutathione biosynthesis,GLUTATHIONESYN-PWY,AT4G23100
,,AT5G27380
L-cysteine biosynthesis I,CYSTSYN-PWY,SAT2
,,SAT4
,,SAT5
,,SAT1
,,SAT3
,,oasC
,,oasB
,,oasA1
,,AT3G22460
,,AT5G28030
,,AT5G28020
,,AT3G52750
,,AT3G04940
,,AT3G03630
,,AT1G55880
,,AT3G61440
"D-myo-inositol (1,4,5)-trisphosphate biosynthesis",PWY-6351,PIPK10
,,AT3G56960
,,PIP5K3
,,AT4G17080
,,AT3G09920
,,AT3G07960
,,AT2G41210
,,AT2G35170
,,AT1G77740
,,AT1G77660
,,AT1G60890
,,AT1G21980
,,AT1G21920
,,AT1G10900
,,AT1G01460
,,PI4K ALPHA
,,AT5G64070
,,AT5G24240
,,AT5G09350
,,AT3G56600
,,AT3G43950
,,AT2G46500
,,AT2G40850
,,AT2G03890
,,AT1G67635
,,AT1G64460
,,AT1G51040
,,AT1G27570
,,AT1G27535
,,AT1G26270
,,AT1G13640
,,AtPIS1
,,AT4G38570
,,AtPLC1
,,AtPLC2
,,AT5G58700
,,AT5G58690
,,AT4G38530
,,AT4G34930
,,AT3G55940
,,AT3G47290
,,AT3G47220
,,AT2G40116
gibberellin biosynthesis II (early C-3 hydroxylation),PWY-5036,GA3ox1
,,GA20ox1
brassinosteroids inactivation,PWY-6546,CYP734A1
,,AT4G27710
,,AT2G46960
,,AT2G46950
,,AT1G75130
,,CYP735A2
,,CYP735A1
,,UGT73C5
,,AT2G14920
,,AT1G13430
,,AT1G13420
CDP-diacylglycerol biosynthesis I,PWY-5667,CDS3
,,CDS2
,,CDS1
,,AT3G47630
,,ATCG01010
,,AT3G57650
,,AT1G51260
,,AT5G23110
,,AT4G24160
,,AT3G47170
,,AT3G18850
,,AT1G80950
,,AT1G75020
,,AT1G64670
,,GPAT8
,,AT3G11430
,,GPAT4
,,GPAT1
,,GPAT6
,,AT5G06090
,,GPAT2
,,AT5G60620
,,AT4G01950
,,AT3G11325
,,GPDHp
heptadecane biosynthesis,PWY-6622,AT5G57800
,,AT2G37700
,,AT1G02190
,,CER1
,,AT3G23790
,,AT4G14070
xylogalacturonan biosynthesis,PWY-5980,XGD1
,,AT5G61840
,,AT5G44930
,,AT5G37000
,,AT5G25820
,,AT5G25310
,,AT5G22940
,,AT5G20260
,,AT5G19670
,,AT5G16890
,,AT5G11610
,,AT5G11130
,,AT5G03795
,,AT4G38040
,,AT4G32790
,,AT4G16745
,,AT3G45400
,,AT3G42180
,,AT3G07620
,,AT3G03650
,,AT2G35100
,,AT2G28110
,,AT1G74680
,,AT1G67410
,,AT1G34270
,,AT1G27440
,,AT1G21480
aerobic respiration III (alternative oxidase pathway),PWY-4302,AOX1a
,,AT5G64687
,,AT5G64210
,,AT5G63625
,,AT4G22260
,,AT3G27620
,,AT3G22360
,,AT1G32350
,,SDH8
,,SDH7A
,,SDH6
,,SDH5
,,SDH2-2
,,SDH1-1
,,SDH3-1
,,SDH2-1
,,SDH2-3
,,SDH1-2
,,SDH3-2
,,SDH4
,,ATMG00285
,,ATMG01320
,,ATCG00420
,,AT4G20150
,,AT2G31490
,,AT2G27730
,,AT2G42310
,,AT3G57785
,,AT5G63510
,,AT3G48680
,,AT1G47260
,,AT5G66510
,,NAD1a
,,NAD1b
,,NAD5a
,,NAD5b
,,NAD5c
,,NAD7
,,AT1G49140
,,NAD9
,,AT5G52840
,,AT3G08610
,,AT2G47690
,,AT4G16450
,,AT2G02050
,,AT3G12260
,,AT3G03100
,,AT2G33220
,,AT5G67590
,,AT5G11770
,,AT1G79010
,,AT4G02580
,,AT2G20360
,,AT5G08530
,,AT5G37510
,,ATMG01275
,,ATCG01050
,,ATCG00430
,,AT5G22140
,,AT5G04750
,,AT4G28005
,,AT3G44190
,,AT3G27890
,,AT2G07785
,,AT2G07751
,,AT2G07689
,,AT1G67350
,,AT1G16700
,,ATCG01090
,,ATCG01110
,,ATMG00270
,,ATMG00580
,,ATMG00650
,,ATMG00990
sulfoquinovosyl diacylglycerol biosynthesis,PWYQT-4427,SQD1
,,SQD2
,,AT5G59070
lipoate biosynthesis and incorporation I,PWY0-501,AT2G20860
,,AT5G08415
,,AT4G31050
,,AT1G47578
,,AT1G04640
,,AT4G14890
UDP-α-D-glucuronate biosynthesis (from UDP-glucose),PWY-7346,AT5G39320
,,AT5G15490
,,AT3G29360
,,AT3G01010
,,AT1G26570
trans-zeatin biosynthesis,PWY-2681,CYP735A1
,,CYP735A2
,,IPT3
,,IPT1
,,IPT7
,,IPT8
,,AT1G25410
,,IPT4
,,IPT5
chlorogenic acid biosynthesis I,PWY-6039,AT5G57840
,,AT1G65450
,,AT5G48930
,,CCoAOMT1
,,AT1G67990
,,AT4G26220
,,AT3G62000
,,AT3G61990
,,AT1G67980
,,AT1G24735
,,REF8
,,AT5G09970
,,AT1G74540
,,CYP98A9
,,4CL1
,,4CL3
,,4CL2
,,4CL5
,,AT5G63380
,,AT5G38120
,,AT4G19010
,,AT4G05160
,,AT3G48990
,,AT1G20500
,,AT1G20490
,,AT1G20480
,,OPCL1
,,ACOS5
phytochromobilin biosynthesis,PWY-7170,AT3G09150
,,AT4G14890
phosphatidylinositol biosynthesis II (eukaryotes),PWY-7625,AtPIS1
,,AT4G38570
"3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",CHLOROPHYLL-SYN,PPOX
,,AT5G14220
,,AT2G40490
,,AT3G14930
,,AT4G18480
,,CHLD
,,GUN5
,,AT5G45930
,,CHLM
,,HEMF1
,,AT4G03205
,,AT5G58250
,,CHL27
UDP-β-L-rhamnose biosynthesis,PWY-3261,NRS/ER
,,MUM4
,,RHM3
,,RHM1
nonaprenyl diphosphate biosynthesis II,PWY-6520,SPS2
,,SPS1
,,GPPS
heptaprenyl diphosphate biosynthesis,PWY-5807,SPS1
,,SPS2
,,AT5G58780
,,AT5G58784
,,AT5G58782
,,AT1G36623
L-lysine degradation I,PWY0-461,SAMDC
,,AT5G26140
,,AT5G11950
,,AT5G06300
,,AT5G03270
,,AT4G35190
,,AT3G53450
,,AT2G37210
,,AT2G35990
,,AT2G28305
,,AT1G50575
hypusine biosynthesis,PWY-5905,AT3G62530
,,AT3G58180
,,AT3G43260
,,AT5G05920
superpathway of anaerobic sucrose degradation,PWY-7345,ADH
,,AT4G33070
,,AT5G01320
,,AT5G01330
,,AT5G54960
,,PKp2
,,PKp3
,,PKp1
,,AT5G63680
,,AT5G56350
,,AT5G08570
,,AT4G26390
,,AT3G55810
,,AT3G55650
,,AT3G52990
,,AT3G49160
,,AT3G25960
,,AT3G04050
,,AT2G36580
,,AT1G74030
,,AT2G36530
,,AT2G29560
,,AT4G09520
,,AT3G30841
,,AT3G08590
,,AT1G09780
,,PGK
,,AT3G12780
,,AT1G56190
,,GapCp-2
,,GapCp-1
,,GapC-1
,,GapB
,,GapA-1
,,GapA-2
,,AT1G13440
,,AT2G21170
,,AT3G55440
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,AT4G26270
,,AT4G32840
,,AT4G29220
,,AT5G61580
,,AT5G56630
,,AT5G47810
,,AT4G27600
,,AT2G22480
,,AT1G19600
,,AT1G06730
,,FINS1
,,HCEF1
,,AT5G64380
,,AT3G05170
,,AT1G08940
,,AT5G62840
,,AT3G26780
,,AT1G78050
,,AT1G22170
,,AT4G17260
,,AT1G31095
,,SUS6
,,SUS4
,,SUS3
,,SUS1
,,SUS5
,,SUS2
,,HXK1
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G51830
,,AT4G28706
,,AT4G10260
,,AT3G59480
,,AT3G54090
,,AT2G31390
,,AT1G69200
,,AT1G66430
,,AT1G50390
,,AT1G47845
,,AT1G06030
,,AT1G06020
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
,,PGI1
,,AT5G42740
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
thiosulfate disproportionation IV (rhodanese),PWY-5350,AT5G66170
,,AT4G35770
,,AT2G17850
salicylate glucosides biosynthesis II,PWY-6623,UGT72B1
,,UGT89B1
,,UGT71B1
