gene1	gene2	r
Zm00001eb001530	Zm00001eb000940	1.76868e-02
Zm00001eb001530	Zm00001eb000960	1.53495e-02
Zm00001eb001530	Zm00001eb000970	1.53495e-02
Zm00001eb001530	Zm00001eb000980	1.53495e-02
Zm00001eb001530	Zm00001eb000990	1.53495e-02
Zm00001eb001530	Zm00001eb001000	1.53495e-02
Zm00001eb001530	Zm00001eb001010	1.74369e-02
Zm00001eb001530	Zm00001eb001020	1.74369e-02
Zm00001eb001530	Zm00001eb001030	1.74369e-02
Zm00001eb001530	Zm00001eb001040	1.83616e-02
Zm00001eb001530	Zm00001eb001050	1.83616e-02
Zm00001eb001530	Zm00001eb001060	1.83616e-02
Zm00001eb001530	Zm00001eb001070	1.76809e-02
Zm00001eb001530	Zm00001eb001090	1.20279e-02
Zm00001eb001530	Zm00001eb001100	6.11748e-03
Zm00001eb001530	Zm00001eb001110	6.11748e-03
Zm00001eb001530	Zm00001eb001120	1.19549e-02
Zm00001eb001530	Zm00001eb001130	2.03671e-02
Zm00001eb001530	Zm00001eb001140	2.24884e-02
Zm00001eb001530	Zm00001eb001150	2.62259e-02
Zm00001eb001530	Zm00001eb001160	2.60598e-02
Zm00001eb001530	Zm00001eb001170	1.90109e-02
Zm00001eb001530	Zm00001eb001180	1.90109e-02
Zm00001eb001530	Zm00001eb001190	1.90109e-02
Zm00001eb001530	Zm00001eb001200	2.06392e-02
Zm00001eb001530	Zm00001eb001210	2.06392e-02
Zm00001eb001530	Zm00001eb001220	2.06392e-02
Zm00001eb001530	Zm00001eb001230	2.06392e-02
Zm00001eb001530	Zm00001eb001240	1.26731e-02
Zm00001eb001530	Zm00001eb001250	1.26731e-02
Zm00001eb001530	Zm00001eb001260	1.91501e-02
Zm00001eb001530	Zm00001eb001270	1.91501e-02
Zm00001eb001530	Zm00001eb001280	1.91501e-02
Zm00001eb001530	Zm00001eb001290	1.91501e-02
Zm00001eb001530	Zm00001eb001300	1.87340e-02
Zm00001eb001530	Zm00001eb001310	1.79709e-02
Zm00001eb001530	Zm00001eb001320	1.79709e-02
Zm00001eb001530	Zm00001eb001330	1.81915e-02
Zm00001eb001530	Zm00001eb001340	2.38664e-02
Zm00001eb001530	Zm00001eb001350	2.78350e-02
Zm00001eb001530	Zm00001eb001360	3.02839e-02
Zm00001eb001530	Zm00001eb001370	3.03734e-02
Zm00001eb001530	Zm00001eb001400	2.53840e-02
Zm00001eb001530	Zm00001eb001420	7.68207e-03
Zm00001eb001530	Zm00001eb001430	1.20325e-02
Zm00001eb001530	Zm00001eb001440	8.89795e-03
Zm00001eb001530	Zm00001eb001460	1.07258e-02
Zm00001eb001530	Zm00001eb001470	2.14470e-02
Zm00001eb001530	Zm00001eb001480	2.14470e-02
Zm00001eb001530	Zm00001eb001490	2.12734e-02
Zm00001eb001530	Zm00001eb001500	2.12734e-02
Zm00001eb001530	Zm00001eb001510	2.10466e-02
Zm00001eb001530	Zm00001eb001520	1.00000e+00

Zm00001eb001550	Zm00001eb000010	1.21446e-02
Zm00001eb001550	Zm00001eb000020	1.21446e-02
Zm00001eb001550	Zm00001eb000060	9.87332e-03
Zm00001eb001550	Zm00001eb000070	9.87332e-03
Zm00001eb001550	Zm00001eb000080	9.87332e-03
Zm00001eb001550	Zm00001eb000100	9.87332e-03
Zm00001eb001550	Zm00001eb000110	8.46149e-03
Zm00001eb001550	Zm00001eb000120	1.63901e-02
Zm00001eb001550	Zm00001eb000140	1.63901e-02
Zm00001eb001550	Zm00001eb000150	1.63901e-02
Zm00001eb001550	Zm00001eb000170	2.50094e-02
Zm00001eb001550	Zm00001eb000180	2.50094e-02
Zm00001eb001550	Zm00001eb000200	2.41081e-02
Zm00001eb001550	Zm00001eb000190	2.41081e-02
Zm00001eb001550	Zm00001eb000210	1.57947e-02
Zm00001eb001550	Zm00001eb000220	1.57947e-02
Zm00001eb001550	Zm00001eb000230	1.57947e-02
Zm00001eb001550	Zm00001eb000240	1.57947e-02
Zm00001eb001550	Zm00001eb000250	1.40189e-02
Zm00001eb001550	Zm00001eb000270	8.56309e-03
Zm00001eb001550	Zm00001eb000290	1.11031e-02
Zm00001eb001550	Zm00001eb000300	1.41636e-02
Zm00001eb001550	Zm00001eb000310	1.42396e-02
Zm00001eb001550	Zm00001eb000320	1.42396e-02
Zm00001eb001550	Zm00001eb000330	1.42396e-02
Zm00001eb001550	Zm00001eb000340	1.26185e-02
Zm00001eb001550	Zm00001eb000370	1.26726e-02
Zm00001eb001550	Zm00001eb000380	1.69541e-02
Zm00001eb001550	Zm00001eb000390	1.45114e-02
Zm00001eb001550	Zm00001eb000400	1.54300e-02
Zm00001eb001550	Zm00001eb000410	1.54300e-02
Zm00001eb001550	Zm00001eb000420	1.54300e-02
Zm00001eb001550	Zm00001eb000430	1.12793e-02
Zm00001eb001550	Zm00001eb000440	1.12793e-02
Zm00001eb001550	Zm00001eb000450	1.12793e-02
Zm00001eb001550	Zm00001eb000460	1.44683e-02
Zm00001eb001550	Zm00001eb000470	1.44683e-02
Zm00001eb001550	Zm00001eb000480	1.44683e-02
Zm00001eb001550	Zm00001eb000490	1.18652e-02
Zm00001eb001550	Zm00001eb000500	1.18652e-02
Zm00001eb001550	Zm00001eb000510	2.07915e-02
Zm00001eb001550	Zm00001eb000520	2.07915e-02
Zm00001eb001550	Zm00001eb000530	2.07915e-02
Zm00001eb001550	Zm00001eb000540	8.83717e-03
Zm00001eb001550	Zm00001eb000550	7.43397e-03
Zm00001eb001550	Zm00001eb000560	7.43397e-03
Zm00001eb001550	Zm00001eb000570	7.43397e-03
Zm00001eb001550	Zm00001eb000580	2.07210e-02
Zm00001eb001550	Zm00001eb000590	1.12546e-02
Zm00001eb001550	Zm00001eb000600	2.21438e-02
Zm00001eb001550	Zm00001eb000620	1.99864e-02
Zm00001eb001550	Zm00001eb000630	1.98549e-02
Zm00001eb001550	Zm00001eb000640	9.79271e-03
Zm00001eb001550	Zm00001eb000650	2.37815e-02
Zm00001eb001550	Zm00001eb000660	2.37815e-02
Zm00001eb001550	Zm00001eb000670	2.40435e-02
Zm00001eb001550	Zm00001eb000680	2.40435e-02
Zm00001eb001550	Zm00001eb000690	2.40435e-02
Zm00001eb001550	Zm00001eb000700	2.40435e-02
Zm00001eb001550	Zm00001eb000710	2.89760e-02
Zm00001eb001550	Zm00001eb000720	2.89760e-02
Zm00001eb001550	Zm00001eb000740	2.89760e-02
Zm00001eb001550	Zm00001eb000750	2.89760e-02
Zm00001eb001550	Zm00001eb000760	2.88191e-02
Zm00001eb001550	Zm00001eb000770	1.36909e-02
Zm00001eb001550	Zm00001eb000780	1.82483e-02
Zm00001eb001550	Zm00001eb000790	1.59070e-02
Zm00001eb001550	Zm00001eb000800	1.59070e-02
Zm00001eb001550	Zm00001eb000810	1.80590e-02
Zm00001eb001550	Zm00001eb000820	1.99694e-02
Zm00001eb001550	Zm00001eb000830	1.99694e-02
Zm00001eb001550	Zm00001eb000840	1.99694e-02
Zm00001eb001550	Zm00001eb000850	2.30829e-02
Zm00001eb001550	Zm00001eb000860	2.65141e-02
Zm00001eb001550	Zm00001eb000870	2.00645e-02
Zm00001eb001550	Zm00001eb000880	2.91713e-02
Zm00001eb001550	Zm00001eb000890	1.53696e-02
Zm00001eb001550	Zm00001eb000900	1.53696e-02
Zm00001eb001550	Zm00001eb000910	1.53696e-02
Zm00001eb001550	Zm00001eb000920	2.28478e-02
Zm00001eb001550	Zm00001eb000930	2.28478e-02
Zm00001eb001550	Zm00001eb000940	2.28478e-02
Zm00001eb001550	Zm00001eb000960	2.01420e-02
Zm00001eb001550	Zm00001eb000970	2.01420e-02
Zm00001eb001550	Zm00001eb000980	2.01420e-02
Zm00001eb001550	Zm00001eb000990	2.01420e-02
Zm00001eb001550	Zm00001eb001000	2.01420e-02
Zm00001eb001550	Zm00001eb001010	2.25144e-02
Zm00001eb001550	Zm00001eb001020	2.25144e-02
Zm00001eb001550	Zm00001eb001030	2.25144e-02
Zm00001eb001550	Zm00001eb001040	2.71862e-02
Zm00001eb001550	Zm00001eb001050	2.71862e-02
Zm00001eb001550	Zm00001eb001060	2.71862e-02
Zm00001eb001550	Zm00001eb001070	2.53696e-02
Zm00001eb001550	Zm00001eb001090	1.89455e-02
Zm00001eb001550	Zm00001eb001100	9.92493e-03
Zm00001eb001550	Zm00001eb001110	9.92493e-03
Zm00001eb001550	Zm00001eb001120	1.63979e-02
Zm00001eb001550	Zm00001eb001130	2.74443e-02
Zm00001eb001550	Zm00001eb001140	2.98961e-02
Zm00001eb001550	Zm00001eb001150	3.67159e-02
Zm00001eb001550	Zm00001eb001160	3.65535e-02
Zm00001eb001550	Zm00001eb001170	2.57136e-02
Zm00001eb001550	Zm00001eb001180	2.57136e-02
Zm00001eb001550	Zm00001eb001190	2.57136e-02
Zm00001eb001550	Zm00001eb001200	3.06425e-02
Zm00001eb001550	Zm00001eb001210	3.06425e-02
Zm00001eb001550	Zm00001eb001220	3.06425e-02
Zm00001eb001550	Zm00001eb001230	3.06425e-02
Zm00001eb001550	Zm00001eb001240	9.96390e-03
Zm00001eb001550	Zm00001eb001250	9.96390e-03
Zm00001eb001550	Zm00001eb001260	2.51770e-02
Zm00001eb001550	Zm00001eb001270	2.51770e-02
Zm00001eb001550	Zm00001eb001280	2.51770e-02
Zm00001eb001550	Zm00001eb001290	2.51770e-02
Zm00001eb001550	Zm00001eb001300	2.40405e-02
Zm00001eb001550	Zm00001eb001310	2.28194e-02
Zm00001eb001550	Zm00001eb001320	2.28194e-02
Zm00001eb001550	Zm00001eb001330	2.26845e-02
Zm00001eb001550	Zm00001eb001340	2.91591e-02
Zm00001eb001550	Zm00001eb001350	3.48306e-02
Zm00001eb001550	Zm00001eb001360	3.69249e-02
Zm00001eb001550	Zm00001eb001370	3.72426e-02
Zm00001eb001550	Zm00001eb001400	3.14110e-02
Zm00001eb001550	Zm00001eb001420	9.90023e-03
Zm00001eb001550	Zm00001eb001430	1.99008e-02
Zm00001eb001550	Zm00001eb001440	1.19371e-02
Zm00001eb001550	Zm00001eb001460	1.38778e-02
Zm00001eb001550	Zm00001eb001470	2.12948e-02
Zm00001eb001550	Zm00001eb001480	2.12948e-02
Zm00001eb001550	Zm00001eb001490	2.11609e-02
Zm00001eb001550	Zm00001eb001500	2.11609e-02
Zm00001eb001550	Zm00001eb001510	2.26216e-02
Zm00001eb001550	Zm00001eb001520	2.55990e-02
Zm00001eb001550	Zm00001eb001530	2.55990e-02

Zm00001eb001560	Zm00001eb000010	2.18318e-02
Zm00001eb001560	Zm00001eb000020	2.18318e-02
Zm00001eb001560	Zm00001eb000060	2.58142e-02
Zm00001eb001560	Zm00001eb000070	2.58142e-02
Zm00001eb001560	Zm00001eb000080	2.58142e-02
Zm00001eb001560	Zm00001eb000100	2.58142e-02
Zm00001eb001560	Zm00001eb000110	1.20731e-02
Zm00001eb001560	Zm00001eb000120	2.86162e-02
Zm00001eb001560	Zm00001eb000140	2.86162e-02
Zm00001eb001560	Zm00001eb000150	2.86162e-02
Zm00001eb001560	Zm00001eb000170	8.37384e-02
Zm00001eb001560	Zm00001eb000180	8.37384e-02
Zm00001eb001560	Zm00001eb000200	7.22352e-02
Zm00001eb001560	Zm00001eb000190	7.22352e-02
Zm00001eb001560	Zm00001eb000210	2.28026e-02
Zm00001eb001560	Zm00001eb000220	2.28026e-02
Zm00001eb001560	Zm00001eb000230	2.28026e-02
Zm00001eb001560	Zm00001eb000240	2.28026e-02
Zm00001eb001560	Zm00001eb000250	2.54489e-02
Zm00001eb001560	Zm00001eb000270	1.98385e-02
Zm00001eb001560	Zm00001eb000290	1.33267e-02
Zm00001eb001560	Zm00001eb000300	1.94776e-02
Zm00001eb001560	Zm00001eb000310	1.88812e-02
Zm00001eb001560	Zm00001eb000320	1.88812e-02
Zm00001eb001560	Zm00001eb000330	1.88812e-02
Zm00001eb001560	Zm00001eb000340	2.86675e-02
Zm00001eb001560	Zm00001eb000370	3.57149e-02
Zm00001eb001560	Zm00001eb000380	2.54238e-02
Zm00001eb001560	Zm00001eb000390	2.13410e-02
Zm00001eb001560	Zm00001eb000400	2.38839e-02
Zm00001eb001560	Zm00001eb000410	2.38839e-02
Zm00001eb001560	Zm00001eb000420	2.38839e-02
Zm00001eb001560	Zm00001eb000430	1.36903e-02
Zm00001eb001560	Zm00001eb000440	1.36903e-02
Zm00001eb001560	Zm00001eb000450	1.36903e-02
Zm00001eb001560	Zm00001eb000460	1.84497e-02
Zm00001eb001560	Zm00001eb000470	1.84497e-02
Zm00001eb001560	Zm00001eb000480	1.84497e-02
Zm00001eb001560	Zm00001eb000490	1.55562e-02
Zm00001eb001560	Zm00001eb000500	1.55562e-02
Zm00001eb001560	Zm00001eb000510	3.81662e-02
Zm00001eb001560	Zm00001eb000520	3.81662e-02
Zm00001eb001560	Zm00001eb000530	3.81662e-02
Zm00001eb001560	Zm00001eb000540	1.67233e-02
Zm00001eb001560	Zm00001eb000550	1.26756e-02
Zm00001eb001560	Zm00001eb000560	1.26756e-02
Zm00001eb001560	Zm00001eb000570	1.26756e-02
Zm00001eb001560	Zm00001eb000580	4.51686e-02
Zm00001eb001560	Zm00001eb000590	1.14931e-02
Zm00001eb001560	Zm00001eb000600	3.87854e-02
Zm00001eb001560	Zm00001eb000620	3.13618e-02
Zm00001eb001560	Zm00001eb000630	3.13632e-02
Zm00001eb001560	Zm00001eb000640	1.19127e-02
Zm00001eb001560	Zm00001eb000650	3.60514e-02
Zm00001eb001560	Zm00001eb000660	3.60514e-02
Zm00001eb001560	Zm00001eb000670	3.84329e-02
Zm00001eb001560	Zm00001eb000680	3.84329e-02
Zm00001eb001560	Zm00001eb000690	3.84329e-02
Zm00001eb001560	Zm00001eb000700	3.84329e-02
Zm00001eb001560	Zm00001eb000710	4.71428e-02
Zm00001eb001560	Zm00001eb000720	4.71428e-02
Zm00001eb001560	Zm00001eb000740	4.71428e-02
Zm00001eb001560	Zm00001eb000750	4.71428e-02
Zm00001eb001560	Zm00001eb000760	4.66592e-02
Zm00001eb001560	Zm00001eb000770	2.13609e-02
Zm00001eb001560	Zm00001eb000780	2.97515e-02
Zm00001eb001560	Zm00001eb000790	2.56719e-02
Zm00001eb001560	Zm00001eb000800	2.56719e-02
Zm00001eb001560	Zm00001eb000810	3.24838e-02
Zm00001eb001560	Zm00001eb000820	3.61274e-02
Zm00001eb001560	Zm00001eb000830	3.61274e-02
Zm00001eb001560	Zm00001eb000840	3.61274e-02
Zm00001eb001560	Zm00001eb000850	2.84324e-02
Zm00001eb001560	Zm00001eb000860	3.58710e-02
Zm00001eb001560	Zm00001eb000870	2.70682e-02
Zm00001eb001560	Zm00001eb000880	4.51718e-02
Zm00001eb001560	Zm00001eb000890	2.31442e-02
Zm00001eb001560	Zm00001eb000900	2.31442e-02
Zm00001eb001560	Zm00001eb000910	2.31442e-02
Zm00001eb001560	Zm00001eb000920	3.21170e-02
Zm00001eb001560	Zm00001eb000930	3.21170e-02
Zm00001eb001560	Zm00001eb000940	3.21170e-02
Zm00001eb001560	Zm00001eb000960	2.38801e-02
Zm00001eb001560	Zm00001eb000970	2.38801e-02
Zm00001eb001560	Zm00001eb000980	2.38801e-02
Zm00001eb001560	Zm00001eb000990	2.38801e-02
Zm00001eb001560	Zm00001eb001000	2.38801e-02
Zm00001eb001560	Zm00001eb001010	3.63963e-02
Zm00001eb001560	Zm00001eb001020	3.63963e-02
Zm00001eb001560	Zm00001eb001030	3.63963e-02
Zm00001eb001560	Zm00001eb001040	3.72855e-02
Zm00001eb001560	Zm00001eb001050	3.72855e-02
Zm00001eb001560	Zm00001eb001060	3.72855e-02
Zm00001eb001560	Zm00001eb001070	4.20306e-02
Zm00001eb001560	Zm00001eb001090	2.90977e-02
Zm00001eb001560	Zm00001eb001100	1.89836e-02
Zm00001eb001560	Zm00001eb001110	1.89836e-02
Zm00001eb001560	Zm00001eb001120	2.29562e-02
Zm00001eb001560	Zm00001eb001130	3.85721e-02
Zm00001eb001560	Zm00001eb001140	4.07014e-02
Zm00001eb001560	Zm00001eb001150	4.82220e-02
Zm00001eb001560	Zm00001eb001160	4.80539e-02
Zm00001eb001560	Zm00001eb001170	3.56395e-02
Zm00001eb001560	Zm00001eb001180	3.56395e-02
Zm00001eb001560	Zm00001eb001190	3.56395e-02
Zm00001eb001560	Zm00001eb001200	6.21763e-02
Zm00001eb001560	Zm00001eb001210	6.21763e-02
Zm00001eb001560	Zm00001eb001220	6.21763e-02
Zm00001eb001560	Zm00001eb001230	6.21763e-02
Zm00001eb001560	Zm00001eb001240	1.39042e-02
Zm00001eb001560	Zm00001eb001250	1.39042e-02
Zm00001eb001560	Zm00001eb001260	4.32325e-02
Zm00001eb001560	Zm00001eb001270	4.32325e-02
Zm00001eb001560	Zm00001eb001280	4.32325e-02
Zm00001eb001560	Zm00001eb001290	4.32325e-02
Zm00001eb001560	Zm00001eb001300	4.56823e-02
Zm00001eb001560	Zm00001eb001310	4.82529e-02
Zm00001eb001560	Zm00001eb001320	4.82529e-02
Zm00001eb001560	Zm00001eb001330	5.19430e-02
Zm00001eb001560	Zm00001eb001340	4.51602e-02
Zm00001eb001560	Zm00001eb001350	5.09423e-02
Zm00001eb001560	Zm00001eb001360	5.86200e-02
Zm00001eb001560	Zm00001eb001370	5.87760e-02
Zm00001eb001560	Zm00001eb001400	4.75217e-02
Zm00001eb001560	Zm00001eb001420	1.04408e-02
Zm00001eb001560	Zm00001eb001430	1.96197e-02
Zm00001eb001560	Zm00001eb001440	2.32686e-02
Zm00001eb001560	Zm00001eb001460	2.50515e-02
Zm00001eb001560	Zm00001eb001470	3.92686e-02
Zm00001eb001560	Zm00001eb001480	3.92686e-02
Zm00001eb001560	Zm00001eb001490	3.90958e-02
Zm00001eb001560	Zm00001eb001500	3.90958e-02
Zm00001eb001560	Zm00001eb001510	3.26279e-02
Zm00001eb001560	Zm00001eb001520	4.52041e-02
Zm00001eb001560	Zm00001eb001530	4.52041e-02
Zm00001eb001560	Zm00001eb001550	1.24788e-01

Zm00001eb001570	Zm00001eb000010	2.17074e-02
Zm00001eb001570	Zm00001eb000020	2.17074e-02
Zm00001eb001570	Zm00001eb000060	2.57384e-02
Zm00001eb001570	Zm00001eb000070	2.57384e-02
Zm00001eb001570	Zm00001eb000080	2.57384e-02
Zm00001eb001570	Zm00001eb000100	2.57384e-02
Zm00001eb001570	Zm00001eb000110	1.20742e-02
Zm00001eb001570	Zm00001eb000120	2.85355e-02
Zm00001eb001570	Zm00001eb000140	2.85355e-02
Zm00001eb001570	Zm00001eb000150	2.85355e-02
Zm00001eb001570	Zm00001eb000170	8.33179e-02
Zm00001eb001570	Zm00001eb000180	8.33179e-02
Zm00001eb001570	Zm00001eb000200	7.17974e-02
Zm00001eb001570	Zm00001eb000190	7.17974e-02
Zm00001eb001570	Zm00001eb000210	2.26495e-02
Zm00001eb001570	Zm00001eb000220	2.26495e-02
Zm00001eb001570	Zm00001eb000230	2.26495e-02
Zm00001eb001570	Zm00001eb000240	2.26495e-02
Zm00001eb001570	Zm00001eb000250	2.52119e-02
Zm00001eb001570	Zm00001eb000270	1.96387e-02
Zm00001eb001570	Zm00001eb000290	1.32432e-02
Zm00001eb001570	Zm00001eb000300	1.94339e-02
Zm00001eb001570	Zm00001eb000310	1.90640e-02
Zm00001eb001570	Zm00001eb000320	1.90640e-02
Zm00001eb001570	Zm00001eb000330	1.90640e-02
Zm00001eb001570	Zm00001eb000340	2.85536e-02
Zm00001eb001570	Zm00001eb000370	3.55929e-02
Zm00001eb001570	Zm00001eb000380	2.52503e-02
Zm00001eb001570	Zm00001eb000390	2.13396e-02
Zm00001eb001570	Zm00001eb000400	2.38584e-02
Zm00001eb001570	Zm00001eb000410	2.38584e-02
Zm00001eb001570	Zm00001eb000420	2.38584e-02
Zm00001eb001570	Zm00001eb000430	1.37706e-02
Zm00001eb001570	Zm00001eb000440	1.37706e-02
Zm00001eb001570	Zm00001eb000450	1.37706e-02
Zm00001eb001570	Zm00001eb000460	1.84282e-02
Zm00001eb001570	Zm00001eb000470	1.84282e-02
Zm00001eb001570	Zm00001eb000480	1.84282e-02
Zm00001eb001570	Zm00001eb000490	1.55414e-02
Zm00001eb001570	Zm00001eb000500	1.55414e-02
Zm00001eb001570	Zm00001eb000510	3.79106e-02
Zm00001eb001570	Zm00001eb000520	3.79106e-02
Zm00001eb001570	Zm00001eb000530	3.79106e-02
Zm00001eb001570	Zm00001eb000540	1.66208e-02
Zm00001eb001570	Zm00001eb000550	1.26274e-02
Zm00001eb001570	Zm00001eb000560	1.26274e-02
Zm00001eb001570	Zm00001eb000570	1.26274e-02
Zm00001eb001570	Zm00001eb000580	4.50414e-02
Zm00001eb001570	Zm00001eb000590	1.15068e-02
Zm00001eb001570	Zm00001eb000600	3.85483e-02
Zm00001eb001570	Zm00001eb000620	3.12409e-02
Zm00001eb001570	Zm00001eb000630	3.12435e-02
Zm00001eb001570	Zm00001eb000640	1.18480e-02
Zm00001eb001570	Zm00001eb000650	3.61134e-02
Zm00001eb001570	Zm00001eb000660	3.61134e-02
Zm00001eb001570	Zm00001eb000670	3.84177e-02
Zm00001eb001570	Zm00001eb000680	3.84177e-02
Zm00001eb001570	Zm00001eb000690	3.84177e-02
Zm00001eb001570	Zm00001eb000700	3.84177e-02
Zm00001eb001570	Zm00001eb000710	4.71687e-02
Zm00001eb001570	Zm00001eb000720	4.71687e-02
Zm00001eb001570	Zm00001eb000740	4.71687e-02
Zm00001eb001570	Zm00001eb000750	4.71687e-02
Zm00001eb001570	Zm00001eb000760	4.66931e-02
Zm00001eb001570	Zm00001eb000770	2.12839e-02
Zm00001eb001570	Zm00001eb000780	2.97259e-02
Zm00001eb001570	Zm00001eb000790	2.57320e-02
Zm00001eb001570	Zm00001eb000800	2.57320e-02
Zm00001eb001570	Zm00001eb000810	3.23762e-02
Zm00001eb001570	Zm00001eb000820	3.60552e-02
Zm00001eb001570	Zm00001eb000830	3.60552e-02
Zm00001eb001570	Zm00001eb000840	3.60552e-02
Zm00001eb001570	Zm00001eb000850	2.83496e-02
Zm00001eb001570	Zm00001eb000860	3.58069e-02
Zm00001eb001570	Zm00001eb000870	2.70427e-02
Zm00001eb001570	Zm00001eb000880	4.50007e-02
Zm00001eb001570	Zm00001eb000890	2.31622e-02
Zm00001eb001570	Zm00001eb000900	2.31622e-02
Zm00001eb001570	Zm00001eb000910	2.31622e-02
Zm00001eb001570	Zm00001eb000920	3.19484e-02
Zm00001eb001570	Zm00001eb000930	3.19484e-02
Zm00001eb001570	Zm00001eb000940	3.19484e-02
Zm00001eb001570	Zm00001eb000960	2.41586e-02
Zm00001eb001570	Zm00001eb000970	2.41586e-02
Zm00001eb001570	Zm00001eb000980	2.41586e-02
Zm00001eb001570	Zm00001eb000990	2.41586e-02
Zm00001eb001570	Zm00001eb001000	2.41586e-02
Zm00001eb001570	Zm00001eb001010	3.64525e-02
Zm00001eb001570	Zm00001eb001020	3.64525e-02
Zm00001eb001570	Zm00001eb001030	3.64525e-02
Zm00001eb001570	Zm00001eb001040	3.72070e-02
Zm00001eb001570	Zm00001eb001050	3.72070e-02
Zm00001eb001570	Zm00001eb001060	3.72070e-02
Zm00001eb001570	Zm00001eb001070	4.19109e-02
Zm00001eb001570	Zm00001eb001090	2.90695e-02
Zm00001eb001570	Zm00001eb001100	1.88172e-02
Zm00001eb001570	Zm00001eb001110	1.88172e-02
Zm00001eb001570	Zm00001eb001120	2.29022e-02
Zm00001eb001570	Zm00001eb001130	3.87627e-02
Zm00001eb001570	Zm00001eb001140	4.08609e-02
Zm00001eb001570	Zm00001eb001150	4.82732e-02
Zm00001eb001570	Zm00001eb001160	4.81087e-02
Zm00001eb001570	Zm00001eb001170	3.57136e-02
Zm00001eb001570	Zm00001eb001180	3.57136e-02
Zm00001eb001570	Zm00001eb001190	3.57136e-02
Zm00001eb001570	Zm00001eb001200	6.18476e-02
Zm00001eb001570	Zm00001eb001210	6.18476e-02
Zm00001eb001570	Zm00001eb001220	6.18476e-02
Zm00001eb001570	Zm00001eb001230	6.18476e-02
Zm00001eb001570	Zm00001eb001240	1.38294e-02
Zm00001eb001570	Zm00001eb001250	1.38294e-02
Zm00001eb001570	Zm00001eb001260	4.31700e-02
Zm00001eb001570	Zm00001eb001270	4.31700e-02
Zm00001eb001570	Zm00001eb001280	4.31700e-02
Zm00001eb001570	Zm00001eb001290	4.31700e-02
Zm00001eb001570	Zm00001eb001300	4.54460e-02
Zm00001eb001570	Zm00001eb001310	4.80102e-02
Zm00001eb001570	Zm00001eb001320	4.80102e-02
Zm00001eb001570	Zm00001eb001330	5.16554e-02
Zm00001eb001570	Zm00001eb001340	4.51516e-02
Zm00001eb001570	Zm00001eb001350	5.08626e-02
Zm00001eb001570	Zm00001eb001360	5.87069e-02
Zm00001eb001570	Zm00001eb001370	5.88771e-02
Zm00001eb001570	Zm00001eb001400	4.75982e-02
Zm00001eb001570	Zm00001eb001420	1.04108e-02
Zm00001eb001570	Zm00001eb001430	1.98170e-02
Zm00001eb001570	Zm00001eb001440	2.32554e-02
Zm00001eb001570	Zm00001eb001460	2.50253e-02
Zm00001eb001570	Zm00001eb001470	3.96696e-02
Zm00001eb001570	Zm00001eb001480	3.96696e-02
Zm00001eb001570	Zm00001eb001490	3.95037e-02
Zm00001eb001570	Zm00001eb001500	3.95037e-02
Zm00001eb001570	Zm00001eb001510	3.28646e-02
Zm00001eb001570	Zm00001eb001520	4.52014e-02
Zm00001eb001570	Zm00001eb001530	4.52014e-02
Zm00001eb001570	Zm00001eb001550	1.23451e-01
Zm00001eb001570	Zm00001eb001560	7.78789e-01

Zm00001eb001580	Zm00001eb000010	1.50026e-02
Zm00001eb001580	Zm00001eb000020	1.50026e-02
Zm00001eb001580	Zm00001eb000060	1.80302e-02
Zm00001eb001580	Zm00001eb000070	1.80302e-02
Zm00001eb001580	Zm00001eb000080	1.80302e-02
Zm00001eb001580	Zm00001eb000100	1.80302e-02
Zm00001eb001580	Zm00001eb000110	9.58547e-03
Zm00001eb001580	Zm00001eb000120	2.17664e-02
Zm00001eb001580	Zm00001eb000140	2.17664e-02
Zm00001eb001580	Zm00001eb000150	2.17664e-02
Zm00001eb001580	Zm00001eb000170	4.56248e-02
Zm00001eb001580	Zm00001eb000180	4.56248e-02
Zm00001eb001580	Zm00001eb000200	3.78878e-02
Zm00001eb001580	Zm00001eb000190	3.78878e-02
Zm00001eb001580	Zm00001eb000210	1.57179e-02
Zm00001eb001580	Zm00001eb000220	1.57179e-02
Zm00001eb001580	Zm00001eb000230	1.57179e-02
Zm00001eb001580	Zm00001eb000240	1.57179e-02
Zm00001eb001580	Zm00001eb000250	1.74526e-02
Zm00001eb001580	Zm00001eb000270	1.35478e-02
Zm00001eb001580	Zm00001eb000290	1.21675e-02
Zm00001eb001580	Zm00001eb000300	1.47395e-02
Zm00001eb001580	Zm00001eb000310	1.50598e-02
Zm00001eb001580	Zm00001eb000320	1.50598e-02
Zm00001eb001580	Zm00001eb000330	1.50598e-02
Zm00001eb001580	Zm00001eb000340	1.70418e-02
Zm00001eb001580	Zm00001eb000370	1.95148e-02
Zm00001eb001580	Zm00001eb000380	1.58582e-02
Zm00001eb001580	Zm00001eb000390	1.54166e-02
Zm00001eb001580	Zm00001eb000400	1.67598e-02
Zm00001eb001580	Zm00001eb000410	1.67598e-02
Zm00001eb001580	Zm00001eb000420	1.67598e-02
Zm00001eb001580	Zm00001eb000430	1.01558e-02
Zm00001eb001580	Zm00001eb000440	1.01558e-02
Zm00001eb001580	Zm00001eb000450	1.01558e-02
Zm00001eb001580	Zm00001eb000460	1.43407e-02
Zm00001eb001580	Zm00001eb000470	1.43407e-02
Zm00001eb001580	Zm00001eb000480	1.43407e-02
