"GENE","CHR","START","STOP","NSNPS","ZSTAT","P","FDR","Bonferroni"
"SORBI_3007G161600",7,59598685,59623541,276,2.8735,0.0011296,0.0460613723889556,1
"SORBI_3006G024700",6,4253845,4281086,259,3.4486,0.0011456,0.0466577880095923,1
"SORBI_3009G217200",9,56136649,56176330,145,2.6472,0.0011471,0.0466629289820359,1
"SORBI_3001G404300",1,68902230,68923960,57,2.4163,0.0011502,0.0466975231780167,1
"SORBI_3006G030700",6,6501972,6525188,201,2.3589,0.0011507,0.0466975231780167,1
"SORBI_3007G161450",7,59594088,59617885,264,2.7545,0.0011538,0.0467674517899761,1
"SORBI_3001G090900",1,7042589,7063536,115,3.0279,0.0011564,0.0468169711561383,1
"SORBI_3001G056300",1,4214166,4238450,237,2.3393,0.0011593,0.0468785036904762,1
"SORBI_3009G197500",9,54812248,54832851,152,3.4827,0.0011649,0.0470489397146254,1
"SORBI_3007G161500",7,59597468,59618684,252,2.8024,0.0011805,0.0476223794536817,1
"SORBI_3010G126800",10,16030372,16052635,319,2.1471,0.001191,0.0479401545023697,1
"SORBI_3006G070298",6,43294436,43318204,412,3.3049,0.0011912,0.0479401545023697,1
"SORBI_3004G178700",4,53111733,53134874,205,2.6695,0.0011935,0.047975875147929,1
"SORBI_3001G091400",1,7070112,7096656,240,2.8143,0.0011977,0.0480745205188679,1
"SORBI_3009G209400",9,55613045,55634263,263,2.3838,0.0012,0.0480745205188679,1
"SORBI_3004G188400",4,54029469,54053609,280,2.3349,0.0012002,0.0480745205188679,1
"SORBI_3001G322832",1,60996809,61018313,144,2.1937,0.0012039,0.0481659261484099,1
"SORBI_3009G213600",9,55896296,55920144,220,2.6678,0.0012087,0.0482833728873239,1
"SORBI_3002G044500",2,4201037,4222134,241,2.7042,0.0012105,0.0482833728873239,1
"SORBI_3009G260700",9,59373001,59408238,157,3.5138,0.0012111,0.0482833728873239,1
"SORBI_3001G306500",1,59107709,59129251,299,3.3277,0.0012134,0.0482856416861827,1
"SORBI_3006G074500",6,43661298,43683088,179,2.9609,0.001214,0.0482856416861827,1
"SORBI_3004G338100",4,66987349,67021418,385,2.0745,0.0012223,0.048558905380117,1
"SORBI_3004G342300",4,67326245,67349974,192,3.5704,0.0012285,0.0487482003504673,1
"SORBI_3004G157000",4,49797724,49823133,357,2.754,0.0012416,0.0492105334889148,1
"SORBI_3005G028000",5,2485072,2505735,91,2.2724,0.0012461,0.0493313271561772,1
"SORBI_3006G041750",6,27614059,27636473,259,3.02,0.0012478,0.0493411206053551,1
"SORBI_3006G069100",6,43199380,43229358,385,3.3973,0.001261,0.0497906512195122,1
"SORBI_3009G260650",9,59370194,59392508,88,3.3215,0.0012621,0.0497906512195122,1
