pathway_id	pathway_name	n_genes	gene_names	gene_pvals	magma_pvalue
LIPASYN-PWY	phospholipases	108	Zm00001eb001370;Zm00001eb011000;Zm00001eb011380;Zm00001eb013380;Zm00001eb016740;Zm00001eb017530;Zm00001eb019050;Zm00001eb019170;Zm00001eb021510;Zm00001eb023740;Zm00001eb025570;Zm00001eb031610;Zm00001eb031750;Zm00001eb038250;Zm00001eb038270;Zm00001eb038280;Zm00001eb038290;Zm00001eb039780;Zm00001eb047640;Zm00001eb050700;Zm00001eb050710;Zm00001eb054510;Zm00001eb059800;Zm00001eb063230;Zm00001eb064750;Zm00001eb070790;Zm00001eb084280;Zm00001eb096390;Zm00001eb096400;Zm00001eb096490;Zm00001eb097160;Zm00001eb099650;Zm00001eb100970;Zm00001eb103990;Zm00001eb104020;Zm00001eb106120;Zm00001eb111990;Zm00001eb115060;Zm00001eb115140;Zm00001eb115150;Zm00001eb120460;Zm00001eb121780;Zm00001eb122860;Zm00001eb124520;Zm00001eb127030;Zm00001eb135980;Zm00001eb140460;Zm00001eb140620;Zm00001eb141920;Zm00001eb146430;Zm00001eb155120;Zm00001eb158350;Zm00001eb158360;Zm00001eb165770;Zm00001eb166850;Zm00001eb169300;Zm00001eb172940;Zm00001eb174090;Zm00001eb174140;Zm00001eb180150;Zm00001eb180160;Zm00001eb184950;Zm00001eb186220;Zm00001eb190580;Zm00001eb196570;Zm00001eb197570;Zm00001eb200100;Zm00001eb211410;Zm00001eb221940;Zm00001eb224740;Zm00001eb229100;Zm00001eb230280;Zm00001eb230290;Zm00001eb236140;Zm00001eb249230;Zm00001eb259550;Zm00001eb260480;Zm00001eb266650;Zm00001eb266660;Zm00001eb271290;Zm00001eb275030;Zm00001eb283150;Zm00001eb285800;Zm00001eb287830;Zm00001eb289220;Zm00001eb296540;Zm00001eb299880;Zm00001eb304640;Zm00001eb305700;Zm00001eb313890;Zm00001eb318230;Zm00001eb322860;Zm00001eb330150;Zm00001eb331700;Zm00001eb334470;Zm00001eb336760;Zm00001eb337170;Zm00001eb339870;Zm00001eb350010;Zm00001eb350800;Zm00001eb355690;Zm00001eb359360;Zm00001eb360410;Zm00001eb365620;Zm00001eb386300;Zm00001eb394390;Zm00001eb408170;Zm00001eb408870	8.5599e-01;8.1111e-01;2.1891e-02;3.4558e-01;9.5967e-01;5.1113e-01;4.5081e-02;9.7304e-01;4.5729e-01;2.9190e-02;6.7665e-01;7.1127e-02;2.3295e-01;9.9947e-01;6.1055e-01;8.8965e-01;8.8965e-01;7.0548e-03;7.0836e-01;9.1773e-01;9.1773e-01;1.5309e-01;4.4120e-01;8.6276e-01;2.2091e-01;8.3484e-01;3.9971e-01;5.4311e-01;4.7134e-01;6.1252e-01;4.2658e-01;4.7675e-01;5.8750e-01;9.3098e-01;6.4128e-01;6.0859e-01;6.7795e-01;4.7916e-01;3.6761e-01;4.8964e-01;4.0473e-02;6.6824e-01;3.1079e-01;9.0890e-01;7.3973e-01;3.0382e-01;2.8638e-01;5.8339e-01;1.9892e-01;6.7708e-01;8.0399e-01;1.4365e-02;1.2665e-02;6.2108e-02;1.1106e-01;7.5266e-01;2.5869e-01;8.1518e-01;4.4719e-01;8.5710e-01;6.0265e-01;1.6037e-01;7.7677e-01;3.1776e-03;5.2417e-01;2.9851e-01;2.1230e-01;5.2559e-01;4.3404e-01;3.2423e-01;7.5567e-01;7.6547e-01;7.6547e-01;7.6762e-01;3.8779e-01;4.8153e-01;5.6892e-01;2.8969e-01;2.8969e-01;4.1016e-01;9.8185e-01;9.4731e-01;2.7880e-01;2.5655e-01;6.7362e-01;2.3329e-01;1.8271e-01;6.1735e-01;2.3633e-01;4.9335e-01;8.4383e-01;2.9023e-01;8.9949e-01;2.9603e-01;1.0973e-03;9.4693e-01;8.5292e-01;9.4673e-02;6.1087e-01;3.4270e-01;6.7481e-01;7.7685e-01;3.0094e-02;6.3276e-01;2.2282e-02;1.4093e-01;5.1600e-01;4.6576e-01	0.55813
PWY-6803	phosphatidylcholine acyl editing	90	Zm00001eb011000;Zm00001eb011380;Zm00001eb016740;Zm00001eb017530;Zm00001eb019170;Zm00001eb023740;Zm00001eb025570;Zm00001eb031610;Zm00001eb031750;Zm00001eb038250;Zm00001eb038270;Zm00001eb038280;Zm00001eb038290;Zm00001eb050700;Zm00001eb050710;Zm00001eb054510;Zm00001eb059800;Zm00001eb070790;Zm00001eb083110;Zm00001eb093590;Zm00001eb096390;Zm00001eb096400;Zm00001eb096490;Zm00001eb100970;Zm00001eb106120;Zm00001eb115060;Zm00001eb115140;Zm00001eb115150;Zm00001eb119050;Zm00001eb120460;Zm00001eb121780;Zm00001eb124520;Zm00001eb135980;Zm00001eb140460;Zm00001eb141920;Zm00001eb146430;Zm00001eb152410;Zm00001eb153400;Zm00001eb155120;Zm00001eb156650;Zm00001eb156790;Zm00001eb158030;Zm00001eb158350;Zm00001eb158360;Zm00001eb165770;Zm00001eb166850;Zm00001eb169300;Zm00001eb172940;Zm00001eb174090;Zm00001eb186220;Zm00001eb190580;Zm00001eb195860;Zm00001eb196570;Zm00001eb196590;Zm00001eb197570;Zm00001eb200100;Zm00001eb200870;Zm00001eb201940;Zm00001eb221940;Zm00001eb224740;Zm00001eb249230;Zm00001eb250480;Zm00001eb259550;Zm00001eb260480;Zm00001eb266650;Zm00001eb266660;Zm00001eb271290;Zm00001eb287830;Zm00001eb289220;Zm00001eb296540;Zm00001eb299880;Zm00001eb305700;Zm00001eb313890;Zm00001eb318230;Zm00001eb322860;Zm00001eb330150;Zm00001eb350800;Zm00001eb355690;Zm00001eb359360;Zm00001eb363580;Zm00001eb365620;Zm00001eb376490;Zm00001eb393760;Zm00001eb403520;Zm00001eb404990;Zm00001eb407800;Zm00001eb408870;Zm00001eb417150;Zm00001eb433110;Zm00001eb434030	8.1111e-01;2.1891e-02;9.5967e-01;5.1113e-01;9.7304e-01;2.9190e-02;6.7665e-01;7.1127e-02;2.3295e-01;9.9947e-01;6.1055e-01;8.8965e-01;8.8965e-01;9.1773e-01;9.1773e-01;1.5309e-01;4.4120e-01;8.3484e-01;3.3113e-01;9.4213e-01;5.4311e-01;4.7134e-01;6.1252e-01;5.8750e-01;6.0859e-01;4.7916e-01;3.6761e-01;4.8964e-01;3.2032e-01;4.0473e-02;6.6824e-01;9.0890e-01;3.0382e-01;2.8638e-01;1.9892e-01;6.7708e-01;6.8780e-01;6.7570e-01;8.0399e-01;4.3987e-01;3.9238e-01;7.1151e-02;1.4365e-02;1.2665e-02;6.2108e-02;1.1106e-01;7.5266e-01;2.5869e-01;8.1518e-01;7.7677e-01;3.1776e-03;6.3234e-01;5.2417e-01;2.1405e-02;2.9851e-01;2.1230e-01;4.6186e-03;2.6156e-01;4.3404e-01;3.2423e-01;3.8779e-01;1.2696e-02;4.8153e-01;5.6892e-01;2.8969e-01;2.8969e-01;4.1016e-01;2.5655e-01;6.7362e-01;2.3329e-01;1.8271e-01;2.3633e-01;4.9335e-01;8.4383e-01;2.9023e-01;8.9949e-01;3.4270e-01;6.7481e-01;7.7685e-01;2.0460e-01;6.3276e-01;8.6418e-01;2.6277e-01;6.4148e-01;2.2089e-01;3.0507e-01;4.6576e-01;8.6870e-01;7.7373e-01;3.9254e-02	0.55934
PWY-5934	iron reduction and absorption	6	Zm00001eb052440;Zm00001eb081810;Zm00001eb217150;Zm00001eb217580;Zm00001eb318190;Zm00001eb352440	4.2602e-01;7.5640e-01;2.8579e-01;4.3540e-01;7.6656e-01;1.8371e-01	0.57315
PWY-6120	L-tyrosine biosynthesis III	5	Zm00001eb179760;Zm00001eb227480;Zm00001eb227560;Zm00001eb311210;Zm00001eb370320	8.5001e-01;7.4521e-01;7.6204e-01;7.0643e-01;3.5664e-01	0.57911
DTDPRHAMSYN-PWY	dTDP-&beta;-L-rhamnose biosynthesis	8	Zm00001eb054980;Zm00001eb159720;Zm00001eb216260;Zm00001eb250610;Zm00001eb274560;Zm00001eb306410;Zm00001eb308980;Zm00001eb328120	8.7523e-01;9.4754e-01;7.1589e-01;6.2108e-01;7.6601e-01;4.4685e-01;9.1906e-01;1.1421e-01	0.58255
PWY-6012	acyl carrier protein metabolism	5	Zm00001eb000710;Zm00001eb079300;Zm00001eb165220;Zm00001eb196200;Zm00001eb425140	6.2276e-01;4.4614e-01;8.4778e-01;4.5073e-01;4.7504e-01	0.58624
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	8	Zm00001eb036480;Zm00001eb102380;Zm00001eb139240;Zm00001eb210120;Zm00001eb229170;Zm00001eb241070;Zm00001eb289550;Zm00001eb412190	3.6405e-01;8.0422e-02;1.1530e-01;3.3973e-01;6.6439e-01;2.6905e-02;4.7290e-03;8.8183e-01	0.59188
PWY-7208	superpathway of pyrimidine nucleobases salvage	8	Zm00001eb036480;Zm00001eb102380;Zm00001eb139240;Zm00001eb210120;Zm00001eb229170;Zm00001eb241070;Zm00001eb289550;Zm00001eb412190	3.6405e-01;8.0422e-02;1.1530e-01;3.3973e-01;6.6439e-01;2.6905e-02;4.7290e-03;8.8183e-01	0.59188
PWY-6066	IAA biosynthesis VII	3	Zm00001eb111400;Zm00001eb294750;Zm00001eb305490	4.0994e-01;1.4279e-01;8.3084e-01	0.59345
PWY-5704	urea degradation II	2	Zm00001eb118150;Zm00001eb372290	7.2003e-01;3.3562e-01	0.59358
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	12	Zm00001eb023820;Zm00001eb081910;Zm00001eb109870;Zm00001eb131070;Zm00001eb208950;Zm00001eb248420;Zm00001eb282480;Zm00001eb297860;Zm00001eb311360;Zm00001eb321790;Zm00001eb340590;Zm00001eb345550	6.5172e-01;2.7468e-01;9.8006e-01;4.5632e-01;9.8252e-01;6.0099e-01;1.8987e-02;8.5063e-01;7.8436e-01;8.0171e-01;7.0878e-01;5.4223e-02	0.5978
PWY-5690	TCA cycle II (plants and fungi)	50	Zm00001eb002960;Zm00001eb013290;Zm00001eb016240;Zm00001eb018220;Zm00001eb041400;Zm00001eb044740;Zm00001eb045790;Zm00001eb059070;Zm00001eb071910;Zm00001eb074700;Zm00001eb089800;Zm00001eb097190;Zm00001eb100150;Zm00001eb105870;Zm00001eb107590;Zm00001eb117970;Zm00001eb158270;Zm00001eb165980;Zm00001eb171440;Zm00001eb173490;Zm00001eb175570;Zm00001eb179730;Zm00001eb183760;Zm00001eb206090;Zm00001eb206100;Zm00001eb220780;Zm00001eb221180;Zm00001eb229330;Zm00001eb236450;Zm00001eb239300;Zm00001eb246080;Zm00001eb247500;Zm00001eb261270;Zm00001eb277730;Zm00001eb283930;Zm00001eb296550;Zm00001eb299550;Zm00001eb304640;Zm00001eb315360;Zm00001eb321980;Zm00001eb325420;Zm00001eb328310;Zm00001eb332780;Zm00001eb373750;Zm00001eb375150;Zm00001eb394900;Zm00001eb402710;Zm00001eb419110;Zm00001eb422230;Zm00001eb424940	5.9231e-01;3.5166e-01;9.1581e-01;7.2362e-01;2.6546e-02;5.2459e-01;2.0583e-01;3.4046e-01;9.4778e-01;9.3032e-01;2.3471e-01;1.9914e-01;5.2202e-01;4.8833e-01;1.4115e-02;5.7733e-01;6.6504e-01;8.2037e-01;8.3340e-01;1.7262e-01;4.2531e-01;9.4553e-01;8.4755e-01;1.4631e-01;7.9568e-01;2.1949e-02;5.1698e-01;2.3593e-01;6.4096e-01;8.8606e-01;5.5719e-01;7.0623e-02;8.4815e-01;2.2782e-02;9.3245e-01;2.3329e-01;9.6456e-02;6.1735e-01;9.4555e-01;4.0607e-01;4.2353e-01;1.7953e-01;1.0222e-01;6.8580e-01;8.4001e-01;5.8191e-01;6.7471e-01;3.5619e-01;4.3041e-01;1.4649e-01	0.60027
PWYDQC-4	indole-3-acetate biosynthesis I	17	Zm00001eb004710;Zm00001eb031030;Zm00001eb088950;Zm00001eb096820;Zm00001eb098150;Zm00001eb119530;Zm00001eb122460;Zm00001eb149140;Zm00001eb158550;Zm00001eb264510;Zm00001eb306140;Zm00001eb332870;Zm00001eb336900;Zm00001eb362000;Zm00001eb396380;Zm00001eb409250;Zm00001eb419450	4.0826e-01;6.1256e-01;9.5364e-01;3.6692e-01;1.5170e-01;5.6535e-01;8.4238e-01;9.6157e-01;5.0847e-01;5.7132e-01;3.6470e-01;5.2313e-01;6.0188e-01;2.7282e-02;2.0902e-01;3.0420e-01;9.9966e-01	0.60113
PWY-8011	L-serine biosynthesis II	10	Zm00001eb034260;Zm00001eb034320;Zm00001eb034570;Zm00001eb088840;Zm00001eb097200;Zm00001eb229250;Zm00001eb299920;Zm00001eb338070;Zm00001eb418650;Zm00001eb418680	2.9742e-04;1.3216e-02;2.2797e-01;5.5805e-01;6.8015e-01;7.9380e-01;1.7378e-01;8.9398e-01;4.5931e-01;4.3348e-01	0.60178
PWY-7101	5-deoxystrigol biosynthesis	7	Zm00001eb074640;Zm00001eb114700;Zm00001eb153000;Zm00001eb260820;Zm00001eb381060;Zm00001eb417120;Zm00001eb422930	1.3363e-01;3.5579e-01;6.5014e-01;4.7777e-01;6.0788e-01;7.4177e-01;4.4217e-01	0.60302
PWY-7193	pyrimidine ribonucleosides salvage I	12	Zm00001eb036480;Zm00001eb102380;Zm00001eb135540;Zm00001eb139240;Zm00001eb155060;Zm00001eb210120;Zm00001eb229170;Zm00001eb241070;Zm00001eb252250;Zm00001eb361370;Zm00001eb420330;Zm00001eb420350	3.6405e-01;8.0422e-02;7.7238e-01;1.1530e-01;6.1048e-01;3.3973e-01;6.6439e-01;2.6905e-02;4.0565e-01;7.0277e-01;3.6263e-01;5.0840e-01	0.60324
PWY-8346	GABA shunt II	19	Zm00001eb037690;Zm00001eb055490;Zm00001eb070860;Zm00001eb081550;Zm00001eb081600;Zm00001eb091810;Zm00001eb171190;Zm00001eb182460;Zm00001eb187830;Zm00001eb193020;Zm00001eb207050;Zm00001eb233300;Zm00001eb233590;Zm00001eb233600;Zm00001eb281980;Zm00001eb329710;Zm00001eb339140;Zm00001eb399220;Zm00001eb430840	6.7530e-01;5.1400e-01;7.4664e-01;9.2386e-01;8.0037e-01;5.8896e-01;6.0727e-01;3.7914e-01;1.4601e-01;4.2768e-01;2.7302e-01;2.6969e-01;2.7337e-01;2.7337e-01;1.4118e-01;2.9135e-01;8.4257e-01;6.3275e-01;3.4061e-01	0.60534
PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism	7	Zm00001eb013380;Zm00001eb039660;Zm00001eb111990;Zm00001eb174140;Zm00001eb215930;Zm00001eb229100;Zm00001eb394390	3.4558e-01;6.9851e-01;6.7795e-01;4.4719e-01;5.4213e-01;7.5567e-01;1.4093e-01	0.60744
PWY-1042	glycolysis IV	91	Zm00001eb004990;Zm00001eb010390;Zm00001eb011890;Zm00001eb015770;Zm00001eb024280;Zm00001eb026940;Zm00001eb041270;Zm00001eb043000;Zm00001eb047240;Zm00001eb048390;Zm00001eb052130;Zm00001eb060760;Zm00001eb066190;Zm00001eb085480;Zm00001eb098760;Zm00001eb099530;Zm00001eb103580;Zm00001eb109160;Zm00001eb121310;Zm00001eb123700;Zm00001eb124410;Zm00001eb126820;Zm00001eb128890;Zm00001eb134980;Zm00001eb137710;Zm00001eb144240;Zm00001eb149730;Zm00001eb150720;Zm00001eb153820;Zm00001eb153830;Zm00001eb157810;Zm00001eb168480;Zm00001eb171950;Zm00001eb173410;Zm00001eb174380;Zm00001eb179810;Zm00001eb184000;Zm00001eb185280;Zm00001eb188850;Zm00001eb188910;Zm00001eb196650;Zm00001eb200910;Zm00001eb207270;Zm00001eb233070;Zm00001eb233140;Zm00001eb246370;Zm00001eb252630;Zm00001eb254380;Zm00001eb261430;Zm00001eb270050;Zm00001eb270890;Zm00001eb273400;Zm00001eb280120;Zm00001eb281610;Zm00001eb281930;Zm00001eb284270;Zm00001eb291670;Zm00001eb293530;Zm00001eb301440;Zm00001eb309240;Zm00001eb311450;Zm00001eb319770;Zm00001eb334210;Zm00001eb334740;Zm00001eb335870;Zm00001eb337520;Zm00001eb343400;Zm00001eb350090;Zm00001eb352550;Zm00001eb353260;Zm00001eb354160;Zm00001eb357150;Zm00001eb358830;Zm00001eb365200;Zm00001eb367890;Zm00001eb368990;Zm00001eb371740;Zm00001eb376780;Zm00001eb377870;Zm00001eb381920;Zm00001eb386660;Zm00001eb390590;Zm00001eb397960;Zm00001eb406450;Zm00001eb408010;Zm00001eb410550;Zm00001eb421480;Zm00001eb424120;Zm00001eb424160;Zm00001eb424620;Zm00001eb433750	7.7564e-01;5.0477e-01;4.3960e-01;6.9077e-01;1.6273e-01;5.9690e-02;2.6093e-01;8.1465e-01;2.7781e-01;4.3113e-01;4.7170e-01;9.0861e-01;9.5607e-02;5.4116e-01;6.6201e-03;8.1731e-01;9.8003e-02;4.0180e-01;7.8526e-01;5.3450e-01;5.4617e-01;6.4615e-01;1.3052e-01;3.7524e-01;7.5643e-01;9.4231e-01;6.9022e-01;6.9364e-01;7.0321e-02;7.0382e-01;6.3883e-01;9.5032e-01;4.7018e-01;7.0173e-01;7.7805e-01;1.4699e-01;9.0732e-02;2.6458e-02;8.1846e-01;6.2535e-01;7.3792e-01;9.9812e-01;4.6102e-01;7.6475e-01;4.4672e-01;5.0642e-02;9.9798e-01;7.8892e-01;9.8364e-01;3.3856e-01;2.0876e-01;9.6756e-02;9.4395e-01;7.7878e-01;5.0373e-01;8.9059e-01;2.5160e-01;3.3319e-01;8.9026e-01;7.9225e-01;7.9424e-01;2.2369e-01;3.1613e-01;7.4279e-01;8.8776e-01;8.4477e-01;6.2367e-01;1.6417e-01;2.1644e-02;9.5680e-01;5.7233e-01;2.6970e-01;1.7911e-01;7.5104e-01;4.2673e-01;5.2876e-01;5.8462e-01;4.1293e-01;7.5321e-01;7.3114e-01;6.2046e-01;4.8334e-01;1.2648e-01;9.9499e-01;2.1145e-01;7.5574e-01;4.8450e-01;1.4172e-01;5.6477e-03;4.6758e-01;7.6113e-02	0.61229
PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	12	Zm00001eb109870;Zm00001eb117100;Zm00001eb130640;Zm00001eb131070;Zm00001eb203040;Zm00001eb208950;Zm00001eb248420;Zm00001eb282480;Zm00001eb311360;Zm00001eb340590;Zm00001eb340900;Zm00001eb409040	9.8006e-01;2.6097e-01;3.0803e-01;4.5632e-01;7.6134e-01;9.8252e-01;6.0099e-01;1.8987e-02;7.8436e-01;7.0878e-01;4.1360e-01;5.3796e-01	0.61442
PWY-6019	pseudouridine degradation	3	Zm00001eb016190;Zm00001eb251060;Zm00001eb346550	1.4962e-01;5.6203e-01;4.5236e-01	0.61628
FASYN-ELONG-PWY	fatty acid elongation -- saturated	16	Zm00001eb028240;Zm00001eb033580;Zm00001eb035040;Zm00001eb051650;Zm00001eb086000;Zm00001eb170970;Zm00001eb171040;Zm00001eb176310;Zm00001eb241560;Zm00001eb243890;Zm00001eb281830;Zm00001eb308620;Zm00001eb348600;Zm00001eb378920;Zm00001eb387330;Zm00001eb420880	6.2459e-01;3.3006e-01;7.4577e-01;9.2581e-01;2.3388e-02;3.3460e-01;4.4730e-02;1.3306e-01;3.3583e-01;7.5533e-01;6.7894e-01;9.1902e-01;7.3855e-01;3.3550e-01;3.9768e-02;9.3887e-01	0.61893
PWY-7980	ATP biosynthesis	29	Zm00001eb008610;Zm00001eb068780;Zm00001eb095390;Zm00001eb105270;Zm00001eb105860;Zm00001eb106630;Zm00001eb111070;Zm00001eb119630;Zm00001eb156500;Zm00001eb157850;Zm00001eb161180;Zm00001eb161770;Zm00001eb188600;Zm00001eb194350;Zm00001eb206930;Zm00001eb233450;Zm00001eb295050;Zm00001eb303030;Zm00001eb322600;Zm00001eb323620;Zm00001eb330190;Zm00001eb343030;Zm00001eb349790;Zm00001eb357940;Zm00001eb359540;Zm00001eb387680;Zm00001eb394860;Zm00001eb400220;Zm00001eb414980	5.7604e-01;4.5337e-01;6.8579e-01;7.0678e-01;5.1067e-01;4.6621e-01;9.1185e-01;6.3753e-01;6.6368e-01;3.3481e-01;1.4473e-01;1.7581e-01;2.8379e-01;5.0353e-01;6.5463e-01;2.7690e-01;6.1549e-01;3.5561e-01;1.5992e-01;2.4171e-02;4.1049e-01;3.8738e-01;4.2568e-01;6.4052e-01;2.4495e-01;9.0199e-01;7.9961e-02;2.0093e-01;7.9454e-01	0.62274
PWY-46	putrescine biosynthesis III	4	Zm00001eb114090;Zm00001eb319850;Zm00001eb331690;Zm00001eb418690	9.0203e-01;2.8582e-02;6.2794e-01;4.3348e-01	0.62785
PWY-5486	pyruvate fermentation to ethanol II	14	Zm00001eb006760;Zm00001eb006770;Zm00001eb013520;Zm00001eb026700;Zm00001eb026710;Zm00001eb054970;Zm00001eb056510;Zm00001eb168550;Zm00001eb185610;Zm00001eb258770;Zm00001eb303340;Zm00001eb331530;Zm00001eb336190;Zm00001eb351810	7.0981e-01;5.6758e-01;6.7886e-01;1.5049e-01;2.6001e-01;7.6985e-01;9.2384e-01;8.3456e-01;1.5722e-01;3.0483e-01;8.1619e-01;4.6045e-01;2.7946e-01;9.5232e-02	0.64021
CITRULLINE-DEG-PWY	L-citrulline degradation	14	Zm00001eb001310;Zm00001eb001330;Zm00001eb126200;Zm00001eb160030;Zm00001eb188330;Zm00001eb188530;Zm00001eb216710;Zm00001eb252020;Zm00001eb252240;Zm00001eb255250;Zm00001eb257230;Zm00001eb356970;Zm00001eb403320;Zm00001eb419090	9.6187e-01;9.7516e-01;7.1529e-01;6.7790e-01;1.8173e-01;2.2884e-01;5.8354e-01;8.4249e-01;4.0565e-01;5.3106e-01;9.7611e-01;5.0185e-02;7.1591e-01;3.5619e-01	0.64254
PWY-5886	3-(4-hydroxyphenyl)pyruvate biosynthesis	4	Zm00001eb122460;Zm00001eb149140;Zm00001eb165890;Zm00001eb336900	8.4238e-01;9.6157e-01;9.2430e-02;6.0188e-01	0.65031
PWY-6333	acetaldehyde biosynthesis I	9	Zm00001eb006760;Zm00001eb006770;Zm00001eb026700;Zm00001eb026710;Zm00001eb054970;Zm00001eb056510;Zm00001eb168550;Zm00001eb185610;Zm00001eb258770	7.0981e-01;5.6758e-01;1.5049e-01;2.6001e-01;7.6985e-01;9.2384e-01;8.3456e-01;1.5722e-01;3.0483e-01	0.66881
PWY-5048	rosmarinic acid biosynthesis I	34	Zm00001eb000140;Zm00001eb002380;Zm00001eb004210;Zm00001eb024860;Zm00001eb027920;Zm00001eb040790;Zm00001eb077220;Zm00001eb077230;Zm00001eb122460;Zm00001eb135760;Zm00001eb149140;Zm00001eb165890;Zm00001eb178360;Zm00001eb185240;Zm00001eb185250;Zm00001eb185260;Zm00001eb187910;Zm00001eb228950;Zm00001eb233720;Zm00001eb240910;Zm00001eb247630;Zm00001eb247650;Zm00001eb247660;Zm00001eb285030;Zm00001eb298620;Zm00001eb327700;Zm00001eb336630;Zm00001eb336900;Zm00001eb346150;Zm00001eb363980;Zm00001eb363990;Zm00001eb364000;Zm00001eb368900;Zm00001eb389420	4.4941e-01;4.9189e-01;9.8996e-01;2.7413e-02;6.3616e-01;7.6330e-02;2.8202e-02;5.0283e-02;8.4238e-01;7.0869e-01;9.6157e-01;9.2430e-02;6.0054e-01;3.5948e-01;5.3994e-01;2.4216e-01;3.7526e-01;5.4875e-01;2.0290e-01;4.9012e-01;3.5792e-03;3.5792e-03;6.0572e-01;2.5990e-01;3.7884e-01;6.0156e-02;7.4793e-01;6.0188e-01;6.4835e-01;2.5087e-01;2.5087e-01;2.7940e-01;5.0645e-02;6.0045e-01	0.68118
PWY-5350	thiosulfate disproportionation IV (rhodanese)	6	Zm00001eb031400;Zm00001eb207410;Zm00001eb207830;Zm00001eb210000;Zm00001eb228330;Zm00001eb420080	4.9356e-01;8.6575e-01;8.4278e-01;3.4900e-01;3.2564e-01;5.7563e-01	0.68607
PWY-6352	3-phosphoinositide biosynthesis	66	Zm00001eb006080;Zm00001eb011460;Zm00001eb017280;Zm00001eb017290;Zm00001eb019420;Zm00001eb023920;Zm00001eb027210;Zm00001eb037930;Zm00001eb041840;Zm00001eb044280;Zm00001eb044300;Zm00001eb051200;Zm00001eb054190;Zm00001eb054420;Zm00001eb076550;Zm00001eb078550;Zm00001eb093110;Zm00001eb100460;Zm00001eb101380;Zm00001eb110730;Zm00001eb112440;Zm00001eb114410;Zm00001eb128610;Zm00001eb145480;Zm00001eb146180;Zm00001eb168670;Zm00001eb174440;Zm00001eb176590;Zm00001eb177150;Zm00001eb178330;Zm00001eb208570;Zm00001eb216400;Zm00001eb216660;Zm00001eb219430;Zm00001eb220840;Zm00001eb220860;Zm00001eb229140;Zm00001eb257160;Zm00001eb260170;Zm00001eb260370;Zm00001eb274200;Zm00001eb278480;Zm00001eb279620;Zm00001eb280640;Zm00001eb290110;Zm00001eb291290;Zm00001eb299650;Zm00001eb312210;Zm00001eb314720;Zm00001eb315900;Zm00001eb326430;Zm00001eb328880;Zm00001eb329740;Zm00001eb332980;Zm00001eb345210;Zm00001eb347370;Zm00001eb352480;Zm00001eb374080;Zm00001eb377950;Zm00001eb380650;Zm00001eb389940;Zm00001eb394480;Zm00001eb400060;Zm00001eb401720;Zm00001eb405320;Zm00001eb433200	7.5497e-02;8.0835e-01;3.3670e-02;2.0515e-02;5.7132e-01;4.4840e-01;3.8659e-01;7.8600e-01;6.0812e-01;8.1015e-01;9.8675e-02;6.1964e-01;9.1959e-01;8.8396e-01;2.9789e-01;4.4834e-01;6.4499e-01;1.1201e-01;2.8933e-01;4.4768e-01;7.1263e-01;1.4772e-01;6.6283e-01;2.4671e-01;5.3285e-01;6.6379e-01;9.3711e-01;8.1815e-01;6.9480e-01;9.7196e-01;6.7886e-01;5.5766e-01;3.9247e-01;4.5320e-01;3.5609e-01;6.9057e-02;1.6611e-01;8.6567e-01;7.2823e-02;3.8675e-01;1.2236e-01;9.3567e-02;4.4784e-01;5.8989e-01;7.2987e-03;6.8447e-02;7.4235e-02;7.2425e-01;3.9939e-01;1.8205e-01;7.8038e-01;1.9761e-01;2.3088e-01;9.4804e-01;7.3517e-01;9.5588e-01;6.1796e-01;1.8241e-01;2.9751e-02;2.7779e-02;5.0342e-01;1.4638e-01;2.3382e-02;9.2151e-01;7.4467e-01;6.9592e-02	0.69221
PWY-7590	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	3	Zm00001eb013340;Zm00001eb111980;Zm00001eb397050	6.6933e-01;6.7795e-01;3.4460e-01	0.69525
PWY-5034	gibberellin A<sub>12</sub> biosynthesis	4	Zm00001eb012940;Zm00001eb385070;Zm00001eb385100;Zm00001eb397820	6.6907e-01;7.8117e-01;6.5730e-01;3.3315e-01	0.6995
PWY-7560	methylerythritol phosphate pathway II	17	Zm00001eb056240;Zm00001eb126690;Zm00001eb145390;Zm00001eb150630;Zm00001eb187250;Zm00001eb192570;Zm00001eb246530;Zm00001eb250670;Zm00001eb287860;Zm00001eb288110;Zm00001eb302370;Zm00001eb323510;Zm00001eb334370;Zm00001eb334380;Zm00001eb349410;Zm00001eb365960;Zm00001eb377300	7.7320e-01;5.6817e-01;9.3678e-01;1.5511e-01;1.5613e-01;3.3602e-01;4.4822e-01;2.3960e-01;4.6490e-01;7.9146e-01;6.3637e-01;9.6577e-01;8.1995e-01;8.1995e-01;3.4660e-01;1.9372e-01;9.5029e-01	0.70024
