GeneID,ontology,GO_ID,GO_term_name
Zm00001eb216810,BP,GO:0016310,phosphorylation
Zm00001eb216810,MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups"
Zm00001eb216810,MF,GO:0046872,metal ion binding
Zm00001eb216810,BP,GO:0009873,ethylene-activated signaling pathway
Zm00001eb216810,MF,GO:0016740,transferase activity
Zm00001eb216810,MF,GO:0005524,ATP binding
Zm00001eb216810,BP,GO:0000160,phosphorelay signal transduction system
Zm00001eb216810,CC,GO:0005783,endoplasmic reticulum
Zm00001eb216810,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb216810,MF,GO:0000166,nucleotide binding
Zm00001eb216810,MF,GO:0016301,kinase activity
Zm00001eb216810,MF,GO:0038199,ethylene receptor activity
Zm00001eb216810,MF,GO:0051740,ethylene binding
Zm00001eb216810,MF,GO:0004673,protein histidine kinase activity
Zm00001eb216810,BP,GO:0010105,negative regulation of ethylene-activated signaling pathway
Zm00001eb344270,MF,GO:0016757,glycosyltransferase activity
Zm00001eb344270,CC,GO:0016020,membrane
Zm00001eb344270,MF,GO:0016740,transferase activity
Zm00001eb391400,CC,GO:0005576,extracellular region
Zm00001eb391400,BP,GO:0019953,sexual reproduction
Zm00001eb391400,BP,GO:0071555,cell wall organization
Zm00001eb123700,CC,GO:0005737,cytoplasm
Zm00001eb123700,MF,GO:0004619,phosphoglycerate mutase activity
Zm00001eb123700,MF,GO:0030145,manganese ion binding
Zm00001eb123700,BP,GO:0006007,glucose catabolic process
Zm00001eb123700,MF,GO:0046872,metal ion binding
Zm00001eb123700,MF,GO:0016853,isomerase activity
Zm00001eb123700,BP,GO:0006096,glycolytic process
Zm00001eb334210,MF,GO:0016740,transferase activity
Zm00001eb334210,MF,GO:0016301,kinase activity
Zm00001eb010150,MF,GO:0003729,mRNA binding
Zm00001eb010150,BP,GO:0006402,mRNA catabolic process
Zm00001eb010150,MF,GO:0032451,demethylase activity
Zm00001eb018250,MF,GO:0022857,transmembrane transporter activity
Zm00001eb018250,CC,GO:0016020,membrane
Zm00001eb018250,BP,GO:0055085,transmembrane transport
Zm00001eb018250,CC,GO:0005886,plasma membrane
Zm00001eb018250,MF,GO:0015293,symporter activity
Zm00001eb018250,MF,GO:0015203,polyamine transmembrane transporter activity
Zm00001eb260720,MF,GO:0005515,protein binding
Zm00001eb260720,CC,GO:0005634,nucleus
Zm00001eb260720,MF,GO:0003723,RNA binding
Zm00001eb260720,MF,GO:0003676,nucleic acid binding
Zm00001eb260720,BP,GO:0006396,RNA processing
Zm00001eb260720,BP,GO:0006397,mRNA processing
Zm00001eb260720,BP,GO:0008380,RNA splicing
Zm00001eb260720,MF,GO:0017070,U6 snRNA binding
Zm00001eb112920,MF,GO:0005543,phospholipid binding
Zm00001eb112920,MF,GO:0005096,GTPase activator activity
Zm00001eb112920,MF,GO:0046872,metal ion binding
Zm00001eb112920,MF,GO:0008270,zinc ion binding
Zm00001eb185100,MF,GO:0003723,RNA binding
Zm00001eb185100,MF,GO:0003729,mRNA binding
Zm00001eb185100,MF,GO:0003676,nucleic acid binding
Zm00001eb065640,BP,GO:0098542,defense response to other organism
Zm00001eb065640,CC,GO:0016020,membrane
Zm00001eb065640,CC,GO:0005886,plasma membrane
Zm00001eb065640,CC,GO:0009506,plasmodesma
Zm00001eb030430,BP,GO:0051301,cell division
Zm00001eb030430,CC,GO:0005634,nucleus
Zm00001eb030430,CC,GO:0005737,cytoplasm
Zm00001eb030430,CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
Zm00001eb030430,MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
Zm00001eb030430,BP,GO:0000082,G1/S transition of mitotic cell cycle
Zm00001eb377350,BP,GO:0006633,fatty acid biosynthetic process
Zm00001eb377350,MF,GO:0016790,thiolester hydrolase activity
Zm00001eb377350,MF,GO:0016297,fatty acyl-[ACP] hydrolase activity
Zm00001eb377350,MF,GO:0016787,hydrolase activity
Zm00001eb377350,BP,GO:0006629,lipid metabolic process
Zm00001eb377350,BP,GO:0006631,fatty acid metabolic process
Zm00001eb377350,CC,GO:0009507,chloroplast
Zm00001eb377350,MF,GO:0000036,acyl carrier activity
Zm00001eb055950,MF,GO:0003824,catalytic activity
Zm00001eb055950,BP,GO:0009058,biosynthetic process
Zm00001eb055950,MF,GO:0030170,pyridoxal phosphate binding
Zm00001eb055950,MF,GO:0016829,lyase activity
Zm00001eb055950,BP,GO:0006520,amino acid metabolic process
Zm00001eb055950,BP,GO:0042218,1-aminocyclopropane-1-carboxylate biosynthetic process
Zm00001eb055950,MF,GO:0008483,transaminase activity
Zm00001eb055950,BP,GO:0009693,ethylene biosynthetic process
Zm00001eb055950,BP,GO:0009835,fruit ripening
Zm00001eb055950,MF,GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity
Zm00001eb055950,BP,GO:0006952,defense response
Zm00001eb003070,CC,GO:0005741,mitochondrial outer membrane
Zm00001eb003070,MF,GO:0008308,voltage-gated monoatomic anion channel activity
Zm00001eb003070,BP,GO:0055085,transmembrane transport
Zm00001eb003070,BP,GO:0098656,monoatomic anion transmembrane transport
Zm00001eb003070,CC,GO:0016020,membrane
Zm00001eb003070,CC,GO:0005739,mitochondrion
Zm00001eb003070,BP,GO:0006811,monoatomic ion transport
Zm00001eb003070,MF,GO:0015288,porin activity
Zm00001eb003070,CC,GO:0046930,pore complex
Zm00001eb083480,BP,GO:0006635,fatty acid beta-oxidation
Zm00001eb083480,CC,GO:0005777,peroxisome
Zm00001eb083480,MF,GO:0071949,FAD binding
Zm00001eb083480,BP,GO:0006631,fatty acid metabolic process
Zm00001eb083480,MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors"
Zm00001eb083480,MF,GO:0003997,acyl-CoA oxidase activity
Zm00001eb083480,BP,GO:0006629,lipid metabolic process
Zm00001eb083480,MF,GO:0016491,oxidoreductase activity
Zm00001eb083480,MF,GO:0005504,fatty acid binding
Zm00001eb083480,MF,GO:0050660,flavin adenine dinucleotide binding
Zm00001eb098630,MF,GO:0046872,metal ion binding
Zm00001eb098630,CC,GO:0016020,membrane
Zm00001eb098630,BP,GO:0006950,response to stress
Zm00001eb299750,MF,GO:0003677,DNA binding
Zm00001eb299750,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
Zm00001eb299750,MF,GO:0001006,RNA polymerase III type 3 promoter sequence-specific DNA binding
Zm00001eb299750,BP,GO:0042795,snRNA transcription by RNA polymerase II
Zm00001eb299750,BP,GO:0042796,snRNA transcription by RNA polymerase III
Zm00001eb299750,CC,GO:0019185,snRNA-activating protein complex
Zm00001eb246120,MF,GO:0003743,translation initiation factor activity
Zm00001eb246120,MF,GO:0003729,mRNA binding
Zm00001eb246120,BP,GO:0006413,translational initiation
Zm00001eb053770,CC,GO:0009507,chloroplast
Zm00001eb242720,MF,GO:0008270,zinc ion binding
Zm00001eb242720,MF,GO:0003950,NAD+ poly-ADP-ribosyltransferase activity
Zm00001eb242720,CC,GO:0005634,nucleus
Zm00001eb242720,MF,GO:0046872,metal ion binding
Zm00001eb242720,MF,GO:0016740,transferase activity
Zm00001eb242720,MF,GO:0016757,glycosyltransferase activity
Zm00001eb242720,CC,GO:0005730,nucleolus
Zm00001eb242720,MF,GO:0016779,nucleotidyltransferase activity
Zm00001eb242720,BP,GO:0006302,double-strand break repair
Zm00001eb242720,MF,GO:1990404,NAD+-protein mono-ADP-ribosyltransferase activity
Zm00001eb142570,CC,GO:0005783,endoplasmic reticulum
Zm00001eb284080,MF,GO:0005524,ATP binding
Zm00001eb284080,MF,GO:0004672,protein kinase activity
Zm00001eb284080,BP,GO:0006468,protein phosphorylation
Zm00001eb284080,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb284080,CC,GO:0005634,nucleus
Zm00001eb284080,CC,GO:0005737,cytoplasm
Zm00001eb284080,MF,GO:0016301,kinase activity
Zm00001eb284080,BP,GO:0006897,endocytosis
Zm00001eb284080,BP,GO:0007165,signal transduction
Zm00001eb348710,BP,GO:0009113,purine nucleobase biosynthetic process
Zm00001eb348710,MF,GO:0004044,amidophosphoribosyltransferase activity
Zm00001eb348710,MF,GO:0046872,metal ion binding
Zm00001eb348710,MF,GO:0016740,transferase activity
Zm00001eb348710,CC,GO:0005737,cytoplasm
Zm00001eb348710,MF,GO:0016757,glycosyltransferase activity
Zm00001eb348710,MF,GO:0051536,iron-sulfur cluster binding
Zm00001eb348710,BP,GO:0006164,purine nucleotide biosynthetic process
Zm00001eb348710,BP,GO:0006189,'de novo' IMP biosynthetic process
Zm00001eb129010,MF,GO:0003677,DNA binding
Zm00001eb129010,CC,GO:0005634,nucleus
Zm00001eb129010,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb129010,BP,GO:0009739,response to gibberellin
Zm00001eb129010,BP,GO:0009751,response to salicylic acid
Zm00001eb129010,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb129010,BP,GO:0009744,response to sucrose
Zm00001eb368970,MF,GO:0003677,DNA binding
Zm00001eb368970,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb368970,CC,GO:0005634,nucleus
Zm00001eb368970,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb292190,CC,GO:0005576,extracellular region
Zm00001eb292190,BP,GO:0019953,sexual reproduction
Zm00001eb022020,MF,GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity
Zm00001eb022020,CC,GO:0005634,nucleus
Zm00001eb022020,BP,GO:0006357,regulation of transcription by RNA polymerase II
Zm00001eb022020,MF,GO:0004722,protein serine/threonine phosphatase activity
Zm00001eb022020,MF,GO:0016787,hydrolase activity
Zm00001eb057610,MF,GO:0030170,pyridoxal phosphate binding
Zm00001eb057610,CC,GO:0005737,cytoplasm
Zm00001eb408140,CC,GO:0048046,apoplast
Zm00001eb408140,BP,GO:0009699,phenylpropanoid biosynthetic process
Zm00001eb147610,MF,GO:0016757,glycosyltransferase activity
Zm00001eb147610,CC,GO:0000139,Golgi membrane
Zm00001eb147610,BP,GO:0009101,glycoprotein biosynthetic process
Zm00001eb335320,BP,GO:0010090,trichome morphogenesis
Zm00001eb335320,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb335320,CC,GO:0005634,nucleus
Zm00001eb335320,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb335320,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb335320,MF,GO:0008270,zinc ion binding
Zm00001eb335320,BP,GO:0009736,cytokinin-activated signaling pathway
Zm00001eb335320,BP,GO:0009740,gibberellic acid mediated signaling pathway
Zm00001eb335320,BP,GO:0010026,trichome differentiation
Zm00001eb183790,MF,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding"
Zm00001eb183790,BP,GO:0006887,exocytosis
Zm00001eb183790,CC,GO:0000145,exocyst
Zm00001eb183790,MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
Zm00001eb183790,BP,GO:0015936,coenzyme A metabolic process
Zm00001eb183790,MF,GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity
Zm00001eb183790,MF,GO:0016491,oxidoreductase activity
Zm00001eb183790,BP,GO:0015031,protein transport
Zm00001eb183790,BP,GO:0008299,isoprenoid biosynthetic process
Zm00001eb070700,MF,GO:0005515,protein binding
Zm00001eb395060,BP,GO:0006979,response to oxidative stress
Zm00001eb395060,MF,GO:0020037,heme binding
Zm00001eb395060,MF,GO:0004601,peroxidase activity
Zm00001eb395060,BP,GO:0042744,hydrogen peroxide catabolic process
Zm00001eb395060,MF,GO:0046872,metal ion binding
Zm00001eb395060,BP,GO:0098869,cellular oxidant detoxification
Zm00001eb395060,MF,GO:0016491,oxidoreductase activity
Zm00001eb395060,CC,GO:0005576,extracellular region
Zm00001eb395060,CC,GO:0009505,plant-type cell wall
Zm00001eb113010,MF,GO:0016740,transferase activity
Zm00001eb113010,BP,GO:0009058,biosynthetic process
Zm00001eb113010,MF,GO:0030170,pyridoxal phosphate binding
Zm00001eb113010,MF,GO:0016746,acyltransferase activity
Zm00001eb113010,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb113010,BP,GO:0046513,ceramide biosynthetic process
Zm00001eb113010,BP,GO:0006665,sphingolipid metabolic process
Zm00001eb113010,BP,GO:0046512,sphingosine biosynthetic process
Zm00001eb113010,MF,GO:0004758,serine C-palmitoyltransferase activity
Zm00001eb113010,CC,GO:0017059,serine palmitoyltransferase complex
Zm00001eb422090,CC,GO:0005634,nucleus
Zm00001eb422090,MF,GO:0044183,protein folding chaperone
Zm00001eb422090,BP,GO:0006457,protein folding
Zm00001eb163210,MF,GO:0046872,metal ion binding
Zm00001eb163210,MF,GO:0051536,iron-sulfur cluster binding
Zm00001eb163210,CC,GO:0005759,mitochondrial matrix
Zm00001eb011980,MF,GO:0016787,hydrolase activity
Zm00001eb011980,CC,GO:0005634,nucleus
Zm00001eb011980,MF,GO:0046872,metal ion binding
Zm00001eb011980,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb011980,MF,GO:0004722,protein serine/threonine phosphatase activity
Zm00001eb011980,CC,GO:0005737,cytoplasm
Zm00001eb117520,CC,GO:0005777,peroxisome
Zm00001eb117520,CC,GO:0016020,membrane
Zm00001eb117520,BP,GO:0016560,"protein import into peroxisome matrix, docking"
Zm00001eb117520,CC,GO:0005778,peroxisomal membrane
Zm00001eb379710,CC,GO:0016020,membrane
Zm00001eb302250,MF,GO:0046982,protein heterodimerization activity
Zm00001eb302250,CC,GO:0000786,nucleosome
Zm00001eb302250,MF,GO:0003677,DNA binding
Zm00001eb302250,CC,GO:0005634,nucleus
Zm00001eb302250,CC,GO:0005694,chromosome
Zm00001eb302250,MF,GO:0003682,chromatin binding
Zm00001eb302250,BP,GO:0031507,heterochromatin formation
Zm00001eb302250,MF,GO:0030527,structural constituent of chromatin
Zm00001eb302250,BP,GO:0070828,heterochromatin organization
Zm00001eb302250,CC,GO:0000792,heterochromatin
Zm00001eb304240,BP,GO:0006952,defense response
Zm00001eb041280,MF,GO:0016757,glycosyltransferase activity
Zm00001eb041280,CC,GO:0000139,Golgi membrane
Zm00001eb041280,BP,GO:0009101,glycoprotein biosynthetic process
Zm00001eb047660,MF,GO:0016740,transferase activity
Zm00001eb047660,MF,GO:0016413,O-acetyltransferase activity
Zm00001eb047660,CC,GO:0000139,Golgi membrane
Zm00001eb047660,CC,GO:0005794,Golgi apparatus
Zm00001eb430090,MF,GO:0005525,GTP binding
Zm00001eb430090,MF,GO:0003924,GTPase activity
Zm00001eb430090,MF,GO:0046872,metal ion binding
Zm00001eb430090,MF,GO:0000166,nucleotide binding
Zm00001eb430090,MF,GO:0003743,translation initiation factor activity
Zm00001eb430090,BP,GO:0006413,translational initiation
Zm00001eb430090,MF,GO:0003746,translation elongation factor activity
Zm00001eb430090,BP,GO:0006414,translational elongation
Zm00001eb430090,BP,GO:0006412,translation
Zm00001eb430090,MF,GO:0008270,zinc ion binding
Zm00001eb401100,CC,GO:0016020,membrane
Zm00001eb401100,BP,GO:0055085,transmembrane transport
Zm00001eb401100,MF,GO:0008271,secondary active sulfate transmembrane transporter activity
Zm00001eb401100,CC,GO:0005886,plasma membrane
Zm00001eb401100,MF,GO:0022857,transmembrane transporter activity
Zm00001eb308620,BP,GO:0006633,fatty acid biosynthetic process
Zm00001eb308620,MF,GO:0004318,enoyl-[acyl-carrier-protein] reductase (NADH) activity
Zm00001eb308620,BP,GO:0006629,lipid metabolic process
Zm00001eb308620,BP,GO:0006631,fatty acid metabolic process
Zm00001eb308620,CC,GO:0009507,chloroplast
Zm00001eb308620,MF,GO:0016491,oxidoreductase activity
Zm00001eb157310,CC,GO:0005886,plasma membrane
Zm00001eb157310,BP,GO:0009834,plant-type secondary cell wall biogenesis
Zm00001eb157310,CC,GO:0098552,side of membrane
Zm00001eb355840,BP,GO:0007059,chromosome segregation
Zm00001eb355840,CC,GO:0031262,Ndc80 complex
Zm00001eb355840,CC,GO:0005634,nucleus
Zm00001eb355840,BP,GO:0051301,cell division
Zm00001eb355840,CC,GO:0000775,"chromosome, centromeric region"
Zm00001eb355840,CC,GO:0000776,kinetochore
Zm00001eb430600,MF,GO:0005524,ATP binding
Zm00001eb430600,MF,GO:0004672,protein kinase activity
Zm00001eb430600,BP,GO:0006468,protein phosphorylation
Zm00001eb430600,MF,GO:0016740,transferase activity
Zm00001eb430600,CC,GO:0005737,cytoplasm
Zm00001eb430600,MF,GO:0000166,nucleotide binding
Zm00001eb430600,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb430600,MF,GO:0016301,kinase activity
Zm00001eb430600,BP,GO:0007165,signal transduction
Zm00001eb075540,MF,GO:0004190,aspartic-type endopeptidase activity
Zm00001eb075540,BP,GO:0006508,proteolysis
Zm00001eb075540,MF,GO:0016787,hydrolase activity
Zm00001eb075540,MF,GO:0008233,peptidase activity
Zm00001eb075540,CC,GO:0005576,extracellular region
Zm00001eb387870,CC,GO:0016020,membrane
Zm00001eb387870,MF,GO:0016760,cellulose synthase (UDP-forming) activity
Zm00001eb387870,BP,GO:0030244,cellulose biosynthetic process
Zm00001eb387870,MF,GO:0046872,metal ion binding
Zm00001eb387870,MF,GO:0016740,transferase activity
Zm00001eb387870,MF,GO:0016757,glycosyltransferase activity
Zm00001eb387870,MF,GO:0016759,cellulose synthase activity
Zm00001eb387870,BP,GO:0009833,plant-type primary cell wall biogenesis
Zm00001eb387870,BP,GO:0071555,cell wall organization
Zm00001eb387870,CC,GO:0005886,plasma membrane
Zm00001eb387870,MF,GO:0008270,zinc ion binding
Zm00001eb387870,BP,GO:0071669,plant-type cell wall organization or biogenesis
Zm00001eb387870,CC,GO:0012505,endomembrane system
Zm00001eb079390,MF,GO:0005515,protein binding
Zm00001eb354460,CC,GO:0016020,membrane
Zm00001eb354460,CC,GO:0000139,Golgi membrane
Zm00001eb354460,CC,GO:0010008,endosome membrane
Zm00001eb279800,MF,GO:0016787,hydrolase activity
Zm00001eb279800,BP,GO:0071555,cell wall organization
Zm00001eb147510,BP,GO:0006952,defense response
Zm00001eb147510,MF,GO:0020037,heme binding
Zm00001eb147510,MF,GO:0046872,metal ion binding
Zm00001eb147510,BP,GO:0019441,L-tryptophan catabolic process to kynurenine
Zm00001eb019250,CC,GO:0005829,cytosol
Zm00001eb019250,BP,GO:0009903,chloroplast avoidance movement
Zm00001eb019250,BP,GO:0009904,chloroplast accumulation movement
Zm00001eb155710,MF,GO:0005524,ATP binding
Zm00001eb155710,MF,GO:0004672,protein kinase activity
Zm00001eb155710,BP,GO:0006468,protein phosphorylation
Zm00001eb155710,MF,GO:0016740,transferase activity
Zm00001eb155710,MF,GO:0000166,nucleotide binding
Zm00001eb155710,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb155710,MF,GO:0016301,kinase activity
Zm00001eb155710,BP,GO:0007165,signal transduction
Zm00001eb103260,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb103260,MF,GO:0017057,6-phosphogluconolactonase activity
Zm00001eb103260,BP,GO:0006098,pentose-phosphate shunt
Zm00001eb103260,MF,GO:0016787,hydrolase activity
Zm00001eb103260,CC,GO:0005829,cytosol
Zm00001eb103260,CC,GO:0005737,cytoplasm
Zm00001eb103260,BP,GO:0009051,"pentose-phosphate shunt, oxidative branch"
Zm00001eb168840,CC,GO:0016020,membrane
Zm00001eb168840,MF,GO:0015095,magnesium ion transmembrane transporter activity
Zm00001eb168840,BP,GO:0015693,magnesium ion transport
Zm00001eb168840,CC,GO:0005886,plasma membrane
Zm00001eb168840,BP,GO:0006811,monoatomic ion transport
Zm00001eb168840,BP,GO:1903830,magnesium ion transmembrane transport
Zm00001eb168840,CC,GO:0005769,early endosome
Zm00001eb018070,CC,GO:0005634,nucleus
Zm00001eb018070,MF,GO:0003677,DNA binding
Zm00001eb018070,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb018070,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb159710,MF,GO:0005524,ATP binding
Zm00001eb159710,MF,GO:0003676,nucleic acid binding
Zm00001eb159710,MF,GO:0003724,RNA helicase activity
Zm00001eb159710,MF,GO:0016787,hydrolase activity
Zm00001eb159710,MF,GO:0003723,RNA binding
Zm00001eb159710,MF,GO:0000166,nucleotide binding
Zm00001eb159710,MF,GO:0004386,helicase activity
Zm00001eb244080,CC,GO:0005829,cytosol
Zm00001eb244080,BP,GO:0006777,Mo-molybdopterin cofactor biosynthetic process
Zm00001eb244080,CC,GO:0005737,cytoplasm
Zm00001eb244080,MF,GO:0000166,nucleotide binding
Zm00001eb244080,MF,GO:0030366,molybdopterin synthase activity
Zm00001eb244080,CC,GO:1990140,molybdopterin synthase complex
Zm00001eb244080,CC,GO:1990133,molybdopterin adenylyltransferase complex
Zm00001eb183220,CC,GO:0016020,membrane
